"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20191028_20191110.csv"
"C","Report for: 10/28/2019 - 11/10/2019"
"C","Report generated: 11/27/2020 19:12:49 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","10/28/2019","01",9696.0
"D","10/28/2019","02",9760.0
"D","10/28/2019","03",9529.0
"D","10/28/2019","04",9294.0
"D","10/28/2019","05",9332.0
"D","10/28/2019","06",9738.0
"D","10/28/2019","07",11713.0
"D","10/28/2019","08",12933.0
"D","10/28/2019","09",12985.0
"D","10/28/2019","10",12732.0
"D","10/28/2019","11",12725.0
"D","10/28/2019","12",12717.0
"D","10/28/2019","13",12655.0
"D","10/28/2019","14",12662.0
"D","10/28/2019","15",12554.0
"D","10/28/2019","16",12614.0
"D","10/28/2019","17",13076.0
"D","10/28/2019","18",13791.0
"D","10/28/2019","19",14489.0
"D","10/28/2019","20",13936.0
"D","10/28/2019","21",13047.0
"D","10/28/2019","22",12205.0
"D","10/28/2019","23",10883.0
"D","10/28/2019","24",10062.0
"D","10/29/2019","01",9668.0
"D","10/29/2019","02",10134.0
"D","10/29/2019","03",10020.0
"D","10/29/2019","04",10029.0
"D","10/29/2019","05",10116.0
"D","10/29/2019","06",10514.0
"D","10/29/2019","07",12007.0
"D","10/29/2019","08",13258.0
"D","10/29/2019","09",13551.0
"D","10/29/2019","10",13154.0
"D","10/29/2019","11",13143.0
"D","10/29/2019","12",13003.0
"D","10/29/2019","13",13075.0
"D","10/29/2019","14",13058.0
"D","10/29/2019","15",13013.0
"D","10/29/2019","16",12975.0
"D","10/29/2019","17",13315.0
"D","10/29/2019","18",14233.0
"D","10/29/2019","19",14643.0
"D","10/29/2019","20",13691.0
"D","10/29/2019","21",13261.0
"D","10/29/2019","22",12305.0
"D","10/29/2019","23",10938.0
"D","10/29/2019","24",9747.0
"D","10/30/2019","01",9599.0
"D","10/30/2019","02",9791.0
"D","10/30/2019","03",9470.0
"D","10/30/2019","04",9367.0
"D","10/30/2019","05",9592.0
"D","10/30/2019","06",9952.0
"D","10/30/2019","07",11743.0
"D","10/30/2019","08",13027.0
"D","10/30/2019","09",13078.0
"D","10/30/2019","10",13031.0
"D","10/30/2019","11",13113.0
"D","10/30/2019","12",13091.0
"D","10/30/2019","13",13034.0
"D","10/30/2019","14",13079.0
"D","10/30/2019","15",13090.0
"D","10/30/2019","16",13087.0
"D","10/30/2019","17",13331.0
"D","10/30/2019","18",14179.0
"D","10/30/2019","19",14587.0
"D","10/30/2019","20",13732.0
"D","10/30/2019","21",13340.0
"D","10/30/2019","22",12392.0
"D","10/30/2019","23",11037.0
"D","10/30/2019","24",9863.0
"D","10/31/2019","01",9435.0
"D","10/31/2019","02",9296.0
"D","10/31/2019","03",9080.0
"D","10/31/2019","04",8896.0
"D","10/31/2019","05",9083.0
"D","10/31/2019","06",9729.0
"D","10/31/2019","07",11645.0
"D","10/31/2019","08",13078.0
"D","10/31/2019","09",13493.0
"D","10/31/2019","10",13466.0
"D","10/31/2019","11",13488.0
"D","10/31/2019","12",13539.0
"D","10/31/2019","13",13498.0
"D","10/31/2019","14",13514.0
"D","10/31/2019","15",13514.0
"D","10/31/2019","16",13597.0
"D","10/31/2019","17",13740.0
"D","10/31/2019","18",14045.0
"D","10/31/2019","19",13892.0
"D","10/31/2019","20",13474.0
"D","10/31/2019","21",13167.0
"D","10/31/2019","22",12251.0
"D","10/31/2019","23",11126.0
"D","10/31/2019","24",9795.0
"D","11/01/2019","01",10062.0
"D","11/01/2019","02",9821.0
"D","11/01/2019","03",9838.0
"D","11/01/2019","04",9674.0
"D","11/01/2019","05",10021.0
"D","11/01/2019","06",10291.0
"D","11/01/2019","07",11712.0
"D","11/01/2019","08",12654.0
"D","11/01/2019","09",12685.0
