"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190615_20190629.csv"
"C","Report for: 06/15/2019 - 06/29/2019"
"C","Report generated: 11/27/2020 19:09:18 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","06/15/2019","01",9189.0
"D","06/15/2019","02",8618.0
"D","06/15/2019","03",8578.0
"D","06/15/2019","04",8586.0
"D","06/15/2019","05",8548.0
"D","06/15/2019","06",8758.0
"D","06/15/2019","07",9137.0
"D","06/15/2019","08",9904.0
"D","06/15/2019","09",10751.0
"D","06/15/2019","10",11030.0
"D","06/15/2019","11",11375.0
"D","06/15/2019","12",11456.0
"D","06/15/2019","13",11569.0
"D","06/15/2019","14",11797.0
"D","06/15/2019","15",12292.0
"D","06/15/2019","16",12651.0
"D","06/15/2019","17",13206.0
"D","06/15/2019","18",13782.0
"D","06/15/2019","19",13788.0
"D","06/15/2019","20",13622.0
"D","06/15/2019","21",13550.0
"D","06/15/2019","22",12966.0
"D","06/15/2019","23",11763.0
"D","06/15/2019","24",10541.0
"D","06/16/2019","01",10285.0
"D","06/16/2019","02",9715.0
"D","06/16/2019","03",9471.0
"D","06/16/2019","04",9228.0
"D","06/16/2019","05",9324.0
"D","06/16/2019","06",9412.0
"D","06/16/2019","07",9582.0
"D","06/16/2019","08",10479.0
"D","06/16/2019","09",11430.0
"D","06/16/2019","10",12379.0
"D","06/16/2019","11",12712.0
"D","06/16/2019","12",12737.0
"D","06/16/2019","13",12916.0
"D","06/16/2019","14",12999.0
"D","06/16/2019","15",13203.0
"D","06/16/2019","16",13189.0
"D","06/16/2019","17",13506.0
"D","06/16/2019","18",14045.0
"D","06/16/2019","19",14165.0
"D","06/16/2019","20",14046.0
"D","06/16/2019","21",14179.0
"D","06/16/2019","22",13575.0
"D","06/16/2019","23",12363.0
"D","06/16/2019","24",11013.0
"D","06/17/2019","01",10233.0
"D","06/17/2019","02",10347.0
"D","06/17/2019","03",10275.0
"D","06/17/2019","04",10111.0
"D","06/17/2019","05",10262.0
"D","06/17/2019","06",10349.0
"D","06/17/2019","07",11550.0
"D","06/17/2019","08",13100.0
"D","06/17/2019","09",13609.0
"D","06/17/2019","10",14018.0
"D","06/17/2019","11",14504.0
"D","06/17/2019","12",14667.0
