"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190531_20190614.csv"
"C","Report for: 05/31/2019 - 06/14/2019"
"C","Report generated: 11/27/2020 19:08:58 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","05/31/2019","01",9264.0
"D","05/31/2019","02",9167.0
"D","05/31/2019","03",9148.0
"D","05/31/2019","04",9259.0
"D","05/31/2019","05",9253.0
"D","05/31/2019","06",9301.0
"D","05/31/2019","07",10707.0
"D","05/31/2019","08",11986.0
"D","05/31/2019","09",12224.0
"D","05/31/2019","10",12187.0
"D","05/31/2019","11",11942.0
"D","05/31/2019","12",11853.0
"D","05/31/2019","13",11932.0
"D","05/31/2019","14",11984.0
"D","05/31/2019","15",12163.0
"D","05/31/2019","16",12244.0
"D","05/31/2019","17",12630.0
"D","05/31/2019","18",12686.0
"D","05/31/2019","19",12917.0
"D","05/31/2019","20",12666.0
"D","05/31/2019","21",12639.0
"D","05/31/2019","22",12432.0
"D","05/31/2019","23",11232.0
"D","05/31/2019","24",9888.0
"D","06/01/2019","01",9274.0
"D","06/01/2019","02",8776.0
"D","06/01/2019","03",8587.0
"D","06/01/2019","04",8678.0
"D","06/01/2019","05",8680.0
"D","06/01/2019","06",8683.0
"D","06/01/2019","07",8715.0
"D","06/01/2019","08",9646.0
"D","06/01/2019","09",10157.0
"D","06/01/2019","10",10718.0
"D","06/01/2019","11",10720.0
"D","06/01/2019","12",10879.0
"D","06/01/2019","13",11198.0
"D","06/01/2019","14",10998.0
"D","06/01/2019","15",11440.0
"D","06/01/2019","16",11767.0
"D","06/01/2019","17",12231.0
"D","06/01/2019","18",12374.0
"D","06/01/2019","19",12606.0
"D","06/01/2019","20",12522.0
"D","06/01/2019","21",12751.0
"D","06/01/2019","22",11945.0
"D","06/01/2019","23",10733.0
"D","06/01/2019","24",9754.0
"D","06/02/2019","01",9701.0
"D","06/02/2019","02",9322.0
"D","06/02/2019","03",9040.0
"D","06/02/2019","04",9287.0
"D","06/02/2019","05",9427.0
"D","06/02/2019","06",9301.0
"D","06/02/2019","07",9591.0
"D","06/02/2019","08",9689.0
"D","06/02/2019","09",10455.0
"D","06/02/2019","10",10789.0
"D","06/02/2019","11",11168.0
"D","06/02/2019","12",11222.0
"D","06/02/2019","13",11177.0
"D","06/02/2019","14",11233.0
"D","06/02/2019","15",11401.0
"D","06/02/2019","16",11677.0
"D","06/02/2019","17",12156.0
"D","06/02/2019","18",12322.0
"D","06/02/2019","19",12580.0
"D","06/02/2019","20",12477.0
"D","06/02/2019","21",12674.0
"D","06/02/2019","22",12097.0
"D","06/02/2019","23",10850.0
"D","06/02/2019","24",9950.0
"D","06/03/2019","01",9788.0
"D","06/03/2019","02",9325.0
"D","06/03/2019","03",9401.0
"D","06/03/2019","04",9062.0
"D","06/03/2019","05",9252.0
"D","06/03/2019","06",9369.0
"D","06/03/2019","07",11060.0
"D","06/03/2019","08",12023.0
"D","06/03/2019","09",11885.0
"D","06/03/2019","10",11710.0
"D","06/03/2019","11",11603.0
"D","06/03/2019","12",11648.0
"D","06/03/2019","13",11711.0
"D","06/03/2019","14",11772.0
"D","06/03/2019","15",11834.0
"D","06/03/2019","16",12014.0
"D","06/03/2019","17",12336.0
"D","06/03/2019","18",12580.0
"D","06/03/2019","19",12864.0
"D","06/03/2019","20",12736.0
"D","06/03/2019","21",12631.0
"D","06/03/2019","22",12248.0
"D","06/03/2019","23",10680.0
"D","06/03/2019","24",9833.0
"D","06/04/2019","01",9583.0
"D","06/04/2019","02",9367.0
"D","06/04/2019","03",9247.0
"D","06/04/2019","04",9227.0
"D","06/04/2019","05",9435.0
"D","06/04/2019","06",9472.0
"D","06/04/2019","07",11076.0
"D","06/04/2019","08",12006.0
"D","06/04/2019","09",11917.0
"D","06/04/2019","10",11793.0
"D","06/04/2019","11",11607.0
"D","06/04/2019","12",11748.0
"D","06/04/2019","13",11752.0
"D","06/04/2019","14",11947.0
"D","06/04/2019","15",12163.0
"D","06/04/2019","16",12324.0
"D","06/04/2019","17",12788.0
"D","06/04/2019","18",13123.0
"D","06/04/2019","19",13367.0
"D","06/04/2019","20",13421.0
"D","06/04/2019","21",13434.0
"D","06/04/2019","22",12872.0
"D","06/04/2019","23",11564.0
"D","06/04/2019","24",10445.0
"D","06/05/2019","01",9795.0
"D","06/05/2019","02",9690.0
"D","06/05/2019","03",9299.0
"D","06/05/2019","04",9228.0
"D","06/05/2019","05",9239.0
"D","06/05/2019","06",9786.0
"D","06/05/2019","07",11038.0
"D","06/05/2019","08",12489.0
"D","06/05/2019","09",12773.0
"D","06/05/2019","10",12658.0
"D","06/05/2019","11",12893.0
"D","06/05/2019","12",12927.0
"D","06/05/2019","13",13285.0
"D","06/05/2019","14",13506.0
"D","06/05/2019","15",13811.0
"D","06/05/2019","16",13706.0
"D","06/05/2019","17",14274.0
"D","06/05/2019","18",14471.0
"D","06/05/2019","19",14608.0
"D","06/05/2019","20",14479.0
"D","06/05/2019","21",14502.0
"D","06/05/2019","22",14127.0
"D","06/05/2019","23",12424.0
"D","06/05/2019","24",11204.0
"D","06/06/2019","01",11047.0
"D","06/06/2019","02",10488.0
"D","06/06/2019","03",10269.0
"D","06/06/2019","04",10370.0
"D","06/06/2019","05",10377.0
"D","06/06/2019","06",10819.0
"D","06/06/2019","07",12652.0
"D","06/06/2019","08",13806.0
"D","06/06/2019","09",14122.0
"D","06/06/2019","10",14168.0
"D","06/06/2019","11",14243.0
"D","06/06/2019","12",14293.0
"D","06/06/2019","13",14153.0
"D","06/06/2019","14",14492.0
"D","06/06/2019","15",14668.0
"D","06/06/2019","16",14636.0
"D","06/06/2019","17",14766.0
"D","06/06/2019","18",15469.0
"D","06/06/2019","19",15694.0
"D","06/06/2019","20",15245.0
"D","06/06/2019","21",15172.0
"D","06/06/2019","22",14170.0
"D","06/06/2019","23",12459.0
"D","06/06/2019","24",11087.0
"D","06/07/2019","01",9800.0
"D","06/07/2019","02",9590.0
"D","06/07/2019","03",9481.0
"D","06/07/2019","04",9523.0
"D","06/07/2019","05",9565.0
"D","06/07/2019","06",10005.0
"D","06/07/2019","07",11033.0
"D","06/07/2019","08",12338.0
"D","06/07/2019","09",12678.0
"D","06/07/2019","10",12467.0
"D","06/07/2019","11",12641.0
"D","06/07/2019","12",12785.0
"D","06/07/2019","13",12945.0
"D","06/07/2019","14",13133.0
"D","06/07/2019","15",13463.0
"D","06/07/2019","16",13675.0
"D","06/07/2019","17",14387.0
"D","06/07/2019","18",14844.0
"D","06/07/2019","19",14713.0
"D","06/07/2019","20",14154.0
"D","06/07/2019","21",14133.0
"D","06/07/2019","22",13299.0
"D","06/07/2019","23",11843.0
"D","06/07/2019","24",10598.0
"D","06/08/2019","01",9624.0
"D","06/08/2019","02",9219.0
"D","06/08/2019","03",8905.0
"D","06/08/2019","04",8843.0
"D","06/08/2019","05",8794.0
"D","06/08/2019","06",9029.0
"D","06/08/2019","07",8826.0
"D","06/08/2019","08",9625.0
"D","06/08/2019","09",10420.0
"D","06/08/2019","10",10840.0
"D","06/08/2019","11",11277.0
"D","06/08/2019","12",11397.0
"D","06/08/2019","13",11488.0
"D","06/08/2019","14",11547.0
"D","06/08/2019","15",12098.0
"D","06/08/2019","16",12216.0
"D","06/08/2019","17",12533.0
"D","06/08/2019","18",12704.0
"D","06/08/2019","19",12861.0
"D","06/08/2019","20",12986.0
"D","06/08/2019","21",13003.0
"D","06/08/2019","22",12391.0
"D","06/08/2019","23",11371.0
"D","06/08/2019","24",10310.0
"D","06/09/2019","01",9912.0
"D","06/09/2019","02",9477.0
"D","06/09/2019","03",9386.0
"D","06/09/2019","04",9494.0
"D","06/09/2019","05",9407.0
"D","06/09/2019","06",9556.0
"D","06/09/2019","07",9600.0
"D","06/09/2019","08",9636.0
"D","06/09/2019","09",9979.0
"D","06/09/2019","10",10289.0
"D","06/09/2019","11",10743.0
"D","06/09/2019","12",11092.0
"D","06/09/2019","13",11197.0
"D","06/09/2019","14",11390.0
"D","06/09/2019","15",11942.0
"D","06/09/2019","16",12610.0
"D","06/09/2019","17",13020.0
"D","06/09/2019","18",13469.0
"D","06/09/2019","19",13349.0
"D","06/09/2019","20",13315.0
"D","06/09/2019","21",13382.0
"D","06/09/2019","22",12831.0
"D","06/09/2019","23",11313.0
"D","06/09/2019","24",10473.0
"D","06/10/2019","01",9673.0
"D","06/10/2019","02",9431.0
"D","06/10/2019","03",9325.0
"D","06/10/2019","04",9185.0
"D","06/10/2019","05",9302.0
"D","06/10/2019","06",9539.0
"D","06/10/2019","07",10733.0
"D","06/10/2019","08",12207.0
"D","06/10/2019","09",12513.0
"D","06/10/2019","10",12822.0
"D","06/10/2019","11",13186.0
"D","06/10/2019","12",13551.0
"D","06/10/2019","13",13618.0
"D","06/10/2019","14",13653.0
"D","06/10/2019","15",13994.0
"D","06/10/2019","16",14075.0
"D","06/10/2019","17",14533.0
"D","06/10/2019","18",14621.0
"D","06/10/2019","19",14534.0
"D","06/10/2019","20",14439.0
"D","06/10/2019","21",14394.0
"D","06/10/2019","22",13682.0
"D","06/10/2019","23",12138.0
"D","06/10/2019","24",10635.0
"D","06/11/2019","01",10243.0
"D","06/11/2019","02",10126.0
"D","06/11/2019","03",10128.0
"D","06/11/2019","04",9964.0
"D","06/11/2019","05",10305.0
"D","06/11/2019","06",10234.0
"D","06/11/2019","07",11706.0
"D","06/11/2019","08",13073.0
"D","06/11/2019","09",13394.0
"D","06/11/2019","10",13383.0
"D","06/11/2019","11",13426.0
"D","06/11/2019","12",13466.0
"D","06/11/2019","13",13370.0
