"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190516_20190530.csv"
"C","Report for: 05/16/2019 - 05/30/2019"
"C","Report generated: 11/27/2020 19:07:38 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","05/16/2019","01",9624.0
"D","05/16/2019","02",9133.0
"D","05/16/2019","03",8858.0
"D","05/16/2019","04",9005.0
"D","05/16/2019","05",9078.0
"D","05/16/2019","06",9762.0
"D","05/16/2019","07",11587.0
"D","05/16/2019","08",12323.0
"D","05/16/2019","09",11842.0
"D","05/16/2019","10",11577.0
"D","05/16/2019","11",11552.0
"D","05/16/2019","12",11209.0
"D","05/16/2019","13",11220.0
"D","05/16/2019","14",11251.0
"D","05/16/2019","15",11330.0
"D","05/16/2019","16",11374.0
"D","05/16/2019","17",11558.0
"D","05/16/2019","18",12297.0
"D","05/16/2019","19",12591.0
"D","05/16/2019","20",12723.0
"D","05/16/2019","21",12882.0
"D","05/16/2019","22",12347.0
"D","05/16/2019","23",11004.0
"D","05/16/2019","24",9757.0
"D","05/17/2019","01",9744.0
"D","05/17/2019","02",9620.0
"D","05/17/2019","03",9540.0
"D","05/17/2019","04",9526.0
"D","05/17/2019","05",9588.0
"D","05/17/2019","06",9802.0
"D","05/17/2019","07",11111.0
"D","05/17/2019","08",12203.0
"D","05/17/2019","09",12722.0
"D","05/17/2019","10",12705.0
"D","05/17/2019","11",12746.0
"D","05/17/2019","12",12560.0
"D","05/17/2019","13",12506.0
"D","05/17/2019","14",12261.0
"D","05/17/2019","15",12220.0
"D","05/17/2019","16",12116.0
"D","05/17/2019","17",12054.0
"D","05/17/2019","18",12594.0
"D","05/17/2019","19",12709.0
"D","05/17/2019","20",12791.0
"D","05/17/2019","21",12792.0
"D","05/17/2019","22",12140.0
"D","05/17/2019","23",11011.0
"D","05/17/2019","24",10139.0
"D","05/18/2019","01",9379.0
"D","05/18/2019","02",9030.0
"D","05/18/2019","03",9095.0
"D","05/18/2019","04",8997.0
"D","05/18/2019","05",8956.0
"D","05/18/2019","06",8671.0
"D","05/18/2019","07",8754.0
"D","05/18/2019","08",9478.0
"D","05/18/2019","09",10312.0
"D","05/18/2019","10",10461.0
"D","05/18/2019","11",10452.0
"D","05/18/2019","12",10275.0
"D","05/18/2019","13",10206.0
"D","05/18/2019","14",10011.0
"D","05/18/2019","15",10312.0
"D","05/18/2019","16",10447.0
"D","05/18/2019","17",10817.0
"D","05/18/2019","18",11513.0
"D","05/18/2019","19",11845.0
"D","05/18/2019","20",11796.0
"D","05/18/2019","21",12328.0
"D","05/18/2019","22",11481.0
"D","05/18/2019","23",10511.0
"D","05/18/2019","24",9680.0
"D","05/19/2019","01",8987.0
"D","05/19/2019","02",9048.0
"D","05/19/2019","03",8849.0
"D","05/19/2019","04",8911.0
"D","05/19/2019","05",8934.0
"D","05/19/2019","06",8833.0
"D","05/19/2019","07",8834.0
"D","05/19/2019","08",9449.0
"D","05/19/2019","09",9971.0
"D","05/19/2019","10",10461.0
"D","05/19/2019","11",10653.0
"D","05/19/2019","12",10784.0
"D","05/19/2019","13",11008.0
"D","05/19/2019","14",11078.0
"D","05/19/2019","15",11286.0
"D","05/19/2019","16",11536.0
"D","05/19/2019","17",11852.0
"D","05/19/2019","18",12265.0
"D","05/19/2019","19",12575.0
"D","05/19/2019","20",12752.0
"D","05/19/2019","21",12850.0
"D","05/19/2019","22",12048.0
"D","05/19/2019","23",10747.0
"D","05/19/2019","24",9888.0
"D","05/20/2019","01",9467.0
"D","05/20/2019","02",9308.0
"D","05/20/2019","03",9372.0
"D","05/20/2019","04",9215.0
"D","05/20/2019","05",9324.0
"D","05/20/2019","06",9862.0
"D","05/20/2019","07",11153.0
"D","05/20/2019","08",12619.0
"D","05/20/2019","09",13134.0
"D","05/20/2019","10",13320.0
"D","05/20/2019","11",13995.0
"D","05/20/2019","12",14344.0
"D","05/20/2019","13",14419.0
"D","05/20/2019","14",14779.0
"D","05/20/2019","15",15070.0
"D","05/20/2019","16",15253.0
