"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190715_20190729.csv"
"C","Report for: 07/15/2019 - 07/29/2019"
"C","Report generated: 11/27/2020 19:09:50 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","07/15/2019","01",12361.0
"D","07/15/2019","02",11871.0
"D","07/15/2019","03",11523.0
"D","07/15/2019","04",11326.0
"D","07/15/2019","05",11361.0
"D","07/15/2019","06",11833.0
"D","07/15/2019","07",12869.0
"D","07/15/2019","08",14176.0
"D","07/15/2019","09",15031.0
"D","07/15/2019","10",15225.0
"D","07/15/2019","11",16160.0
"D","07/15/2019","12",16801.0
"D","07/15/2019","13",17176.0
"D","07/15/2019","14",18021.0
"D","07/15/2019","15",18403.0
"D","07/15/2019","16",18694.0
"D","07/15/2019","17",19050.0
"D","07/15/2019","18",19207.0
"D","07/15/2019","19",19031.0
"D","07/15/2019","20",18322.0
"D","07/15/2019","21",18103.0
"D","07/15/2019","22",17073.0
"D","07/15/2019","23",15206.0
"D","07/15/2019","24",13391.0
"D","07/16/2019","01",12587.0
"D","07/16/2019","02",12521.0
"D","07/16/2019","03",11957.0
"D","07/16/2019","04",11798.0
"D","07/16/2019","05",11838.0
"D","07/16/2019","06",11950.0
"D","07/16/2019","07",13110.0
"D","07/16/2019","08",14327.0
"D","07/16/2019","09",15116.0
"D","07/16/2019","10",15678.0
"D","07/16/2019","11",16675.0
"D","07/16/2019","12",17591.0
"D","07/16/2019","13",18299.0
"D","07/16/2019","14",19094.0
"D","07/16/2019","15",19686.0
"D","07/16/2019","16",20306.0
"D","07/16/2019","17",20721.0
"D","07/16/2019","18",20858.0
"D","07/16/2019","19",20407.0
"D","07/16/2019","20",19578.0
"D","07/16/2019","21",19095.0
"D","07/16/2019","22",17978.0
"D","07/16/2019","23",15972.0
"D","07/16/2019","24",14576.0
"D","07/17/2019","01",14267.0
"D","07/17/2019","02",13952.0
"D","07/17/2019","03",13732.0
"D","07/17/2019","04",13451.0
"D","07/17/2019","05",13570.0
"D","07/17/2019","06",14382.0
"D","07/17/2019","07",15052.0
"D","07/17/2019","08",16678.0
"D","07/17/2019","09",17381.0
"D","07/17/2019","10",17957.0
"D","07/17/2019","11",18638.0
"D","07/17/2019","12",19640.0
"D","07/17/2019","13",20199.0
"D","07/17/2019","14",20618.0
"D","07/17/2019","15",21423.0
"D","07/17/2019","16",21627.0
"D","07/17/2019","17",21844.0
"D","07/17/2019","18",21959.0
