"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190302_20190316.csv"
"C","Report for: 03/02/2019 - 03/16/2019"
"C","Report generated: 11/27/2020 19:06:16 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","03/02/2019","01",12130.0
"D","03/02/2019","02",11987.0
"D","03/02/2019","03",11893.0
"D","03/02/2019","04",11775.0
"D","03/02/2019","05",11696.0
"D","03/02/2019","06",11697.0
"D","03/02/2019","07",12109.0
"D","03/02/2019","08",12870.0
"D","03/02/2019","09",13474.0
"D","03/02/2019","10",14000.0
"D","03/02/2019","11",14100.0
"D","03/02/2019","12",14108.0
"D","03/02/2019","13",13909.0
"D","03/02/2019","14",13648.0
"D","03/02/2019","15",13572.0
"D","03/02/2019","16",13565.0
"D","03/02/2019","17",13828.0
"D","03/02/2019","18",14566.0
"D","03/02/2019","19",15182.0
"D","03/02/2019","20",14406.0
"D","03/02/2019","21",14043.0
"D","03/02/2019","22",13127.0
"D","03/02/2019","23",12397.0
"D","03/02/2019","24",11880.0
"D","03/03/2019","01",11541.0
"D","03/03/2019","02",11589.0
"D","03/03/2019","03",11556.0
"D","03/03/2019","04",11510.0
"D","03/03/2019","05",11386.0
"D","03/03/2019","06",11354.0
"D","03/03/2019","07",11615.0
"D","03/03/2019","08",12015.0
"D","03/03/2019","09",12498.0
"D","03/03/2019","10",12764.0
"D","03/03/2019","11",12890.0
"D","03/03/2019","12",12845.0
"D","03/03/2019","13",12701.0
"D","03/03/2019","14",12613.0
"D","03/03/2019","15",12641.0
"D","03/03/2019","16",12920.0
"D","03/03/2019","17",13488.0
"D","03/03/2019","18",14302.0
"D","03/03/2019","19",14803.0
"D","03/03/2019","20",14072.0
"D","03/03/2019","21",13643.0
"D","03/03/2019","22",12771.0
"D","03/03/2019","23",12128.0
"D","03/03/2019","24",11311.0
"D","03/04/2019","01",11387.0
"D","03/04/2019","02",11371.0
"D","03/04/2019","03",11415.0
"D","03/04/2019","04",11591.0
"D","03/04/2019","05",11684.0
"D","03/04/2019","06",12266.0
"D","03/04/2019","07",14027.0
"D","03/04/2019","08",14998.0
"D","03/04/2019","09",15261.0
"D","03/04/2019","10",15134.0
"D","03/04/2019","11",14851.0
"D","03/04/2019","12",14490.0
"D","03/04/2019","13",14044.0
"D","03/04/2019","14",13962.0
"D","03/04/2019","15",14086.0
"D","03/04/2019","16",14143.0
"D","03/04/2019","17",14496.0
"D","03/04/2019","18",15473.0
"D","03/04/2019","19",16034.0
"D","03/04/2019","20",16088.0
"D","03/04/2019","21",15629.0
"D","03/04/2019","22",14647.0
"D","03/04/2019","23",13455.0
"D","03/04/2019","24",12422.0
"D","03/05/2019","01",12285.0
"D","03/05/2019","02",12426.0
"D","03/05/2019","03",12414.0
"D","03/05/2019","04",12448.0
"D","03/05/2019","05",12312.0
"D","03/05/2019","06",13158.0
"D","03/05/2019","07",14713.0
"D","03/05/2019","08",15603.0
"D","03/05/2019","09",15106.0
"D","03/05/2019","10",14513.0
