"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190730_20190813.csv"
"C","Report for: 07/30/2019 - 08/13/2019"
"C","Report generated: 11/27/2020 19:10:07 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","07/30/2019","01",15765.0
"D","07/30/2019","02",15351.0
"D","07/30/2019","03",15135.0
"D","07/30/2019","04",14755.0
"D","07/30/2019","05",14813.0
"D","07/30/2019","06",15168.0
"D","07/30/2019","07",15720.0
"D","07/30/2019","08",17113.0
"D","07/30/2019","09",17745.0
"D","07/30/2019","10",18572.0
"D","07/30/2019","11",19998.0
"D","07/30/2019","12",20959.0
"D","07/30/2019","13",21638.0
"D","07/30/2019","14",22449.0
"D","07/30/2019","15",23164.0
"D","07/30/2019","16",23707.0
"D","07/30/2019","17",23668.0
"D","07/30/2019","18",23748.0
"D","07/30/2019","19",23481.0
"D","07/30/2019","20",22062.0
"D","07/30/2019","21",21704.0
"D","07/30/2019","22",20359.0
"D","07/30/2019","23",18365.0
"D","07/30/2019","24",16561.0
"D","07/31/2019","01",15869.0
"D","07/31/2019","02",15984.0
"D","07/31/2019","03",15511.0
"D","07/31/2019","04",15033.0
"D","07/31/2019","05",15244.0
"D","07/31/2019","06",15635.0
"D","07/31/2019","07",16101.0
"D","07/31/2019","08",17204.0
"D","07/31/2019","09",17710.0
"D","07/31/2019","10",18341.0
"D","07/31/2019","11",19262.0
"D","07/31/2019","12",20212.0
"D","07/31/2019","13",20881.0
"D","07/31/2019","14",21348.0
"D","07/31/2019","15",21525.0
"D","07/31/2019","16",21902.0
"D","07/31/2019","17",21921.0
"D","07/31/2019","18",21780.0
"D","07/31/2019","19",21011.0
"D","07/31/2019","20",20160.0
"D","07/31/2019","21",19900.0
"D","07/31/2019","22",18840.0
"D","07/31/2019","23",16884.0
"D","07/31/2019","24",15358.0
"D","08/01/2019","01",14795.0
"D","08/01/2019","02",14728.0
"D","08/01/2019","03",14303.0
"D","08/01/2019","04",13983.0
"D","08/01/2019","05",14097.0
"D","08/01/2019","06",14548.0
"D","08/01/2019","07",15009.0
"D","08/01/2019","08",16196.0
"D","08/01/2019","09",16796.0
"D","08/01/2019","10",17163.0
"D","08/01/2019","11",17931.0
"D","08/01/2019","12",18305.0
"D","08/01/2019","13",18716.0
"D","08/01/2019","14",19404.0
"D","08/01/2019","15",19986.0
"D","08/01/2019","16",20478.0
"D","08/01/2019","17",20674.0
"D","08/01/2019","18",20848.0
"D","08/01/2019","19",20381.0
"D","08/01/2019","20",19622.0
"D","08/01/2019","21",19154.0
"D","08/01/2019","22",17856.0
"D","08/01/2019","23",16253.0
"D","08/01/2019","24",14468.0
"D","08/02/2019","01",12452.0
"D","08/02/2019","02",12154.0
"D","08/02/2019","03",11743.0
"D","08/02/2019","04",11748.0
"D","08/02/2019","05",11752.0
"D","08/02/2019","06",11916.0
"D","08/02/2019","07",12669.0
"D","08/02/2019","08",13615.0
"D","08/02/2019","09",14392.0
"D","08/02/2019","10",15011.0
"D","08/02/2019","11",15747.0
"D","08/02/2019","12",16289.0
"D","08/02/2019","13",16842.0
"D","08/02/2019","14",17384.0
"D","08/02/2019","15",17906.0
"D","08/02/2019","16",18294.0
"D","08/02/2019","17",18957.0
"D","08/02/2019","18",19075.0
"D","08/02/2019","19",18526.0
"D","08/02/2019","20",17714.0
"D","08/02/2019","21",17459.0
"D","08/02/2019","22",16348.0
"D","08/02/2019","23",15118.0
"D","08/02/2019","24",13591.0
"D","08/03/2019","01",12536.0
"D","08/03/2019","02",12160.0
"D","08/03/2019","03",11818.0
"D","08/03/2019","04",11729.0
"D","08/03/2019","05",11604.0
"D","08/03/2019","06",11544.0
"D","08/03/2019","07",11582.0
"D","08/03/2019","08",12622.0
"D","08/03/2019","09",13601.0
"D","08/03/2019","10",14423.0
"D","08/03/2019","11",15301.0
"D","08/03/2019","12",16037.0
"D","08/03/2019","13",16476.0
"D","08/03/2019","14",16824.0
"D","08/03/2019","15",17261.0
"D","08/03/2019","16",18122.0
"D","08/03/2019","17",18637.0
"D","08/03/2019","18",18830.0
"D","08/03/2019","19",18420.0
"D","08/03/2019","20",17820.0
"D","08/03/2019","21",17460.0
"D","08/03/2019","22",16393.0
"D","08/03/2019","23",14980.0
"D","08/03/2019","24",13657.0
"D","08/04/2019","01",13482.0
"D","08/04/2019","02",13146.0
"D","08/04/2019","03",12475.0
"D","08/04/2019","04",12413.0
"D","08/04/2019","05",12198.0
"D","08/04/2019","06",12031.0
"D","08/04/2019","07",12184.0
"D","08/04/2019","08",12688.0
"D","08/04/2019","09",13556.0
"D","08/04/2019","10",13901.0
"D","08/04/2019","11",14485.0
"D","08/04/2019","12",14857.0
"D","08/04/2019","13",15530.0
"D","08/04/2019","14",15741.0
"D","08/04/2019","15",16111.0
"D","08/04/2019","16",16387.0
"D","08/04/2019","17",17041.0
"D","08/04/2019","18",17588.0
"D","08/04/2019","19",17445.0
"D","08/04/2019","20",16839.0
"D","08/04/2019","21",16726.0
"D","08/04/2019","22",15532.0
"D","08/04/2019","23",14027.0
"D","08/04/2019","24",13201.0
"D","08/05/2019","01",12009.0
"D","08/05/2019","02",12171.0
"D","08/05/2019","03",12139.0
"D","08/05/2019","04",12019.0
"D","08/05/2019","05",12145.0
"D","08/05/2019","06",12117.0
"D","08/05/2019","07",12706.0
"D","08/05/2019","08",13750.0
"D","08/05/2019","09",14444.0
"D","08/05/2019","10",14681.0
"D","08/05/2019","11",15055.0
"D","08/05/2019","12",15633.0
"D","08/05/2019","13",15906.0
"D","08/05/2019","14",16296.0
"D","08/05/2019","15",16877.0
"D","08/05/2019","16",17400.0
"D","08/05/2019","17",18231.0
"D","08/05/2019","18",18640.0
"D","08/05/2019","19",18483.0
"D","08/05/2019","20",17854.0
"D","08/05/2019","21",17255.0
"D","08/05/2019","22",16182.0
"D","08/05/2019","23",14779.0
"D","08/05/2019","24",13345.0
"D","08/06/2019","01",12562.0
"D","08/06/2019","02",12805.0
"D","08/06/2019","03",12681.0
"D","08/06/2019","04",12573.0
"D","08/06/2019","05",12760.0
"D","08/06/2019","06",13084.0
"D","08/06/2019","07",13443.0
"D","08/06/2019","08",14549.0
"D","08/06/2019","09",15297.0
"D","08/06/2019","10",15820.0
"D","08/06/2019","11",16513.0
"D","08/06/2019","12",16932.0
"D","08/06/2019","13",17342.0
"D","08/06/2019","14",17964.0
"D","08/06/2019","15",18424.0
"D","08/06/2019","16",19634.0
"D","08/06/2019","17",19623.0
"D","08/06/2019","18",20152.0
"D","08/06/2019","19",19950.0
"D","08/06/2019","20",19053.0
"D","08/06/2019","21",18628.0
"D","08/06/2019","22",17520.0
"D","08/06/2019","23",15783.0
"D","08/06/2019","24",14377.0
"D","08/07/2019","01",13646.0
"D","08/07/2019","02",13483.0
"D","08/07/2019","03",13230.0
"D","08/07/2019","04",13260.0
"D","08/07/2019","05",13348.0
"D","08/07/2019","06",13450.0
"D","08/07/2019","07",14309.0
"D","08/07/2019","08",15543.0
"D","08/07/2019","09",16247.0
"D","08/07/2019","10",16853.0
"D","08/07/2019","11",17562.0
"D","08/07/2019","12",18227.0
"D","08/07/2019","13",18765.0
"D","08/07/2019","14",19253.0
"D","08/07/2019","15",19941.0
"D","08/07/2019","16",20256.0
"D","08/07/2019","17",20569.0
"D","08/07/2019","18",20735.0
"D","08/07/2019","19",20109.0
"D","08/07/2019","20",19297.0
"D","08/07/2019","21",18983.0
"D","08/07/2019","22",17774.0
"D","08/07/2019","23",16407.0
"D","08/07/2019","24",14902.0
"D","08/08/2019","01",13143.0
"D","08/08/2019","02",12934.0
"D","08/08/2019","03",12911.0
"D","08/08/2019","04",13082.0
"D","08/08/2019","05",13049.0
"D","08/08/2019","06",13291.0
"D","08/08/2019","07",13721.0
"D","08/08/2019","08",15086.0
"D","08/08/2019","09",15767.0
"D","08/08/2019","10",16222.0
"D","08/08/2019","11",16724.0
"D","08/08/2019","12",17415.0
"D","08/08/2019","13",17849.0
"D","08/08/2019","14",18459.0
"D","08/08/2019","15",18941.0
"D","08/08/2019","16",19630.0
"D","08/08/2019","17",19988.0
"D","08/08/2019","18",20098.0
"D","08/08/2019","19",19694.0
"D","08/08/2019","20",18871.0
"D","08/08/2019","21",18578.0
"D","08/08/2019","22",17473.0
"D","08/08/2019","23",15678.0
"D","08/08/2019","24",14069.0
"D","08/09/2019","01",13337.0
"D","08/09/2019","02",13216.0
"D","08/09/2019","03",13168.0
"D","08/09/2019","04",12905.0
"D","08/09/2019","05",12906.0
"D","08/09/2019","06",13481.0
"D","08/09/2019","07",13870.0
"D","08/09/2019","08",14604.0
"D","08/09/2019","09",15161.0
"D","08/09/2019","10",15455.0
"D","08/09/2019","11",15882.0
"D","08/09/2019","12",16466.0
"D","08/09/2019","13",16906.0
"D","08/09/2019","14",17433.0
"D","08/09/2019","15",17919.0
"D","08/09/2019","16",18124.0
"D","08/09/2019","17",18496.0
"D","08/09/2019","18",18655.0
"D","08/09/2019","19",18152.0
"D","08/09/2019","20",17402.0
"D","08/09/2019","21",16753.0
"D","08/09/2019","22",15909.0
"D","08/09/2019","23",14450.0
"D","08/09/2019","24",12894.0
"D","08/10/2019","01",11917.0
"D","08/10/2019","02",11386.0
"D","08/10/2019","03",11167.0
"D","08/10/2019","04",10860.0
"D","08/10/2019","05",10787.0
"D","08/10/2019","06",10734.0
"D","08/10/2019","07",11015.0
"D","08/10/2019","08",11329.0
"D","08/10/2019","09",12341.0
"D","08/10/2019","10",12929.0
"D","08/10/2019","11",13210.0
"D","08/10/2019","12",13446.0
"D","08/10/2019","13",13633.0
"D","08/10/2019","14",13832.0
"D","08/10/2019","15",14146.0
"D","08/10/2019","16",14402.0
"D","08/10/2019","17",14578.0
"D","08/10/2019","18",14922.0
"D","08/10/2019","19",14726.0
"D","08/10/2019","20",14412.0
"D","08/10/2019","21",14308.0
"D","08/10/2019","22",13604.0
"D","08/10/2019","23",12597.0
"D","08/10/2019","24",11376.0
"D","08/11/2019","01",10216.0
"D","08/11/2019","02",9627.0
"D","08/11/2019","03",9815.0
"D","08/11/2019","04",9953.0
"D","08/11/2019","05",10042.0
"D","08/11/2019","06",10016.0
"D","08/11/2019","07",10073.0
"D","08/11/2019","08",10497.0
"D","08/11/2019","09",10926.0
"D","08/11/2019","10",11633.0
"D","08/11/2019","11",12185.0
"D","08/11/2019","12",12666.0
"D","08/11/2019","13",13064.0
"D","08/11/2019","14",13389.0
"D","08/11/2019","15",13979.0
"D","08/11/2019","16",14585.0
"D","08/11/2019","17",15114.0
"D","08/11/2019","18",15617.0
"D","08/11/2019","19",15524.0
"D","08/11/2019","20",15281.0
"D","08/11/2019","21",15085.0
"D","08/11/2019","22",14345.0
"D","08/11/2019","23",13143.0
"D","08/11/2019","24",11755.0
"D","08/12/2019","01",10716.0
"D","08/12/2019","02",10456.0
"D","08/12/2019","03",10416.0
"D","08/12/2019","04",10264.0
"D","08/12/2019","05",10387.0
"D","08/12/2019","06",10607.0
"D","08/12/2019","07",11735.0
"D","08/12/2019","08",12973.0
"D","08/12/2019","09",13584.0
"D","08/12/2019","10",14195.0
"D","08/12/2019","11",14936.0
"D","08/12/2019","12",15737.0
"D","08/12/2019","13",16210.0
"D","08/12/2019","14",17010.0
"D","08/12/2019","15",17595.0
"D","08/12/2019","16",18412.0
"D","08/12/2019","17",19014.0
"D","08/12/2019","18",19247.0
"D","08/12/2019","19",18973.0
"D","08/12/2019","20",18398.0
"D","08/12/2019","21",17908.0
"D","08/12/2019","22",16961.0
"D","08/12/2019","23",15096.0
"D","08/12/2019","24",13469.0
"D","08/13/2019","01",12749.0
"D","08/13/2019","02",12499.0
"D","08/13/2019","03",12451.0
"D","08/13/2019","04",12264.0
"D","08/13/2019","05",12418.0
"D","08/13/2019","06",12754.0
"D","08/13/2019","07",13442.0
"D","08/13/2019","08",14920.0
"D","08/13/2019","09",15585.0
"D","08/13/2019","10",16007.0
"D","08/13/2019","11",16542.0
"D","08/13/2019","12",16828.0
"D","08/13/2019","13",17169.0
"D","08/13/2019","14",17413.0
"D","08/13/2019","15",17471.0
"D","08/13/2019","16",17322.0
"D","08/13/2019","17",17180.0
"D","08/13/2019","18",17160.0
"D","08/13/2019","19",16916.0
"D","08/13/2019","20",16603.0
"D","08/13/2019","21",16394.0
"D","08/13/2019","22",15430.0
"D","08/13/2019","23",14078.0
"D","08/13/2019","24",12443.0
"T","360 lines"
