"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190501_20190515.csv"
"C","Report for: 05/01/2019 - 05/15/2019"
"C","Report generated: 11/27/2020 19:07:23 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","05/01/2019","01",9456.0
"D","05/01/2019","02",9124.0
"D","05/01/2019","03",8929.0
"D","05/01/2019","04",9012.0
"D","05/01/2019","05",9134.0
"D","05/01/2019","06",10049.0
"D","05/01/2019","07",11727.0
"D","05/01/2019","08",12849.0
"D","05/01/2019","09",12735.0
"D","05/01/2019","10",12743.0
"D","05/01/2019","11",12684.0
"D","05/01/2019","12",12535.0
"D","05/01/2019","13",12402.0
"D","05/01/2019","14",12311.0
"D","05/01/2019","15",12272.0
"D","05/01/2019","16",12367.0
"D","05/01/2019","17",12504.0
"D","05/01/2019","18",13152.0
"D","05/01/2019","19",13361.0
"D","05/01/2019","20",13410.0
"D","05/01/2019","21",13250.0
"D","05/01/2019","22",12224.0
"D","05/01/2019","23",11019.0
"D","05/01/2019","24",9903.0
"D","05/02/2019","01",9584.0
"D","05/02/2019","02",9331.0
"D","05/02/2019","03",9087.0
"D","05/02/2019","04",8984.0
"D","05/02/2019","05",9272.0
"D","05/02/2019","06",9987.0
"D","05/02/2019","07",11769.0
"D","05/02/2019","08",12917.0
"D","05/02/2019","09",13073.0
"D","05/02/2019","10",13284.0
"D","05/02/2019","11",13324.0
"D","05/02/2019","12",13273.0
"D","05/02/2019","13",12997.0
"D","05/02/2019","14",12902.0
"D","05/02/2019","15",12866.0
"D","05/02/2019","16",12799.0
"D","05/02/2019","17",13173.0
"D","05/02/2019","18",13513.0
"D","05/02/2019","19",13861.0
"D","05/02/2019","20",13839.0
"D","05/02/2019","21",13706.0
"D","05/02/2019","22",12713.0
"D","05/02/2019","23",11495.0
"D","05/02/2019","24",10507.0
"D","05/03/2019","01",9892.0
"D","05/03/2019","02",10048.0
"D","05/03/2019","03",9762.0
"D","05/03/2019","04",9701.0
"D","05/03/2019","05",9940.0
"D","05/03/2019","06",10286.0
"D","05/03/2019","07",11737.0
"D","05/03/2019","08",12879.0
"D","05/03/2019","09",13157.0
"D","05/03/2019","10",13153.0
"D","05/03/2019","11",13201.0
"D","05/03/2019","12",13001.0
"D","05/03/2019","13",12823.0
"D","05/03/2019","14",12812.0
"D","05/03/2019","15",12609.0
"D","05/03/2019","16",12590.0
"D","05/03/2019","17",12569.0
"D","05/03/2019","18",12679.0
"D","05/03/2019","19",13165.0
"D","05/03/2019","20",13165.0
"D","05/03/2019","21",12880.0
"D","05/03/2019","22",11918.0
"D","05/03/2019","23",10596.0
"D","05/03/2019","24",9645.0
"D","05/04/2019","01",9848.0
"D","05/04/2019","02",9539.0
"D","05/04/2019","03",9497.0
"D","05/04/2019","04",9421.0
"D","05/04/2019","05",9193.0
"D","05/04/2019","06",9022.0
"D","05/04/2019","07",9518.0
"D","05/04/2019","08",10325.0
"D","05/04/2019","09",11268.0
"D","05/04/2019","10",11632.0
"D","05/04/2019","11",11748.0
"D","05/04/2019","12",11577.0
"D","05/04/2019","13",11207.0
"D","05/04/2019","14",10974.0
"D","05/04/2019","15",10961.0
"D","05/04/2019","16",10899.0
"D","05/04/2019","17",11054.0
"D","05/04/2019","18",11651.0
"D","05/04/2019","19",11964.0
"D","05/04/2019","20",12061.0
"D","05/04/2019","21",12244.0
"D","05/04/2019","22",11529.0
"D","05/04/2019","23",10733.0
"D","05/04/2019","24",9987.0
"D","05/05/2019","01",9479.0
"D","05/05/2019","02",9094.0
"D","05/05/2019","03",9015.0
"D","05/05/2019","04",9125.0
"D","05/05/2019","05",9038.0
"D","05/05/2019","06",9305.0
"D","05/05/2019","07",9558.0
"D","05/05/2019","08",10119.0
"D","05/05/2019","09",10703.0
"D","05/05/2019","10",11294.0
"D","05/05/2019","11",11471.0
"D","05/05/2019","12",11443.0
"D","05/05/2019","13",11155.0
"D","05/05/2019","14",11125.0
"D","05/05/2019","15",11054.0
"D","05/05/2019","16",11013.0
"D","05/05/2019","17",11239.0
"D","05/05/2019","18",11848.0
"D","05/05/2019","19",12143.0
"D","05/05/2019","20",12368.0
"D","05/05/2019","21",12547.0
"D","05/05/2019","22",11531.0
"D","05/05/2019","23",10505.0
"D","05/05/2019","24",9780.0
"D","05/06/2019","01",9483.0
"D","05/06/2019","02",9132.0
"D","05/06/2019","03",9083.0
"D","05/06/2019","04",9109.0
"D","05/06/2019","05",9273.0
"D","05/06/2019","06",9850.0
"D","05/06/2019","07",11644.0
"D","05/06/2019","08",12551.0
"D","05/06/2019","09",12303.0
"D","05/06/2019","10",12099.0
"D","05/06/2019","11",12002.0
"D","05/06/2019","12",11635.0
"D","05/06/2019","13",11639.0
"D","05/06/2019","14",11528.0
"D","05/06/2019","15",11509.0
"D","05/06/2019","16",11469.0
"D","05/06/2019","17",11899.0
"D","05/06/2019","18",12427.0
"D","05/06/2019","19",12760.0
"D","05/06/2019","20",12711.0
"D","05/06/2019","21",12977.0
"D","05/06/2019","22",12103.0
"D","05/06/2019","23",10624.0
"D","05/06/2019","24",9542.0
"D","05/07/2019","01",9636.0
"D","05/07/2019","02",9476.0
"D","05/07/2019","03",9225.0
"D","05/07/2019","04",9283.0
"D","05/07/2019","05",9348.0
"D","05/07/2019","06",9540.0
"D","05/07/2019","07",11284.0
"D","05/07/2019","08",12324.0
"D","05/07/2019","09",12106.0
"D","05/07/2019","10",11918.0
