"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190630_20190714.csv"
"C","Report for: 06/30/2019 - 07/14/2019"
"C","Report generated: 11/27/2020 19:09:34 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","06/30/2019","01",12172.0
"D","06/30/2019","02",12015.0
"D","06/30/2019","03",11382.0
"D","06/30/2019","04",11158.0
"D","06/30/2019","05",10987.0
"D","06/30/2019","06",10627.0
"D","06/30/2019","07",10606.0
"D","06/30/2019","08",11144.0
"D","06/30/2019","09",12168.0
"D","06/30/2019","10",12780.0
"D","06/30/2019","11",13112.0
"D","06/30/2019","12",13461.0
"D","06/30/2019","13",13525.0
"D","06/30/2019","14",13284.0
"D","06/30/2019","15",13371.0
"D","06/30/2019","16",13569.0
"D","06/30/2019","17",13754.0
"D","06/30/2019","18",13989.0
"D","06/30/2019","19",13987.0
"D","06/30/2019","20",13756.0
"D","06/30/2019","21",13551.0
"D","06/30/2019","22",13093.0
"D","06/30/2019","23",11957.0
"D","06/30/2019","24",10908.0
"D","07/01/2019","01",10826.0
"D","07/01/2019","02",10790.0
"D","07/01/2019","03",10592.0
"D","07/01/2019","04",10567.0
"D","07/01/2019","05",10762.0
"D","07/01/2019","06",10753.0
"D","07/01/2019","07",11743.0
"D","07/01/2019","08",13032.0
"D","07/01/2019","09",13730.0
"D","07/01/2019","10",14088.0
"D","07/01/2019","11",14677.0
"D","07/01/2019","12",15383.0
"D","07/01/2019","13",15660.0
"D","07/01/2019","14",16172.0
"D","07/01/2019","15",16797.0
"D","07/01/2019","16",17213.0
"D","07/01/2019","17",17713.0
"D","07/01/2019","18",17880.0
"D","07/01/2019","19",17894.0
"D","07/01/2019","20",17391.0
"D","07/01/2019","21",16846.0
"D","07/01/2019","22",16068.0
"D","07/01/2019","23",14442.0
"D","07/01/2019","24",12641.0
"D","07/02/2019","01",11674.0
"D","07/02/2019","02",11472.0
"D","07/02/2019","03",11165.0
"D","07/02/2019","04",10866.0
"D","07/02/2019","05",11031.0
"D","07/02/2019","06",11465.0
"D","07/02/2019","07",12423.0
"D","07/02/2019","08",13878.0
"D","07/02/2019","09",14718.0
"D","07/02/2019","10",15174.0
"D","07/02/2019","11",15927.0
"D","07/02/2019","12",16696.0
"D","07/02/2019","13",17358.0
"D","07/02/2019","14",17989.0
"D","07/02/2019","15",18671.0
"D","07/02/2019","16",19119.0
"D","07/02/2019","17",19598.0
"D","07/02/2019","18",19705.0
"D","07/02/2019","19",19839.0
"D","07/02/2019","20",19193.0
"D","07/02/2019","21",18657.0
