"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20191111_20191125.csv"
"C","Report for: 11/11/2019 - 11/25/2019"
"C","Report generated: 11/27/2020 19:13:09 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","11/11/2019","01",10108.0
"D","11/11/2019","02",9917.0
"D","11/11/2019","03",10117.0
"D","11/11/2019","04",9985.0
"D","11/11/2019","05",10300.0
"D","11/11/2019","06",10599.0
"D","11/11/2019","07",12084.0
"D","11/11/2019","08",13025.0
"D","11/11/2019","09",12967.0
"D","11/11/2019","10",12892.0
"D","11/11/2019","11",12963.0
"D","11/11/2019","12",13125.0
"D","11/11/2019","13",13215.0
"D","11/11/2019","14",13390.0
"D","11/11/2019","15",13460.0
"D","11/11/2019","16",13919.0
"D","11/11/2019","17",14685.0
"D","11/11/2019","18",15600.0
"D","11/11/2019","19",15477.0
"D","11/11/2019","20",14603.0
"D","11/11/2019","21",13972.0
"D","11/11/2019","22",12915.0
"D","11/11/2019","23",11393.0
"D","11/11/2019","24",10055.0
"D","11/12/2019","01",10238.0
"D","11/12/2019","02",10140.0
"D","11/12/2019","03",10228.0
"D","11/12/2019","04",10009.0
"D","11/12/2019","05",10248.0
"D","11/12/2019","06",10595.0
"D","11/12/2019","07",12500.0
"D","11/12/2019","08",13585.0
"D","11/12/2019","09",13710.0
"D","11/12/2019","10",13774.0
"D","11/12/2019","11",13900.0
"D","11/12/2019","12",14095.0
"D","11/12/2019","13",14114.0
"D","11/12/2019","14",14103.0
"D","11/12/2019","15",14188.0
"D","11/12/2019","16",14363.0
"D","11/12/2019","17",15278.0
"D","11/12/2019","18",16096.0
"D","11/12/2019","19",15814.0
"D","11/12/2019","20",15536.0
"D","11/12/2019","21",14951.0
"D","11/12/2019","22",13999.0
"D","11/12/2019","23",12616.0
"D","11/12/2019","24",11396.0
"D","11/13/2019","01",10868.0
"D","11/13/2019","02",11142.0
"D","11/13/2019","03",11209.0
"D","11/13/2019","04",11402.0
"D","11/13/2019","05",11354.0
"D","11/13/2019","06",12072.0
"D","11/13/2019","07",14413.0
"D","11/13/2019","08",15423.0
"D","11/13/2019","09",14870.0
"D","11/13/2019","10",13694.0
"D","11/13/2019","11",13067.0
"D","11/13/2019","12",12742.0
"D","11/13/2019","13",12567.0
"D","11/13/2019","14",12696.0
"D","11/13/2019","15",12945.0
"D","11/13/2019","16",13410.0
"D","11/13/2019","17",15296.0
"D","11/13/2019","18",16480.0
"D","11/13/2019","19",16238.0
"D","11/13/2019","20",15745.0
"D","11/13/2019","21",15222.0
"D","11/13/2019","22",14110.0
"D","11/13/2019","23",12989.0
"D","11/13/2019","24",11945.0
"D","11/14/2019","01",11990.0
"D","11/14/2019","02",11775.0
"D","11/14/2019","03",11555.0
"D","11/14/2019","04",11652.0
"D","11/14/2019","05",11940.0
"D","11/14/2019","06",12939.0
"D","11/14/2019","07",15305.0
"D","11/14/2019","08",15779.0
"D","11/14/2019","09",15483.0
"D","11/14/2019","10",15147.0
"D","11/14/2019","11",14654.0
"D","11/14/2019","12",14683.0
"D","11/14/2019","13",14509.0
"D","11/14/2019","14",14526.0
"D","11/14/2019","15",14560.0
"D","11/14/2019","16",14782.0
"D","11/14/2019","17",15533.0
"D","11/14/2019","18",16315.0
"D","11/14/2019","19",15814.0
"D","11/14/2019","20",15174.0
"D","11/14/2019","21",14447.0
"D","11/14/2019","22",13553.0
"D","11/14/2019","23",12103.0
"D","11/14/2019","24",11232.0
"D","11/15/2019","01",11743.0
"D","11/15/2019","02",11781.0
"D","11/15/2019","03",11632.0
"D","11/15/2019","04",11684.0
"D","11/15/2019","05",11679.0
"D","11/15/2019","06",12386.0
"D","11/15/2019","07",14116.0
"D","11/15/2019","08",14803.0
"D","11/15/2019","09",14232.0
"D","11/15/2019","10",13535.0
"D","11/15/2019","11",13188.0
"D","11/15/2019","12",13035.0
"D","11/15/2019","13",12712.0
"D","11/15/2019","14",12780.0
"D","11/15/2019","15",12985.0
"D","11/15/2019","16",13141.0
"D","11/15/2019","17",14504.0
"D","11/15/2019","18",15241.0
"D","11/15/2019","19",15011.0
"D","11/15/2019","20",14361.0
"D","11/15/2019","21",13740.0
"D","11/15/2019","22",12936.0
"D","11/15/2019","23",12045.0
"D","11/15/2019","24",11217.0
"D","11/16/2019","01",11128.0
"D","11/16/2019","02",10823.0
"D","11/16/2019","03",10681.0
"D","11/16/2019","04",10705.0
"D","11/16/2019","05",10986.0
"D","11/16/2019","06",11290.0
"D","11/16/2019","07",12320.0
"D","11/16/2019","08",13184.0
"D","11/16/2019","09",13541.0
"D","11/16/2019","10",13118.0
"D","11/16/2019","11",12463.0
"D","11/16/2019","12",12068.0
"D","11/16/2019","13",12074.0
"D","11/16/2019","14",11879.0
"D","11/16/2019","15",12388.0
"D","11/16/2019","16",13225.0
"D","11/16/2019","17",14784.0
"D","11/16/2019","18",15753.0
"D","11/16/2019","19",15494.0
"D","11/16/2019","20",15239.0
"D","11/16/2019","21",14488.0
"D","11/16/2019","22",13792.0
