"12/11/2019 00:00","NYISO_LBMP_REFERENCE",24008,12.65,0.00,0.00
"12/11/2019 01:00","NYISO_LBMP_REFERENCE",24008,12.63,0.00,0.00
"12/11/2019 02:00","NYISO_LBMP_REFERENCE",24008,12.63,0.00,0.00
"12/11/2019 03:00","NYISO_LBMP_REFERENCE",24008,12.63,0.00,0.00
"12/11/2019 04:00","NYISO_LBMP_REFERENCE",24008,13.67,0.00,0.00
"12/11/2019 05:00","NYISO_LBMP_REFERENCE",24008,13.81,0.00,0.00
"12/11/2019 06:00","NYISO_LBMP_REFERENCE",24008,20.07,0.00,0.00
"12/11/2019 07:00","NYISO_LBMP_REFERENCE",24008,22.30,0.00,0.00
"12/11/2019 08:00","NYISO_LBMP_REFERENCE",24008,23.64,0.00,0.00
"12/11/2019 09:00","NYISO_LBMP_REFERENCE",24008,23.23,0.00,0.00
"12/11/2019 10:00","NYISO_LBMP_REFERENCE",24008,21.91,0.00,0.00
"12/11/2019 11:00","NYISO_LBMP_REFERENCE",24008,21.66,0.00,0.00
"12/11/2019 12:00","NYISO_LBMP_REFERENCE",24008,18.05,0.00,0.00
"12/11/2019 13:00","NYISO_LBMP_REFERENCE",24008,16.89,0.00,0.00
"12/11/2019 14:00","NYISO_LBMP_REFERENCE",24008,15.37,0.00,0.00
"12/11/2019 15:00","NYISO_LBMP_REFERENCE",24008,15.43,0.00,0.00
"12/11/2019 16:00","NYISO_LBMP_REFERENCE",24008,17.67,0.00,0.00
"12/11/2019 17:00","NYISO_LBMP_REFERENCE",24008,23.74,0.00,0.00
"12/11/2019 18:00","NYISO_LBMP_REFERENCE",24008,22.98,0.00,0.00
"12/11/2019 19:00","NYISO_LBMP_REFERENCE",24008,21.67,0.00,0.00
"12/11/2019 20:00","NYISO_LBMP_REFERENCE",24008,21.80,0.00,0.00
"12/11/2019 21:00","NYISO_LBMP_REFERENCE",24008,18.08,0.00,0.00
"12/11/2019 22:00","NYISO_LBMP_REFERENCE",24008,15.59,0.00,0.00
"12/11/2019 23:00","NYISO_LBMP_REFERENCE",24008,13.82,0.00,0.00
