"10/03/2019 00:00","NYISO_LBMP_REFERENCE",24008,14.43,0.00,0.00
"10/03/2019 01:00","NYISO_LBMP_REFERENCE",24008,12.88,0.00,0.00
"10/03/2019 02:00","NYISO_LBMP_REFERENCE",24008,12.75,0.00,0.00
"10/03/2019 03:00","NYISO_LBMP_REFERENCE",24008,11.32,0.00,0.00
"10/03/2019 04:00","NYISO_LBMP_REFERENCE",24008,12.52,0.00,0.00
"10/03/2019 05:00","NYISO_LBMP_REFERENCE",24008,14.31,0.00,0.00
"10/03/2019 06:00","NYISO_LBMP_REFERENCE",24008,18.28,0.00,0.00
"10/03/2019 07:00","NYISO_LBMP_REFERENCE",24008,19.75,0.00,0.00
"10/03/2019 08:00","NYISO_LBMP_REFERENCE",24008,18.43,0.00,0.00
"10/03/2019 09:00","NYISO_LBMP_REFERENCE",24008,18.59,0.00,0.00
"10/03/2019 10:00","NYISO_LBMP_REFERENCE",24008,18.97,0.00,0.00
"10/03/2019 11:00","NYISO_LBMP_REFERENCE",24008,18.25,0.00,0.00
"10/03/2019 12:00","NYISO_LBMP_REFERENCE",24008,18.07,0.00,0.00
"10/03/2019 13:00","NYISO_LBMP_REFERENCE",24008,18.05,0.00,0.00
"10/03/2019 14:00","NYISO_LBMP_REFERENCE",24008,17.27,0.00,0.00
"10/03/2019 15:00","NYISO_LBMP_REFERENCE",24008,17.73,0.00,0.00
"10/03/2019 16:00","NYISO_LBMP_REFERENCE",24008,17.92,0.00,0.00
"10/03/2019 17:00","NYISO_LBMP_REFERENCE",24008,18.73,0.00,0.00
"10/03/2019 18:00","NYISO_LBMP_REFERENCE",24008,18.95,0.00,0.00
"10/03/2019 19:00","NYISO_LBMP_REFERENCE",24008,18.86,0.00,0.00
"10/03/2019 20:00","NYISO_LBMP_REFERENCE",24008,17.87,0.00,0.00
"10/03/2019 21:00","NYISO_LBMP_REFERENCE",24008,16.96,0.00,0.00
"10/03/2019 22:00","NYISO_LBMP_REFERENCE",24008,14.92,0.00,0.00
"10/03/2019 23:00","NYISO_LBMP_REFERENCE",24008,14.93,0.00,0.00
