"09/05/2019 00:00","NYISO_LBMP_REFERENCE",24008,13.64,0.00,0.00
"09/05/2019 01:00","NYISO_LBMP_REFERENCE",24008,12.43,0.00,0.00
"09/05/2019 02:00","NYISO_LBMP_REFERENCE",24008,12.10,0.00,0.00
"09/05/2019 03:00","NYISO_LBMP_REFERENCE",24008,10.81,0.00,0.00
"09/05/2019 04:00","NYISO_LBMP_REFERENCE",24008,11.64,0.00,0.00
"09/05/2019 05:00","NYISO_LBMP_REFERENCE",24008,12.57,0.00,0.00
"09/05/2019 06:00","NYISO_LBMP_REFERENCE",24008,16.07,0.00,0.00
"09/05/2019 07:00","NYISO_LBMP_REFERENCE",24008,17.06,0.00,0.00
"09/05/2019 08:00","NYISO_LBMP_REFERENCE",24008,16.24,0.00,0.00
"09/05/2019 09:00","NYISO_LBMP_REFERENCE",24008,16.36,0.00,0.00
"09/05/2019 10:00","NYISO_LBMP_REFERENCE",24008,16.76,0.00,0.00
"09/05/2019 11:00","NYISO_LBMP_REFERENCE",24008,16.77,0.00,0.00
"09/05/2019 12:00","NYISO_LBMP_REFERENCE",24008,17.34,0.00,0.00
"09/05/2019 13:00","NYISO_LBMP_REFERENCE",24008,18.32,0.00,0.00
"09/05/2019 14:00","NYISO_LBMP_REFERENCE",24008,19.69,0.00,0.00
"09/05/2019 15:00","NYISO_LBMP_REFERENCE",24008,19.66,0.00,0.00
"09/05/2019 16:00","NYISO_LBMP_REFERENCE",24008,21.35,0.00,0.00
"09/05/2019 17:00","NYISO_LBMP_REFERENCE",24008,21.45,0.00,0.00
"09/05/2019 18:00","NYISO_LBMP_REFERENCE",24008,19.74,0.00,0.00
"09/05/2019 19:00","NYISO_LBMP_REFERENCE",24008,19.92,0.00,0.00
"09/05/2019 20:00","NYISO_LBMP_REFERENCE",24008,19.93,0.00,0.00
"09/05/2019 21:00","NYISO_LBMP_REFERENCE",24008,17.19,0.00,0.00
"09/05/2019 22:00","NYISO_LBMP_REFERENCE",24008,15.67,0.00,0.00
"09/05/2019 23:00","NYISO_LBMP_REFERENCE",24008,14.91,0.00,0.00
