"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190101_20190115.csv"
"C","Report for: 01/01/2019 - 01/15/2019"
"C","Report generated: 11/27/2020 19:05:06 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","01/01/2019","01",10343.0
"D","01/01/2019","02",10026.0
"D","01/01/2019","03",10026.0
"D","01/01/2019","04",10176.0
"D","01/01/2019","05",10275.0
"D","01/01/2019","06",10393.0
"D","01/01/2019","07",10815.0
"D","01/01/2019","08",11183.0
"D","01/01/2019","09",11762.0
"D","01/01/2019","10",12089.0
"D","01/01/2019","11",12199.0
"D","01/01/2019","12",12215.0
"D","01/01/2019","13",12173.0
"D","01/01/2019","14",12044.0
"D","01/01/2019","15",12204.0
"D","01/01/2019","16",12715.0
"D","01/01/2019","17",13993.0
"D","01/01/2019","18",14912.0
"D","01/01/2019","19",14748.0
"D","01/01/2019","20",14302.0
"D","01/01/2019","21",13686.0
"D","01/01/2019","22",12845.0
"D","01/01/2019","23",11859.0
"D","01/01/2019","24",11269.0
"D","01/02/2019","01",11357.0
"D","01/02/2019","02",11003.0
"D","01/02/2019","03",10865.0
"D","01/02/2019","04",11021.0
"D","01/02/2019","05",11529.0
"D","01/02/2019","06",12610.0
"D","01/02/2019","07",14586.0
"D","01/02/2019","08",15584.0
"D","01/02/2019","09",15847.0
"D","01/02/2019","10",15432.0
"D","01/02/2019","11",14801.0
"D","01/02/2019","12",14547.0
"D","01/02/2019","13",14336.0
"D","01/02/2019","14",14331.0
"D","01/02/2019","15",14653.0
"D","01/02/2019","16",15119.0
"D","01/02/2019","17",16805.0
"D","01/02/2019","18",18086.0
"D","01/02/2019","19",17940.0
"D","01/02/2019","20",17388.0
"D","01/02/2019","21",16663.0
"D","01/02/2019","22",15613.0
"D","01/02/2019","23",14205.0
"D","01/02/2019","24",13004.0
"D","01/03/2019","01",12523.0
"D","01/03/2019","02",12245.0
"D","01/03/2019","03",11935.0
"D","01/03/2019","04",11908.0
"D","01/03/2019","05",12174.0
"D","01/03/2019","06",12686.0
"D","01/03/2019","07",14323.0
"D","01/03/2019","08",15489.0
"D","01/03/2019","09",15422.0
"D","01/03/2019","10",15236.0
"D","01/03/2019","11",15026.0
"D","01/03/2019","12",14705.0
"D","01/03/2019","13",14492.0
"D","01/03/2019","14",14364.0
"D","01/03/2019","15",14376.0
"D","01/03/2019","16",14692.0
"D","01/03/2019","17",15844.0
"D","01/03/2019","18",16815.0
"D","01/03/2019","19",16317.0
"D","01/03/2019","20",15886.0
"D","01/03/2019","21",15514.0
"D","01/03/2019","22",14622.0
