"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190416_20190430.csv"
"C","Report for: 04/16/2019 - 04/30/2019"
"C","Report generated: 11/27/2020 19:07:05 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","04/16/2019","01",9184.0
"D","04/16/2019","02",8942.0
"D","04/16/2019","03",9138.0
"D","04/16/2019","04",9067.0
"D","04/16/2019","05",9184.0
"D","04/16/2019","06",9819.0
"D","04/16/2019","07",11377.0
"D","04/16/2019","08",12302.0
"D","04/16/2019","09",12010.0
"D","04/16/2019","10",11575.0
"D","04/16/2019","11",11334.0
"D","04/16/2019","12",11003.0
"D","04/16/2019","13",10694.0
"D","04/16/2019","14",10555.0
"D","04/16/2019","15",10551.0
"D","04/16/2019","16",10448.0
"D","04/16/2019","17",10976.0
"D","04/16/2019","18",11554.0
"D","04/16/2019","19",12281.0
"D","04/16/2019","20",12632.0
"D","04/16/2019","21",12758.0
"D","04/16/2019","22",11658.0
"D","04/16/2019","23",10597.0
"D","04/16/2019","24",9767.0
"D","04/17/2019","01",9906.0
"D","04/17/2019","02",9456.0
"D","04/17/2019","03",9339.0
"D","04/17/2019","04",9342.0
"D","04/17/2019","05",9695.0
"D","04/17/2019","06",10293.0
"D","04/17/2019","07",11978.0
"D","04/17/2019","08",12765.0
"D","04/17/2019","09",12225.0
"D","04/17/2019","10",11782.0
"D","04/17/2019","11",11478.0
"D","04/17/2019","12",11219.0
"D","04/17/2019","13",10890.0
"D","04/17/2019","14",10961.0
"D","04/17/2019","15",10842.0
"D","04/17/2019","16",11012.0
"D","04/17/2019","17",11387.0
"D","04/17/2019","18",12068.0
"D","04/17/2019","19",12469.0
"D","04/17/2019","20",12786.0
"D","04/17/2019","21",12920.0
"D","04/17/2019","22",12627.0
"D","04/17/2019","23",10964.0
"D","04/17/2019","24",10068.0
"D","04/18/2019","01",9862.0
"D","04/18/2019","02",9522.0
"D","04/18/2019","03",9626.0
"D","04/18/2019","04",9597.0
"D","04/18/2019","05",9581.0
"D","04/18/2019","06",10401.0
"D","04/18/2019","07",12213.0
"D","04/18/2019","08",13161.0
"D","04/18/2019","09",13262.0
"D","04/18/2019","10",13177.0
"D","04/18/2019","11",13144.0
"D","04/18/2019","12",12806.0
"D","04/18/2019","13",12468.0
"D","04/18/2019","14",12318.0
"D","04/18/2019","15",12157.0
"D","04/18/2019","16",12282.0
"D","04/18/2019","17",12391.0
"D","04/18/2019","18",12578.0
"D","04/18/2019","19",12877.0
"D","04/18/2019","20",13069.0
"D","04/18/2019","21",13024.0
"D","04/18/2019","22",11991.0
"D","04/18/2019","23",10685.0
"D","04/18/2019","24",9853.0
"D","04/19/2019","01",9107.0
"D","04/19/2019","02",9061.0
"D","04/19/2019","03",9058.0
"D","04/19/2019","04",9014.0
"D","04/19/2019","05",9097.0
"D","04/19/2019","06",9434.0
"D","04/19/2019","07",10458.0
"D","04/19/2019","08",11667.0
"D","04/19/2019","09",12115.0
"D","04/19/2019","10",12550.0
"D","04/19/2019","11",12546.0
"D","04/19/2019","12",12614.0
"D","04/19/2019","13",12496.0
"D","04/19/2019","14",12340.0
"D","04/19/2019","15",12005.0
"D","04/19/2019","16",11893.0
"D","04/19/2019","17",11970.0
"D","04/19/2019","18",12147.0
"D","04/19/2019","19",12207.0
"D","04/19/2019","20",12229.0
"D","04/19/2019","21",12239.0
"D","04/19/2019","22",11533.0
"D","04/19/2019","23",10710.0
"D","04/19/2019","24",9657.0
"D","04/20/2019","01",8819.0
"D","04/20/2019","02",8389.0
"D","04/20/2019","03",8293.0
"D","04/20/2019","04",8082.0
"D","04/20/2019","05",8145.0
