"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20191013_20191027.csv"
"C","Report for: 10/13/2019 - 10/27/2019"
"C","Report generated: 11/27/2020 19:12:30 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","10/13/2019","01",9823.0
"D","10/13/2019","02",9758.0
"D","10/13/2019","03",9535.0
"D","10/13/2019","04",9368.0
"D","10/13/2019","05",9210.0
"D","10/13/2019","06",9394.0
"D","10/13/2019","07",9873.0
"D","10/13/2019","08",10063.0
"D","10/13/2019","09",10505.0
"D","10/13/2019","10",10417.0
"D","10/13/2019","11",10750.0
"D","10/13/2019","12",10268.0
"D","10/13/2019","13",10493.0
"D","10/13/2019","14",10204.0
"D","10/13/2019","15",10847.0
"D","10/13/2019","16",11065.0
"D","10/13/2019","17",11632.0
"D","10/13/2019","18",12355.0
"D","10/13/2019","19",13140.0
"D","10/13/2019","20",12954.0
"D","10/13/2019","21",12137.0
"D","10/13/2019","22",11453.0
"D","10/13/2019","23",10583.0
"D","10/13/2019","24",9594.0
"D","10/14/2019","01",9470.0
"D","10/14/2019","02",9089.0
"D","10/14/2019","03",9112.0
"D","10/14/2019","04",9083.0
"D","10/14/2019","05",9290.0
"D","10/14/2019","06",9666.0
"D","10/14/2019","07",11064.0
"D","10/14/2019","08",12022.0
"D","10/14/2019","09",12250.0
"D","10/14/2019","10",12008.0
"D","10/14/2019","11",12109.0
"D","10/14/2019","12",11978.0
"D","10/14/2019","13",11846.0
"D","10/14/2019","14",11700.0
"D","10/14/2019","15",11879.0
"D","10/14/2019","16",11960.0
"D","10/14/2019","17",12240.0
"D","10/14/2019","18",13117.0
"D","10/14/2019","19",13865.0
"D","10/14/2019","20",13578.0
"D","10/14/2019","21",13097.0
"D","10/14/2019","22",11969.0
"D","10/14/2019","23",10762.0
"D","10/14/2019","24",9507.0
"D","10/15/2019","01",9050.0
"D","10/15/2019","02",8882.0
"D","10/15/2019","03",8743.0
"D","10/15/2019","04",8601.0
"D","10/15/2019","05",8767.0
"D","10/15/2019","06",9373.0
"D","10/15/2019","07",11459.0
"D","10/15/2019","08",12392.0
"D","10/15/2019","09",11955.0
"D","10/15/2019","10",11391.0
"D","10/15/2019","11",11298.0
"D","10/15/2019","12",11376.0
"D","10/15/2019","13",11241.0
"D","10/15/2019","14",11275.0
"D","10/15/2019","15",11345.0
"D","10/15/2019","16",11371.0
"D","10/15/2019","17",11933.0
"D","10/15/2019","18",12868.0
"D","10/15/2019","19",13769.0
"D","10/15/2019","20",13582.0
"D","10/15/2019","21",12869.0
"D","10/15/2019","22",11900.0
"D","10/15/2019","23",10761.0
"D","10/15/2019","24",9579.0
"D","10/16/2019","01",9904.0
"D","10/16/2019","02",9508.0
"D","10/16/2019","03",9257.0
