"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20191211_20191225.csv"
"C","Report for: 12/11/2019 - 12/25/2019"
"C","Report generated: 11/27/2020 19:13:55 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","12/11/2019","01",10738.0
"D","12/11/2019","02",10499.0
"D","12/11/2019","03",10221.0
"D","12/11/2019","04",10301.0
"D","12/11/2019","05",10757.0
"D","12/11/2019","06",11674.0
"D","12/11/2019","07",13677.0
"D","12/11/2019","08",14940.0
"D","12/11/2019","09",15114.0
"D","12/11/2019","10",15270.0
"D","12/11/2019","11",14886.0
"D","12/11/2019","12",14692.0
"D","12/11/2019","13",14497.0
"D","12/11/2019","14",14444.0
"D","12/11/2019","15",14467.0
"D","12/11/2019","16",14730.0
"D","12/11/2019","17",16241.0
"D","12/11/2019","18",16778.0
"D","12/11/2019","19",16616.0
"D","12/11/2019","20",16279.0
"D","12/11/2019","21",15393.0
"D","12/11/2019","22",14410.0
"D","12/11/2019","23",13136.0
"D","12/11/2019","24",11889.0
"D","12/12/2019","01",11302.0
"D","12/12/2019","02",11115.0
"D","12/12/2019","03",10937.0
"D","12/12/2019","04",10843.0
"D","12/12/2019","05",11277.0
"D","12/12/2019","06",12361.0
"D","12/12/2019","07",14427.0
"D","12/12/2019","08",15531.0
"D","12/12/2019","09",15216.0
"D","12/12/2019","10",14925.0
"D","12/12/2019","11",14047.0
"D","12/12/2019","12",13890.0
"D","12/12/2019","13",13838.0
"D","12/12/2019","14",13770.0
"D","12/12/2019","15",14070.0
"D","12/12/2019","16",14717.0
"D","12/12/2019","17",16759.0
"D","12/12/2019","18",17513.0
"D","12/12/2019","19",17286.0
"D","12/12/2019","20",16893.0
"D","12/12/2019","21",15994.0
"D","12/12/2019","22",15073.0
"D","12/12/2019","23",13864.0
"D","12/12/2019","24",12542.0
"D","12/13/2019","01",12422.0
"D","12/13/2019","02",12479.0
"D","12/13/2019","03",12518.0
"D","12/13/2019","04",12381.0
"D","12/13/2019","05",12612.0
"D","12/13/2019","06",12882.0
"D","12/13/2019","07",14318.0
"D","12/13/2019","08",15478.0
"D","12/13/2019","09",15489.0
"D","12/13/2019","10",15127.0
"D","12/13/2019","11",15351.0
"D","12/13/2019","12",15237.0
"D","12/13/2019","13",15095.0
"D","12/13/2019","14",15094.0
"D","12/13/2019","15",15184.0
"D","12/13/2019","16",15434.0
"D","12/13/2019","17",16009.0
"D","12/13/2019","18",16476.0
"D","12/13/2019","19",15855.0
"D","12/13/2019","20",15094.0
"D","12/13/2019","21",14433.0
"D","12/13/2019","22",13691.0
"D","12/13/2019","23",12825.0
"D","12/13/2019","24",11447.0
"D","12/14/2019","01",11089.0
"D","12/14/2019","02",10896.0
"D","12/14/2019","03",10604.0
"D","12/14/2019","04",10557.0
"D","12/14/2019","05",10643.0
"D","12/14/2019","06",10999.0
"D","12/14/2019","07",11614.0
"D","12/14/2019","08",11777.0
"D","12/14/2019","09",12501.0
