"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190317_20190331.csv"
"C","Report for: 03/17/2019 - 03/31/2019"
"C","Report generated: 11/27/2020 19:06:32 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","03/17/2019","01",10395.0
"D","03/17/2019","02",10356.0
"D","03/17/2019","03",10305.0
"D","03/17/2019","04",10278.0
"D","03/17/2019","05",10406.0
"D","03/17/2019","06",10441.0
"D","03/17/2019","07",10979.0
"D","03/17/2019","08",11642.0
"D","03/17/2019","09",12120.0
"D","03/17/2019","10",11938.0
"D","03/17/2019","11",11882.0
"D","03/17/2019","12",11585.0
"D","03/17/2019","13",11426.0
"D","03/17/2019","14",11218.0
"D","03/17/2019","15",11253.0
"D","03/17/2019","16",11259.0
"D","03/17/2019","17",11890.0
"D","03/17/2019","18",12741.0
"D","03/17/2019","19",13537.0
"D","03/17/2019","20",14162.0
"D","03/17/2019","21",13672.0
"D","03/17/2019","22",12789.0
"D","03/17/2019","23",11840.0
"D","03/17/2019","24",11072.0
"D","03/18/2019","01",11144.0
"D","03/18/2019","02",10906.0
"D","03/18/2019","03",10837.0
"D","03/18/2019","04",10911.0
"D","03/18/2019","05",11242.0
"D","03/18/2019","06",11828.0
"D","03/18/2019","07",13914.0
"D","03/18/2019","08",14938.0
"D","03/18/2019","09",14385.0
"D","03/18/2019","10",13887.0
"D","03/18/2019","11",13204.0
"D","03/18/2019","12",12790.0
"D","03/18/2019","13",12578.0
"D","03/18/2019","14",12450.0
"D","03/18/2019","15",12417.0
"D","03/18/2019","16",12495.0
"D","03/18/2019","17",12923.0
"D","03/18/2019","18",13787.0
"D","03/18/2019","19",14281.0
"D","03/18/2019","20",15094.0
"D","03/18/2019","21",14768.0
"D","03/18/2019","22",13574.0
"D","03/18/2019","23",12405.0
"D","03/18/2019","24",11295.0
"D","03/19/2019","01",11108.0
"D","03/19/2019","02",11016.0
"D","03/19/2019","03",11175.0
"D","03/19/2019","04",11277.0
"D","03/19/2019","05",11313.0
"D","03/19/2019","06",12226.0
"D","03/19/2019","07",14077.0
"D","03/19/2019","08",14948.0
"D","03/19/2019","09",14365.0
"D","03/19/2019","10",13548.0
"D","03/19/2019","11",13210.0
"D","03/19/2019","12",12889.0
"D","03/19/2019","13",12736.0
"D","03/19/2019","14",12621.0
"D","03/19/2019","15",12504.0
"D","03/19/2019","16",12382.0
"D","03/19/2019","17",12934.0
"D","03/19/2019","18",13657.0
"D","03/19/2019","19",14334.0
"D","03/19/2019","20",15150.0
"D","03/19/2019","21",14772.0
"D","03/19/2019","22",13927.0
"D","03/19/2019","23",12593.0
"D","03/19/2019","24",11545.0
"D","03/20/2019","01",11739.0
"D","03/20/2019","02",11824.0
"D","03/20/2019","03",11660.0
"D","03/20/2019","04",11822.0
"D","03/20/2019","05",12203.0
"D","03/20/2019","06",12561.0
"D","03/20/2019","07",14280.0
"D","03/20/2019","08",15192.0
"D","03/20/2019","09",14797.0
"D","03/20/2019","10",13514.0
"D","03/20/2019","11",13083.0
"D","03/20/2019","12",12676.0
"D","03/20/2019","13",12400.0
"D","03/20/2019","14",12203.0
"D","03/20/2019","15",12063.0
"D","03/20/2019","16",11904.0
"D","03/20/2019","17",12400.0
"D","03/20/2019","18",13110.0
"D","03/20/2019","19",13686.0
"D","03/20/2019","20",14214.0
"D","03/20/2019","21",14242.0
"D","03/20/2019","22",13229.0
"D","03/20/2019","23",11675.0
"D","03/20/2019","24",10941.0
"D","03/21/2019","01",11102.0
"D","03/21/2019","02",11074.0
"D","03/21/2019","03",10956.0
"D","03/21/2019","04",10989.0
"D","03/21/2019","05",11217.0
"D","03/21/2019","06",11596.0
"D","03/21/2019","07",13336.0
"D","03/21/2019","08",14361.0
"D","03/21/2019","09",14441.0
"D","03/21/2019","10",14026.0
"D","03/21/2019","11",13703.0
"D","03/21/2019","12",13515.0
"D","03/21/2019","13",13350.0
"D","03/21/2019","14",13280.0
"D","03/21/2019","15",13204.0
"D","03/21/2019","16",13108.0
"D","03/21/2019","17",13357.0
"D","03/21/2019","18",13703.0
"D","03/21/2019","19",14045.0
"D","03/21/2019","20",14518.0
"D","03/21/2019","21",14124.0
"D","03/21/2019","22",12914.0
"D","03/21/2019","23",11601.0
"D","03/21/2019","24",10796.0
"D","03/22/2019","01",10731.0
"D","03/22/2019","02",10286.0
"D","03/22/2019","03",9989.0
"D","03/22/2019","04",9980.0
"D","03/22/2019","05",10251.0
"D","03/22/2019","06",11182.0
"D","03/22/2019","07",12734.0
"D","03/22/2019","08",13736.0
"D","03/22/2019","09",14040.0
"D","03/22/2019","10",14028.0
"D","03/22/2019","11",13750.0
"D","03/22/2019","12",13585.0
"D","03/22/2019","13",13433.0
"D","03/22/2019","14",13422.0
