"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190829_20190912.csv"
"C","Report for: 08/29/2019 - 09/12/2019"
"C","Report generated: 11/27/2020 19:10:44 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","08/29/2019","01",12180.0
"D","08/29/2019","02",12156.0
"D","08/29/2019","03",11662.0
"D","08/29/2019","04",11523.0
"D","08/29/2019","05",11689.0
"D","08/29/2019","06",12278.0
"D","08/29/2019","07",12781.0
"D","08/29/2019","08",13911.0
"D","08/29/2019","09",14469.0
"D","08/29/2019","10",14580.0
"D","08/29/2019","11",14729.0
"D","08/29/2019","12",15177.0
"D","08/29/2019","13",15536.0
"D","08/29/2019","14",16019.0
"D","08/29/2019","15",16423.0
"D","08/29/2019","16",16947.0
"D","08/29/2019","17",17781.0
"D","08/29/2019","18",17720.0
"D","08/29/2019","19",17082.0
"D","08/29/2019","20",16609.0
"D","08/29/2019","21",16465.0
"D","08/29/2019","22",14715.0
"D","08/29/2019","23",13184.0
"D","08/29/2019","24",11473.0
"D","08/30/2019","01",10746.0
"D","08/30/2019","02",10573.0
"D","08/30/2019","03",10226.0
"D","08/30/2019","04",10276.0
"D","08/30/2019","05",10437.0
"D","08/30/2019","06",11194.0
"D","08/30/2019","07",12261.0
"D","08/30/2019","08",13379.0
"D","08/30/2019","09",14222.0
"D","08/30/2019","10",14235.0
"D","08/30/2019","11",15010.0
"D","08/30/2019","12",15526.0
"D","08/30/2019","13",15748.0
"D","08/30/2019","14",16140.0
"D","08/30/2019","15",16824.0
"D","08/30/2019","16",17475.0
"D","08/30/2019","17",17773.0
"D","08/30/2019","18",17854.0
"D","08/30/2019","19",17515.0
"D","08/30/2019","20",16522.0
"D","08/30/2019","21",16274.0
"D","08/30/2019","22",15165.0
"D","08/30/2019","23",13852.0
"D","08/30/2019","24",12120.0
"D","08/31/2019","01",10935.0
"D","08/31/2019","02",10206.0
"D","08/31/2019","03",10184.0
"D","08/31/2019","04",10166.0
"D","08/31/2019","05",10162.0
"D","08/31/2019","06",10246.0
"D","08/31/2019","07",10300.0
"D","08/31/2019","08",10898.0
"D","08/31/2019","09",11308.0
"D","08/31/2019","10",11473.0
"D","08/31/2019","11",11619.0
"D","08/31/2019","12",11962.0
"D","08/31/2019","13",12049.0
"D","08/31/2019","14",12182.0
"D","08/31/2019","15",12695.0
"D","08/31/2019","16",12857.0
"D","08/31/2019","17",13379.0
"D","08/31/2019","18",13557.0
"D","08/31/2019","19",13461.0
"D","08/31/2019","20",13385.0
"D","08/31/2019","21",13488.0
"D","08/31/2019","22",12495.0
"D","08/31/2019","23",11466.0
"D","08/31/2019","24",10313.0
"D","09/01/2019","01",10139.0
"D","09/01/2019","02",9846.0
"D","09/01/2019","03",9898.0
"D","09/01/2019","04",9916.0
"D","09/01/2019","05",9894.0
"D","09/01/2019","06",9973.0
"D","09/01/2019","07",10108.0
"D","09/01/2019","08",10060.0
"D","09/01/2019","09",10681.0
"D","09/01/2019","10",10894.0
"D","09/01/2019","11",11398.0
"D","09/01/2019","12",11580.0
"D","09/01/2019","13",11919.0
"D","09/01/2019","14",12197.0
"D","09/01/2019","15",12424.0
"D","09/01/2019","16",12756.0
"D","09/01/2019","17",13165.0
"D","09/01/2019","18",13646.0
"D","09/01/2019","19",13511.0
"D","09/01/2019","20",13513.0
"D","09/01/2019","21",13579.0
"D","09/01/2019","22",12834.0
"D","09/01/2019","23",11723.0
"D","09/01/2019","24",10641.0
"D","09/02/2019","01",10000.0
"D","09/02/2019","02",9615.0
"D","09/02/2019","03",9489.0
"D","09/02/2019","04",9542.0
"D","09/02/2019","05",9556.0
"D","09/02/2019","06",9700.0
"D","09/02/2019","07",9942.0
"D","09/02/2019","08",10701.0
"D","09/02/2019","09",11349.0
"D","09/02/2019","10",12141.0
"D","09/02/2019","11",13079.0
"D","09/02/2019","12",13429.0
"D","09/02/2019","13",13709.0
"D","09/02/2019","14",14022.0
"D","09/02/2019","15",14085.0
"D","09/02/2019","16",14257.0
"D","09/02/2019","17",14662.0
"D","09/02/2019","18",14920.0
"D","09/02/2019","19",15170.0
"D","09/02/2019","20",15033.0
"D","09/02/2019","21",14616.0
"D","09/02/2019","22",13665.0
"D","09/02/2019","23",12674.0
"D","09/02/2019","24",11450.0
"D","09/03/2019","01",10449.0
"D","09/03/2019","02",10616.0
"D","09/03/2019","03",10233.0
"D","09/03/2019","04",10322.0
"D","09/03/2019","05",10539.0
"D","09/03/2019","06",10848.0
"D","09/03/2019","07",12195.0
