"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190116_20190130.csv"
"C","Report for: 01/16/2019 - 01/30/2019"
"C","Report generated: 11/27/2020 19:05:30 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","01/16/2019","01",13335.0
"D","01/16/2019","02",13022.0
"D","01/16/2019","03",12716.0
"D","01/16/2019","04",12672.0
"D","01/16/2019","05",13046.0
"D","01/16/2019","06",13532.0
"D","01/16/2019","07",15320.0
"D","01/16/2019","08",15806.0
"D","01/16/2019","09",15745.0
"D","01/16/2019","10",15393.0
"D","01/16/2019","11",14689.0
"D","01/16/2019","12",14647.0
"D","01/16/2019","13",14663.0
"D","01/16/2019","14",14488.0
"D","01/16/2019","15",14531.0
"D","01/16/2019","16",14722.0
"D","01/16/2019","17",15349.0
"D","01/16/2019","18",16497.0
"D","01/16/2019","19",16146.0
"D","01/16/2019","20",15768.0
"D","01/16/2019","21",15361.0
"D","01/16/2019","22",14406.0
"D","01/16/2019","23",13528.0
"D","01/16/2019","24",12373.0
"D","01/17/2019","01",12857.0
"D","01/17/2019","02",12826.0
"D","01/17/2019","03",12710.0
"D","01/17/2019","04",12646.0
"D","01/17/2019","05",12886.0
"D","01/17/2019","06",13549.0
"D","01/17/2019","07",15819.0
"D","01/17/2019","08",16635.0
"D","01/17/2019","09",16554.0
"D","01/17/2019","10",15995.0
"D","01/17/2019","11",15661.0
"D","01/17/2019","12",15653.0
"D","01/17/2019","13",15314.0
"D","01/17/2019","14",15304.0
"D","01/17/2019","15",15265.0
"D","01/17/2019","16",15337.0
"D","01/17/2019","17",16753.0
"D","01/17/2019","18",17923.0
"D","01/17/2019","19",17781.0
"D","01/17/2019","20",17069.0
"D","01/17/2019","21",16506.0
"D","01/17/2019","22",15427.0
"D","01/17/2019","23",14315.0
"D","01/17/2019","24",13485.0
"D","01/18/2019","01",12425.0
"D","01/18/2019","02",11963.0
"D","01/18/2019","03",11708.0
"D","01/18/2019","04",11585.0
"D","01/18/2019","05",11932.0
"D","01/18/2019","06",12819.0
"D","01/18/2019","07",14371.0
"D","01/18/2019","08",15293.0
"D","01/18/2019","09",15358.0
"D","01/18/2019","10",15553.0
"D","01/18/2019","11",15303.0
"D","01/18/2019","12",15009.0
"D","01/18/2019","13",14875.0
"D","01/18/2019","14",14785.0
"D","01/18/2019","15",14648.0
"D","01/18/2019","16",14668.0
"D","01/18/2019","17",15646.0
"D","01/18/2019","18",16288.0
"D","01/18/2019","19",16079.0
"D","01/18/2019","20",15616.0
"D","01/18/2019","21",14913.0
"D","01/18/2019","22",13942.0
"D","01/18/2019","23",12936.0
"D","01/18/2019","24",12023.0
"D","01/19/2019","01",12100.0
"D","01/19/2019","02",12061.0
"D","01/19/2019","03",12092.0
"D","01/19/2019","04",12193.0
"D","01/19/2019","05",12322.0
"D","01/19/2019","06",12148.0
"D","01/19/2019","07",12258.0
"D","01/19/2019","08",13372.0
"D","01/19/2019","09",13956.0
"D","01/19/2019","10",14543.0
"D","01/19/2019","11",14629.0
"D","01/19/2019","12",14785.0
"D","01/19/2019","13",14869.0
"D","01/19/2019","14",14701.0
"D","01/19/2019","15",14805.0
"D","01/19/2019","16",15019.0
"D","01/19/2019","17",15748.0
"D","01/19/2019","18",16791.0
"D","01/19/2019","19",16291.0
"D","01/19/2019","20",15692.0
"D","01/19/2019","21",15157.0
"D","01/19/2019","22",14534.0
"D","01/19/2019","23",13467.0
"D","01/19/2019","24",12361.0
"D","01/20/2019","01",11474.0
"D","01/20/2019","02",11374.0
"D","01/20/2019","03",11431.0
"D","01/20/2019","04",11385.0
"D","01/20/2019","05",11380.0
"D","01/20/2019","06",11512.0
"D","01/20/2019","07",11989.0
"D","01/20/2019","08",12563.0
"D","01/20/2019","09",13135.0
"D","01/20/2019","10",13823.0
"D","01/20/2019","11",14237.0
"D","01/20/2019","12",14375.0
"D","01/20/2019","13",14331.0
"D","01/20/2019","14",14336.0
"D","01/20/2019","15",14444.0
"D","01/20/2019","16",15029.0
"D","01/20/2019","17",16237.0
"D","01/20/2019","18",17497.0
"D","01/20/2019","19",17269.0
"D","01/20/2019","20",16851.0
"D","01/20/2019","21",16397.0
"D","01/20/2019","22",15505.0
"D","01/20/2019","23",14554.0
"D","01/20/2019","24",13481.0
"D","01/21/2019","01",13735.0
"D","01/21/2019","02",13710.0
"D","01/21/2019","03",13627.0
"D","01/21/2019","04",13743.0
"D","01/21/2019","05",13753.0
"D","01/21/2019","06",14458.0
"D","01/21/2019","07",16010.0
"D","01/21/2019","08",17205.0
"D","01/21/2019","09",17566.0
"D","01/21/2019","10",18137.0
"D","01/21/2019","11",18411.0
"D","01/21/2019","12",18581.0
"D","01/21/2019","13",18570.0
"D","01/21/2019","14",18355.0
"D","01/21/2019","15",18358.0
"D","01/21/2019","16",18521.0
"D","01/21/2019","17",19449.0
"D","01/21/2019","18",20557.0
"D","01/21/2019","19",20152.0
"D","01/21/2019","20",19570.0
"D","01/21/2019","21",18640.0
"D","01/21/2019","22",17334.0
"D","01/21/2019","23",16148.0
"D","01/21/2019","24",14810.0
"D","01/22/2019","01",13962.0
"D","01/22/2019","02",13920.0
"D","01/22/2019","03",13688.0
"D","01/22/2019","04",13705.0
"D","01/22/2019","05",14068.0
"D","01/22/2019","06",14898.0
"D","01/22/2019","07",16997.0
"D","01/22/2019","08",18091.0
"D","01/22/2019","09",17633.0
"D","01/22/2019","10",17195.0
"D","01/22/2019","11",16865.0
"D","01/22/2019","12",16106.0
"D","01/22/2019","13",15944.0
"D","01/22/2019","14",15586.0
"D","01/22/2019","15",15721.0
"D","01/22/2019","16",15932.0
"D","01/22/2019","17",16938.0
"D","01/22/2019","18",18201.0
"D","01/22/2019","19",18084.0
"D","01/22/2019","20",17614.0
"D","01/22/2019","21",16941.0
"D","01/22/2019","22",15816.0
"D","01/22/2019","23",14753.0
"D","01/22/2019","24",13773.0
"D","01/23/2019","01",14300.0
"D","01/23/2019","02",14020.0
"D","01/23/2019","03",13925.0
"D","01/23/2019","04",14027.0
"D","01/23/2019","05",14138.0
"D","01/23/2019","06",14034.0
"D","01/23/2019","07",15889.0
"D","01/23/2019","08",16338.0
"D","01/23/2019","09",16130.0
"D","01/23/2019","10",15827.0
"D","01/23/2019","11",15831.0
"D","01/23/2019","12",15410.0
"D","01/23/2019","13",15464.0
"D","01/23/2019","14",15453.0
"D","01/23/2019","15",15435.0
"D","01/23/2019","16",15542.0
"D","01/23/2019","17",16017.0
"D","01/23/2019","18",16918.0
"D","01/23/2019","19",16520.0
"D","01/23/2019","20",15844.0
"D","01/23/2019","21",14933.0
"D","01/23/2019","22",13866.0
"D","01/23/2019","23",12840.0
"D","01/23/2019","24",11671.0
"D","01/24/2019","01",11731.0
"D","01/24/2019","02",11738.0
"D","01/24/2019","03",11638.0
"D","01/24/2019","04",11639.0
"D","01/24/2019","05",11726.0
"D","01/24/2019","06",12165.0
"D","01/24/2019","07",13233.0
"D","01/24/2019","08",14133.0
"D","01/24/2019","09",14222.0
"D","01/24/2019","10",14184.0
"D","01/24/2019","11",14390.0
"D","01/24/2019","12",14257.0
"D","01/24/2019","13",14297.0
"D","01/24/2019","14",14279.0
"D","01/24/2019","15",14477.0
"D","01/24/2019","16",14395.0
"D","01/24/2019","17",14901.0
"D","01/24/2019","18",16007.0
"D","01/24/2019","19",15681.0
"D","01/24/2019","20",15437.0
"D","01/24/2019","21",14958.0
"D","01/24/2019","22",14029.0
"D","01/24/2019","23",13200.0
"D","01/24/2019","24",12042.0
"D","01/25/2019","01",11548.0
"D","01/25/2019","02",11259.0
"D","01/25/2019","03",11161.0
"D","01/25/2019","04",11140.0
"D","01/25/2019","05",11445.0
"D","01/25/2019","06",12094.0
"D","01/25/2019","07",14052.0
"D","01/25/2019","08",15038.0
"D","01/25/2019","09",14677.0
"D","01/25/2019","10",14367.0
"D","01/25/2019","11",14212.0
"D","01/25/2019","12",13908.0
"D","01/25/2019","13",13760.0
"D","01/25/2019","14",13805.0
"D","01/25/2019","15",13952.0
"D","01/25/2019","16",14390.0
"D","01/25/2019","17",15352.0
"D","01/25/2019","18",16255.0
"D","01/25/2019","19",16117.0
"D","01/25/2019","20",15861.0
"D","01/25/2019","21",15218.0
"D","01/25/2019","22",14433.0
"D","01/25/2019","23",13325.0
"D","01/25/2019","24",12391.0
"D","01/26/2019","01",12028.0
"D","01/26/2019","02",11915.0
"D","01/26/2019","03",12006.0
"D","01/26/2019","04",11981.0
"D","01/26/2019","05",12054.0
"D","01/26/2019","06",12380.0
"D","01/26/2019","07",13075.0
