"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190215_20190301.csv"
"C","Report for: 02/15/2019 - 03/01/2019"
"C","Report generated: 11/27/2020 19:06:02 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","02/15/2019","01",12476.0
"D","02/15/2019","02",12294.0
"D","02/15/2019","03",12045.0
"D","02/15/2019","04",12068.0
"D","02/15/2019","05",11992.0
"D","02/15/2019","06",12504.0
"D","02/15/2019","07",13783.0
"D","02/15/2019","08",14596.0
"D","02/15/2019","09",14477.0
"D","02/15/2019","10",13985.0
"D","02/15/2019","11",13811.0
"D","02/15/2019","12",13657.0
"D","02/15/2019","13",13482.0
"D","02/15/2019","14",13381.0
"D","02/15/2019","15",13301.0
"D","02/15/2019","16",13396.0
"D","02/15/2019","17",13869.0
"D","02/15/2019","18",14680.0
"D","02/15/2019","19",14532.0
"D","02/15/2019","20",14212.0
"D","02/15/2019","21",13652.0
"D","02/15/2019","22",12957.0
"D","02/15/2019","23",11494.0
"D","02/15/2019","24",10842.0
"D","02/16/2019","01",11440.0
"D","02/16/2019","02",11480.0
"D","02/16/2019","03",11503.0
"D","02/16/2019","04",11490.0
"D","02/16/2019","05",11395.0
"D","02/16/2019","06",11301.0
"D","02/16/2019","07",11978.0
"D","02/16/2019","08",12456.0
"D","02/16/2019","09",13198.0
"D","02/16/2019","10",13243.0
"D","02/16/2019","11",13212.0
"D","02/16/2019","12",13048.0
"D","02/16/2019","13",12473.0
"D","02/16/2019","14",12447.0
"D","02/16/2019","15",12299.0
"D","02/16/2019","16",12585.0
"D","02/16/2019","17",12940.0
"D","02/16/2019","18",14179.0
"D","02/16/2019","19",14465.0
"D","02/16/2019","20",14143.0
"D","02/16/2019","21",14072.0
"D","02/16/2019","22",13490.0
"D","02/16/2019","23",12708.0
"D","02/16/2019","24",11886.0
"D","02/17/2019","01",11648.0
"D","02/17/2019","02",11332.0
"D","02/17/2019","03",11263.0
"D","02/17/2019","04",11061.0
"D","02/17/2019","05",11272.0
"D","02/17/2019","06",11618.0
"D","02/17/2019","07",12030.0
"D","02/17/2019","08",12705.0
"D","02/17/2019","09",13062.0
"D","02/17/2019","10",12875.0
"D","02/17/2019","11",12756.0
"D","02/17/2019","12",12601.0
"D","02/17/2019","13",12527.0
"D","02/17/2019","14",12387.0
"D","02/17/2019","15",12411.0
"D","02/17/2019","16",12742.0
"D","02/17/2019","17",13564.0
"D","02/17/2019","18",14657.0
"D","02/17/2019","19",15203.0
"D","02/17/2019","20",14473.0
"D","02/17/2019","21",14073.0
"D","02/17/2019","22",13355.0
"D","02/17/2019","23",12324.0
"D","02/17/2019","24",11563.0
"D","02/18/2019","01",11851.0
"D","02/18/2019","02",11738.0
"D","02/18/2019","03",11646.0
"D","02/18/2019","04",11732.0
"D","02/18/2019","05",11635.0
"D","02/18/2019","06",12204.0
"D","02/18/2019","07",13653.0
"D","02/18/2019","08",14544.0
"D","02/18/2019","09",15117.0
"D","02/18/2019","10",15222.0
"D","02/18/2019","11",15176.0
"D","02/18/2019","12",15066.0
"D","02/18/2019","13",14907.0
"D","02/18/2019","14",14804.0
"D","02/18/2019","15",14677.0
"D","02/18/2019","16",14836.0
"D","02/18/2019","17",15420.0
"D","02/18/2019","18",16424.0
"D","02/18/2019","19",16805.0
"D","02/18/2019","20",16159.0
"D","02/18/2019","21",15517.0
"D","02/18/2019","22",14231.0
"D","02/18/2019","23",13235.0
"D","02/18/2019","24",12253.0
"D","02/19/2019","01",12452.0
"D","02/19/2019","02",12146.0
"D","02/19/2019","03",12140.0
"D","02/19/2019","04",12200.0
"D","02/19/2019","05",12491.0
"D","02/19/2019","06",13335.0
"D","02/19/2019","07",15107.0
"D","02/19/2019","08",16086.0
"D","02/19/2019","09",15954.0
"D","02/19/2019","10",15246.0
"D","02/19/2019","11",14858.0
"D","02/19/2019","12",14762.0
"D","02/19/2019","13",14808.0
"D","02/19/2019","14",14790.0
"D","02/19/2019","15",14727.0
"D","02/19/2019","16",14959.0
"D","02/19/2019","17",15064.0
"D","02/19/2019","18",16536.0
"D","02/19/2019","19",17124.0
"D","02/19/2019","20",16886.0
"D","02/19/2019","21",16114.0
"D","02/19/2019","22",15260.0
"D","02/19/2019","23",14282.0
"D","02/19/2019","24",13369.0
"D","02/20/2019","01",12668.0
"D","02/20/2019","02",12436.0
"D","02/20/2019","03",12638.0
"D","02/20/2019","04",12362.0
"D","02/20/2019","05",12671.0
"D","02/20/2019","06",13323.0
"D","02/20/2019","07",15247.0
"D","02/20/2019","08",16300.0
"D","02/20/2019","09",15977.0
"D","02/20/2019","10",15595.0
"D","02/20/2019","11",15262.0
"D","02/20/2019","12",15062.0
"D","02/20/2019","13",14825.0
"D","02/20/2019","14",14778.0
"D","02/20/2019","15",15037.0
"D","02/20/2019","16",14899.0
"D","02/20/2019","17",15461.0
"D","02/20/2019","18",16576.0
"D","02/20/2019","19",16691.0
"D","02/20/2019","20",16114.0
"D","02/20/2019","21",15451.0
"D","02/20/2019","22",14375.0
"D","02/20/2019","23",13305.0
"D","02/20/2019","24",12197.0
"D","02/21/2019","01",12012.0
"D","02/21/2019","02",11816.0
"D","02/21/2019","03",11587.0
"D","02/21/2019","04",11769.0
"D","02/21/2019","05",11862.0
"D","02/21/2019","06",12443.0
"D","02/21/2019","07",14199.0
"D","02/21/2019","08",15199.0
"D","02/21/2019","09",15002.0
"D","02/21/2019","10",14578.0
"D","02/21/2019","11",14159.0
"D","02/21/2019","12",13685.0
"D","02/21/2019","13",13392.0
"D","02/21/2019","14",13326.0
"D","02/21/2019","15",13258.0
"D","02/21/2019","16",13317.0
"D","02/21/2019","17",13803.0
"D","02/21/2019","18",14873.0
"D","02/21/2019","19",15167.0
"D","02/21/2019","20",14785.0
"D","02/21/2019","21",14230.0
"D","02/21/2019","22",13493.0
"D","02/21/2019","23",12322.0
"D","02/21/2019","24",11606.0
"D","02/22/2019","01",12158.0
"D","02/22/2019","02",12333.0
"D","02/22/2019","03",12284.0
"D","02/22/2019","04",12150.0
"D","02/22/2019","05",12472.0
"D","02/22/2019","06",12656.0
"D","02/22/2019","07",14053.0
"D","02/22/2019","08",14530.0
"D","02/22/2019","09",14518.0
"D","02/22/2019","10",14018.0
"D","02/22/2019","11",13843.0
"D","02/22/2019","12",13577.0
"D","02/22/2019","13",13358.0
"D","02/22/2019","14",13181.0
"D","02/22/2019","15",13018.0
"D","02/22/2019","16",13141.0
"D","02/22/2019","17",13813.0
"D","02/22/2019","18",14756.0
"D","02/22/2019","19",15076.0
"D","02/22/2019","20",14628.0
"D","02/22/2019","21",14197.0
"D","02/22/2019","22",13674.0
"D","02/22/2019","23",12834.0
"D","02/22/2019","24",12050.0
"D","02/23/2019","01",12021.0
"D","02/23/2019","02",12201.0
"D","02/23/2019","03",12123.0
"D","02/23/2019","04",12070.0
"D","02/23/2019","05",11963.0
"D","02/23/2019","06",12330.0
"D","02/23/2019","07",12536.0
"D","02/23/2019","08",13230.0
"D","02/23/2019","09",13446.0
"D","02/23/2019","10",13556.0
"D","02/23/2019","11",13396.0
"D","02/23/2019","12",13071.0
"D","02/23/2019","13",12927.0
"D","02/23/2019","14",12650.0
"D","02/23/2019","15",12613.0
"D","02/23/2019","16",12874.0
"D","02/23/2019","17",13403.0
"D","02/23/2019","18",14728.0
"D","02/23/2019","19",14747.0
"D","02/23/2019","20",14199.0
"D","02/23/2019","21",13618.0
"D","02/23/2019","22",12956.0
"D","02/23/2019","23",12354.0
"D","02/23/2019","24",11947.0
"D","02/24/2019","01",11046.0
"D","02/24/2019","02",10737.0
"D","02/24/2019","03",10917.0
"D","02/24/2019","04",10851.0
"D","02/24/2019","05",10723.0
"D","02/24/2019","06",10997.0
"D","02/24/2019","07",11250.0
"D","02/24/2019","08",12024.0
"D","02/24/2019","09",12458.0
"D","02/24/2019","10",12932.0
"D","02/24/2019","11",13048.0
"D","02/24/2019","12",12906.0
"D","02/24/2019","13",12932.0
"D","02/24/2019","14",12891.0
"D","02/24/2019","15",12696.0
"D","02/24/2019","16",12745.0
"D","02/24/2019","17",13352.0
"D","02/24/2019","18",14215.0
"D","02/24/2019","19",14210.0
"D","02/24/2019","20",13874.0
"D","02/24/2019","21",13335.0
"D","02/24/2019","22",12488.0
"D","02/24/2019","23",11560.0
"D","02/24/2019","24",10928.0
"D","02/25/2019","01",10846.0
"D","02/25/2019","02",10867.0
"D","02/25/2019","03",10812.0
"D","02/25/2019","04",10851.0
"D","02/25/2019","05",10891.0
"D","02/25/2019","06",11600.0
"D","02/25/2019","07",12871.0
"D","02/25/2019","08",13971.0
"D","02/25/2019","09",14162.0
"D","02/25/2019","10",14056.0
"D","02/25/2019","11",13948.0
"D","02/25/2019","12",13797.0
"D","02/25/2019","13",13674.0
"D","02/25/2019","14",13570.0
"D","02/25/2019","15",13476.0
"D","02/25/2019","16",13645.0
"D","02/25/2019","17",14318.0
"D","02/25/2019","18",15388.0
"D","02/25/2019","19",15655.0
"D","02/25/2019","20",15422.0
"D","02/25/2019","21",14836.0
"D","02/25/2019","22",14019.0
"D","02/25/2019","23",12782.0
"D","02/25/2019","24",12027.0
"D","02/26/2019","01",11652.0
"D","02/26/2019","02",11594.0
"D","02/26/2019","03",11423.0
"D","02/26/2019","04",11370.0
"D","02/26/2019","05",11757.0
"D","02/26/2019","06",12777.0
"D","02/26/2019","07",14173.0
"D","02/26/2019","08",15299.0
"D","02/26/2019","09",15307.0
"D","02/26/2019","10",14760.0
"D","02/26/2019","11",14686.0
"D","02/26/2019","12",14521.0
"D","02/26/2019","13",14240.0
"D","02/26/2019","14",14220.0
"D","02/26/2019","15",14281.0
"D","02/26/2019","16",14493.0
"D","02/26/2019","17",15215.0
"D","02/26/2019","18",16475.0
"D","02/26/2019","19",16954.0
"D","02/26/2019","20",16705.0
"D","02/26/2019","21",16082.0
"D","02/26/2019","22",15037.0
"D","02/26/2019","23",13878.0
"D","02/26/2019","24",13055.0
"D","02/27/2019","01",12964.0
"D","02/27/2019","02",12610.0
"D","02/27/2019","03",12517.0
"D","02/27/2019","04",12625.0
"D","02/27/2019","05",12910.0
"D","02/27/2019","06",13958.0
"D","02/27/2019","07",15680.0
"D","02/27/2019","08",16769.0
"D","02/27/2019","09",16483.0
"D","02/27/2019","10",15893.0
"D","02/27/2019","11",15707.0
"D","02/27/2019","12",15699.0
"D","02/27/2019","13",15521.0
"D","02/27/2019","14",15277.0
"D","02/27/2019","15",15527.0
"D","02/27/2019","16",15442.0
"D","02/27/2019","17",15989.0
"D","02/27/2019","18",17308.0
"D","02/27/2019","19",17339.0
"D","02/27/2019","20",16753.0
"D","02/27/2019","21",16167.0
"D","02/27/2019","22",15056.0
"D","02/27/2019","23",13908.0
"D","02/27/2019","24",12860.0
"D","02/28/2019","01",12650.0
"D","02/28/2019","02",12304.0
"D","02/28/2019","03",12214.0
"D","02/28/2019","04",12228.0
"D","02/28/2019","05",12342.0
"D","02/28/2019","06",13035.0
"D","02/28/2019","07",14947.0
"D","02/28/2019","08",15951.0
"D","02/28/2019","09",15923.0
"D","02/28/2019","10",15861.0
"D","02/28/2019","11",15734.0
"D","02/28/2019","12",15495.0
"D","02/28/2019","13",15205.0
"D","02/28/2019","14",14757.0
"D","02/28/2019","15",14773.0
"D","02/28/2019","16",14681.0
"D","02/28/2019","17",14975.0
"D","02/28/2019","18",16399.0
"D","02/28/2019","19",16600.0
"D","02/28/2019","20",16415.0
"D","02/28/2019","21",15784.0
"D","02/28/2019","22",15001.0
"D","02/28/2019","23",13807.0
"D","02/28/2019","24",13004.0
"D","03/01/2019","01",12400.0
"D","03/01/2019","02",12223.0
"D","03/01/2019","03",12129.0
"D","03/01/2019","04",12206.0
"D","03/01/2019","05",12375.0
"D","03/01/2019","06",13380.0
"D","03/01/2019","07",15065.0
"D","03/01/2019","08",15911.0
"D","03/01/2019","09",15596.0
"D","03/01/2019","10",15327.0
"D","03/01/2019","11",15012.0
"D","03/01/2019","12",14374.0
"D","03/01/2019","13",14542.0
"D","03/01/2019","14",14428.0
"D","03/01/2019","15",14211.0
"D","03/01/2019","16",14017.0
"D","03/01/2019","17",14166.0
"D","03/01/2019","18",15173.0
"D","03/01/2019","19",15507.0
"D","03/01/2019","20",15127.0
"D","03/01/2019","21",14676.0
"D","03/01/2019","22",13863.0
"D","03/01/2019","23",12901.0
"D","03/01/2019","24",12265.0
"T","360 lines"
