"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20191126_20191210.csv"
"C","Report for: 11/26/2019 - 12/10/2019"
"C","Report generated: 11/27/2020 19:13:29 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","11/26/2019","01",10635.0
"D","11/26/2019","02",10375.0
"D","11/26/2019","03",10204.0
"D","11/26/2019","04",10323.0
"D","11/26/2019","05",10676.0
"D","11/26/2019","06",11430.0
"D","11/26/2019","07",13364.0
"D","11/26/2019","08",14244.0
"D","11/26/2019","09",13955.0
"D","11/26/2019","10",13168.0
"D","11/26/2019","11",12800.0
"D","11/26/2019","12",12694.0
"D","11/26/2019","13",12698.0
"D","11/26/2019","14",12688.0
"D","11/26/2019","15",12876.0
"D","11/26/2019","16",13267.0
"D","11/26/2019","17",14251.0
"D","11/26/2019","18",15132.0
"D","11/26/2019","19",14685.0
"D","11/26/2019","20",14336.0
"D","11/26/2019","21",13701.0
"D","11/26/2019","22",12746.0
"D","11/26/2019","23",11560.0
"D","11/26/2019","24",10506.0
"D","11/27/2019","01",10392.0
"D","11/27/2019","02",10341.0
"D","11/27/2019","03",10193.0
"D","11/27/2019","04",10326.0
"D","11/27/2019","05",10349.0
"D","11/27/2019","06",10999.0
"D","11/27/2019","07",12531.0
"D","11/27/2019","08",13635.0
"D","11/27/2019","09",13785.0
"D","11/27/2019","10",13851.0
"D","11/27/2019","11",13802.0
"D","11/27/2019","12",13793.0
"D","11/27/2019","13",13837.0
"D","11/27/2019","14",13701.0
"D","11/27/2019","15",13665.0
"D","11/27/2019","16",13727.0
"D","11/27/2019","17",14412.0
"D","11/27/2019","18",14886.0
"D","11/27/2019","19",14537.0
"D","11/27/2019","20",14090.0
"D","11/27/2019","21",13423.0
"D","11/27/2019","22",12257.0
"D","11/27/2019","23",11257.0
"D","11/27/2019","24",10104.0
"D","11/28/2019","01",9870.0
"D","11/28/2019","02",10076.0
"D","11/28/2019","03",10082.0
"D","11/28/2019","04",10048.0
"D","11/28/2019","05",10251.0
"D","11/28/2019","06",10702.0
"D","11/28/2019","07",10794.0
"D","11/28/2019","08",11395.0
"D","11/28/2019","09",12505.0
"D","11/28/2019","10",12631.0
"D","11/28/2019","11",13074.0
"D","11/28/2019","12",13018.0
"D","11/28/2019","13",12455.0
"D","11/28/2019","14",12183.0
"D","11/28/2019","15",12034.0
"D","11/28/2019","16",12159.0
"D","11/28/2019","17",12854.0
"D","11/28/2019","18",13253.0
"D","11/28/2019","19",13132.0
"D","11/28/2019","20",12960.0
"D","11/28/2019","21",12522.0
"D","11/28/2019","22",11807.0
"D","11/28/2019","23",11121.0
"D","11/28/2019","24",10171.0
"D","11/29/2019","01",10675.0
"D","11/29/2019","02",10530.0
"D","11/29/2019","03",10386.0
"D","11/29/2019","04",10630.0
"D","11/29/2019","05",10610.0
"D","11/29/2019","06",11027.0
"D","11/29/2019","07",12073.0
"D","11/29/2019","08",12334.0
"D","11/29/2019","09",12297.0
"D","11/29/2019","10",12115.0
"D","11/29/2019","11",11940.0
"D","11/29/2019","12",11791.0
"D","11/29/2019","13",11814.0
"D","11/29/2019","14",11912.0
"D","11/29/2019","15",12160.0
"D","11/29/2019","16",12984.0
"D","11/29/2019","17",13964.0
"D","11/29/2019","18",14536.0
"D","11/29/2019","19",14041.0
"D","11/29/2019","20",13767.0
"D","11/29/2019","21",13294.0
"D","11/29/2019","22",12405.0
"D","11/29/2019","23",11658.0
"D","11/29/2019","24",10592.0
"D","11/30/2019","01",10714.0
"D","11/30/2019","02",10726.0
"D","11/30/2019","03",10566.0
"D","11/30/2019","04",10663.0
"D","11/30/2019","05",10843.0
"D","11/30/2019","06",11018.0
"D","11/30/2019","07",11937.0
"D","11/30/2019","08",12756.0
"D","11/30/2019","09",13072.0
"D","11/30/2019","10",12871.0
"D","11/30/2019","11",12498.0
"D","11/30/2019","12",12127.0
"D","11/30/2019","13",12154.0
"D","11/30/2019","14",12036.0
"D","11/30/2019","15",12326.0
"D","11/30/2019","16",13076.0
"D","11/30/2019","17",14509.0
"D","11/30/2019","18",15109.0
"D","11/30/2019","19",14521.0
"D","11/30/2019","20",14314.0
"D","11/30/2019","21",13710.0
"D","11/30/2019","22",13083.0
"D","11/30/2019","23",12284.0
"D","11/30/2019","24",11484.0
"D","12/01/2019","01",11548.0
"D","12/01/2019","02",11495.0
"D","12/01/2019","03",11619.0
"D","12/01/2019","04",11586.0
"D","12/01/2019","05",11471.0
"D","12/01/2019","06",11717.0
"D","12/01/2019","07",12049.0
"D","12/01/2019","08",13202.0
"D","12/01/2019","09",13696.0
"D","12/01/2019","10",13923.0
"D","12/01/2019","11",13983.0
"D","12/01/2019","12",14115.0
"D","12/01/2019","13",14204.0
"D","12/01/2019","14",14203.0
"D","12/01/2019","15",14414.0
"D","12/01/2019","16",14807.0
"D","12/01/2019","17",16096.0
"D","12/01/2019","18",16683.0
"D","12/01/2019","19",16095.0
"D","12/01/2019","20",15614.0
"D","12/01/2019","21",14718.0
"D","12/01/2019","22",13669.0
"D","12/01/2019","23",12740.0
"D","12/01/2019","24",11696.0
"D","12/02/2019","01",11395.0
"D","12/02/2019","02",11146.0
"D","12/02/2019","03",11234.0
"D","12/02/2019","04",11233.0
"D","12/02/2019","05",11075.0
"D","12/02/2019","06",11747.0
"D","12/02/2019","07",13676.0
"D","12/02/2019","08",14858.0
"D","12/02/2019","09",14985.0
"D","12/02/2019","10",15260.0
"D","12/02/2019","11",15238.0
"D","12/02/2019","12",15252.0
"D","12/02/2019","13",15206.0
"D","12/02/2019","14",15192.0
"D","12/02/2019","15",15099.0
"D","12/02/2019","16",15246.0
"D","12/02/2019","17",16531.0
"D","12/02/2019","18",17199.0
"D","12/02/2019","19",16505.0
"D","12/02/2019","20",15919.0
"D","12/02/2019","21",14825.0
"D","12/02/2019","22",13687.0
