"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190913_20190927.csv"
"C","Report for: 09/13/2019 - 09/27/2019"
"C","Report generated: 11/27/2020 19:10:57 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","09/13/2019","01",9894.0
"D","09/13/2019","02",10369.0
"D","09/13/2019","03",10047.0
"D","09/13/2019","04",9748.0
"D","09/13/2019","05",10111.0
"D","09/13/2019","06",10380.0
"D","09/13/2019","07",11682.0
"D","09/13/2019","08",12425.0
"D","09/13/2019","09",12495.0
"D","09/13/2019","10",12379.0
"D","09/13/2019","11",12324.0
"D","09/13/2019","12",12314.0
"D","09/13/2019","13",12348.0
"D","09/13/2019","14",12406.0
"D","09/13/2019","15",12539.0
"D","09/13/2019","16",12580.0
"D","09/13/2019","17",12843.0
"D","09/13/2019","18",13039.0
"D","09/13/2019","19",13508.0
"D","09/13/2019","20",13626.0
"D","09/13/2019","21",12933.0
"D","09/13/2019","22",12069.0
"D","09/13/2019","23",10740.0
"D","09/13/2019","24",9808.0
"D","09/14/2019","01",9022.0
"D","09/14/2019","02",9049.0
"D","09/14/2019","03",8877.0
"D","09/14/2019","04",8892.0
"D","09/14/2019","05",9009.0
"D","09/14/2019","06",9168.0
"D","09/14/2019","07",9560.0
"D","09/14/2019","08",9889.0
"D","09/14/2019","09",10497.0
"D","09/14/2019","10",10887.0
"D","09/14/2019","11",11131.0
"D","09/14/2019","12",11074.0
"D","09/14/2019","13",11417.0
"D","09/14/2019","14",11520.0
"D","09/14/2019","15",11663.0
"D","09/14/2019","16",11924.0
"D","09/14/2019","17",12260.0
"D","09/14/2019","18",13056.0
"D","09/14/2019","19",13084.0
"D","09/14/2019","20",13246.0
"D","09/14/2019","21",12649.0
"D","09/14/2019","22",11597.0
"D","09/14/2019","23",10752.0
"D","09/14/2019","24",9951.0
"D","09/15/2019","01",9684.0
"D","09/15/2019","02",9253.0
"D","09/15/2019","03",9182.0
"D","09/15/2019","04",9180.0
"D","09/15/2019","05",9424.0
"D","09/15/2019","06",9613.0
"D","09/15/2019","07",9904.0
"D","09/15/2019","08",10596.0
"D","09/15/2019","09",11100.0
"D","09/15/2019","10",11538.0
"D","09/15/2019","11",11865.0
"D","09/15/2019","12",11942.0
"D","09/15/2019","13",12066.0
