"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20190928_20191012.csv"
"C","Report for: 09/28/2019 - 10/12/2019"
"C","Report generated: 11/27/2020 19:11:24 EST"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","09/28/2019","01",8974.0
"D","09/28/2019","02",8821.0
"D","09/28/2019","03",8605.0
"D","09/28/2019","04",8551.0
"D","09/28/2019","05",8615.0
"D","09/28/2019","06",8960.0
"D","09/28/2019","07",9322.0
"D","09/28/2019","08",9803.0
"D","09/28/2019","09",10510.0
"D","09/28/2019","10",10761.0
"D","09/28/2019","11",11106.0
"D","09/28/2019","12",10980.0
"D","09/28/2019","13",11249.0
"D","09/28/2019","14",11666.0
"D","09/28/2019","15",11999.0
"D","09/28/2019","16",12285.0
"D","09/28/2019","17",13113.0
"D","09/28/2019","18",13902.0
"D","09/28/2019","19",14084.0
"D","09/28/2019","20",14054.0
"D","09/28/2019","21",13375.0
"D","09/28/2019","22",12485.0
"D","09/28/2019","23",11631.0
"D","09/28/2019","24",10553.0
"D","09/29/2019","01",9893.0
"D","09/29/2019","02",9425.0
"D","09/29/2019","03",9019.0
"D","09/29/2019","04",8729.0
"D","09/29/2019","05",8925.0
"D","09/29/2019","06",9173.0
"D","09/29/2019","07",9835.0
"D","09/29/2019","08",10014.0
"D","09/29/2019","09",10545.0
"D","09/29/2019","10",10617.0
"D","09/29/2019","11",10705.0
"D","09/29/2019","12",10737.0
"D","09/29/2019","13",10954.0
"D","09/29/2019","14",10969.0
"D","09/29/2019","15",11088.0
"D","09/29/2019","16",11653.0
"D","09/29/2019","17",12346.0
"D","09/29/2019","18",13088.0
"D","09/29/2019","19",13188.0
"D","09/29/2019","20",13286.0
"D","09/29/2019","21",12623.0
"D","09/29/2019","22",11752.0
"D","09/29/2019","23",10630.0
"D","09/29/2019","24",9629.0
"D","09/30/2019","01",9505.0
"D","09/30/2019","02",9686.0
"D","09/30/2019","03",9396.0
"D","09/30/2019","04",9398.0
"D","09/30/2019","05",9543.0
"D","09/30/2019","06",9925.0
"D","09/30/2019","07",11554.0
"D","09/30/2019","08",12721.0
"D","09/30/2019","09",12722.0
"D","09/30/2019","10",12243.0
"D","09/30/2019","11",12152.0
"D","09/30/2019","12",12192.0
"D","09/30/2019","13",12176.0
"D","09/30/2019","14",12236.0
"D","09/30/2019","15",12501.0
