"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20191219.csv"
"C","Report for: 12/19/2019 - 12/19/2019"
"C","Report generated: 12/18/2019 12:36:29 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","12/19/2019","16","4438","LD.OLD_TOWN13.8","NETWORK NODE",109.72,109.56,0.24,-0.08
"D","12/19/2019","16","4439","LD.TRAPFALS13.8","NETWORK NODE",109.17,109.56,0.24,-0.63
"D","12/19/2019","16","4440","LD.ANSONIA 13.8","NETWORK NODE",109.35,109.56,0.24,-0.45
"D","12/19/2019","16","4441","LD.INDIAN  13.8","NETWORK NODE",109.3,109.56,0.24,-0.5
"D","12/19/2019","16","4442","LD.JUNE_ST 13.8","NETWORK NODE",110.65,109.56,0.24,0.85
"D","12/19/2019","16","4443","LD.BARNUM  13.8","NETWORK NODE",109.72,109.56,0.24,-0.08
"D","12/19/2019","16","4444","LD.SO_HERO 13.2","NETWORK NODE",107.69,109.56,0.24,-2.11
"D","12/19/2019","16","4445","LD.BERLINVT34.5","NETWORK NODE",108.88,109.56,0.24,-0.92
"D","12/19/2019","16","4446","LD.STJHNSBY34.5","NETWORK NODE",104.92,109.56,0.24,-4.88
"D","12/19/2019","16","4447","LD.IRASBURG46","NETWORK NODE",102.46,109.56,0.24,-7.34
"D","12/19/2019","16","4448","LD.HIGHGATE46","NETWORK NODE",101.27,109.56,0.24,-8.53
"D","12/19/2019","16","4449","LD.STALBANS34.5","NETWORK NODE",104.21,109.56,0.24,-5.59
"D","12/19/2019","16","4450","LD.E_FAIRFX34.5","NETWORK NODE",105.97,109.56,0.24,-3.83
"D","12/19/2019","16","4451","LD.ESSEX   34.5","NETWORK NODE",108.77,109.56,0.24,-1.03
"D","12/19/2019","16","4453","LD.EAST_AVE13.8","NETWORK NODE",108.82,109.56,0.24,-0.98
"D","12/19/2019","16","4454","LD.QUEENCTY34.5","NETWORK NODE",109.7,109.56,0.24,-0.1
"D","12/19/2019","16","4455","LD.QUEENCTY13.8","NETWORK NODE",109.7,109.56,0.24,-0.1
"D","12/19/2019","16","4456","LD.NEW_HAVN46","NETWORK NODE",109.95,109.56,0.24,0.15
"D","12/19/2019","16","4457","LD.MIDLEBRY46","NETWORK NODE",110.11,109.56,0.24,0.31
"D","12/19/2019","16","4458","LD.BLISVILL46  ","NETWORK NODE",110.18,109.56,0.24,0.38
"D","12/19/2019","16","4459","LD.N_RUTLND46","NETWORK NODE",110.29,109.56,0.24,0.49
"D","12/19/2019","16","4460","LD.ASCUTNEY46","NETWORK NODE",111.3,109.56,0.24,1.5
"D","12/19/2019","16","4461","LD.FLORNCE 46","NETWORK NODE",109.9,109.56,0.24,0.1
"D","12/19/2019","16","4462","LD.WINDSOR 46  ","NETWORK NODE",111.3,109.56,0.24,1.5
"D","12/19/2019","16","4463","LD.HARTFDVT46","NETWORK NODE",112.19,109.56,0.24,2.39
"D","12/19/2019","16","4464","LD.CHELSEVT46","NETWORK NODE",109.62,109.56,0.24,-0.18
"D","12/19/2019","16","4466","LD.MIDDLESX34.5","NETWORK NODE",109.07,109.56,0.24,-0.73
"D","12/19/2019","16","4467","LD.VERNONRD69  ","NETWORK NODE",109.34,109.56,0.24,-0.46
"D","12/19/2019","16","4468","LD.BENINGTN46  ","NETWORK NODE",108.63,109.56,0.24,-1.17
"D","12/19/2019","16","4469","LD.BENINGTN69","NETWORK NODE",108.65,109.56,0.24,-1.15
"D","12/19/2019","16","4470","LD.COLD_RV 46  ","NETWORK NODE",110.43,109.56,0.24,0.63
"D","12/19/2019","16","4471","LD.N_READNG13.8","NETWORK NODE",109.0,109.56,0.24,-0.8
"D","12/19/2019","16","4472","LD.BUDDNGTN33.0","NETWORK NODE",111.43,109.56,0.24,1.63
"D","12/19/2019","16","4473","LD.DUDLEY  34.5","NETWORK NODE",110.94,109.56,0.24,1.14
"D","12/19/2019","16","4474","LD.FORT_HIL34.5","NETWORK NODE",110.74,109.56,0.24,0.94
"D","12/19/2019","16","4475","LD.BEAN_HIL13.8","NETWORK NODE",110.94,109.56,0.24,1.14
"D","12/19/2019","16","4476","LD.STERLING13.8","NETWORK NODE",109.82,109.56,0.24,0.02
"D","12/19/2019","16","4477","LD.PAXTON  115","NETWORK NODE",111.8,109.56,0.24,2.0
"D","12/19/2019","16","4478","LD.W_BOYLST13.8","NETWORK NODE",109.84,109.56,0.24,0.04
"D","12/19/2019","16","4479","LD.ASHBRNHM115","NETWORK NODE",110.17,109.56,0.24,0.37
"D","12/19/2019","16","4480","LD.MANSFLD 13.8","NETWORK NODE",111.26,109.56,0.24,1.46
"D","12/19/2019","16","4482","LD.N_ATTLEB13.8T1_LD","NETWORK NODE",111.21,109.56,0.24,1.41
"D","12/19/2019","16","4484","LD.LITTLTN 25","NETWORK NODE",108.7,109.56,0.24,-1.1
"D","12/19/2019","16","4486","LD.HOLYOKE 13.8","NETWORK NODE",112.57,109.56,0.24,2.77
"D","12/19/2019","16","4487","LD.INGLESID13.8","NETWORK NODE",112.88,109.56,0.24,3.08
"D","12/19/2019","16","4488","LD.BERKSHRE23","NETWORK NODE",108.55,109.56,0.24,-1.25
"D","12/19/2019","16","4489","LD.LUDLOW  13.8","NETWORK NODE",111.87,109.56,0.24,2.07
"D","12/19/2019","16","4490","LD.N_BLOOM 23","NETWORK NODE",111.96,109.56,0.24,2.16
"D","12/19/2019","16","4491","LD.MANCHSTR23","NETWORK NODE",111.41,109.56,0.24,1.61
"D","12/19/2019","16","4492","LD.CARD    23","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4493","LD.CARD    69","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4494","LD.MILSTONE345","NETWORK NODE",110.01,109.56,0.24,0.21
"D","12/19/2019","16","4495","LD.GALE_FRY69","NETWORK NODE",111.34,109.56,0.24,1.54
"D","12/19/2019","16","4498","LD.CANAL_NU23","NETWORK NODE",110.27,109.56,0.24,0.47
"D","12/19/2019","16","4499","LD.NOERA_ST13.8","NETWORK NODE",109.77,109.56,0.24,-0.03
"D","12/19/2019","16","4500","LD.PARTRIDG23    ","NETWORK NODE",108.95,109.56,0.24,-0.85
"D","12/19/2019","16","4501","LD.DOREEN  23","NETWORK NODE",108.97,109.56,0.24,-0.83
"D","12/19/2019","16","4503","LD.OSWALD  23","NETWORK NODE",109.51,109.56,0.24,-0.29
"D","12/19/2019","16","4504","LD.WOODLAND23","NETWORK NODE",109.75,109.56,0.24,-0.05
"D","12/19/2019","16","4505","LD.PLEASANT23","NETWORK NODE",110.56,109.56,0.24,0.76
"D","12/19/2019","16","4506","LD.BLANFORD23","NETWORK NODE",112.06,109.56,0.24,2.26
"D","12/19/2019","16","4507","LD.PLAINFLD23","NETWORK NODE",108.86,109.56,0.24,-0.94
"D","12/19/2019","16","4508","LD.ASHFIELD23","NETWORK NODE",109.06,109.56,0.24,-0.74
"D","12/19/2019","16","4509","LD.CUMBRLND13.8","NETWORK NODE",109.47,109.56,0.24,-0.33
"D","12/19/2019","16","4510","LD.MONTAGUE13.8","NETWORK NODE",109.33,109.56,0.24,-0.47
"D","12/19/2019","16","4511","LD.FRENCHKG13.8","NETWORK NODE",108.9,109.56,0.24,-0.9
"D","12/19/2019","16","4514","LD.PINESHED13.8","NETWORK NODE",112.53,109.56,0.24,2.73
"D","12/19/2019","16","4515","LD.MIDWAY  13.8","NETWORK NODE",113.66,109.56,0.24,3.86
"D","12/19/2019","16","4517","LD.GUNN    23","NETWORK NODE",113.37,109.56,0.24,3.57
"D","12/19/2019","16","4518","LD.BUCK_PD 115","NETWORK NODE",113.03,109.56,0.24,3.23
"D","12/19/2019","16","4519","LD.AGAWAM  13.8","NETWORK NODE",112.23,109.56,0.24,2.43
"D","12/19/2019","16","4520","LD.ELM     23","NETWORK NODE",112.71,109.56,0.24,2.91
"D","12/19/2019","16","4521","LD.SOUTHWCK23","NETWORK NODE",112.47,109.56,0.24,2.67
"D","12/19/2019","16","4522","LD.SILVER  13.8","NETWORK NODE",112.32,109.56,0.24,2.52
"D","12/19/2019","16","4523","LD.PIPER   13.8","NETWORK NODE",112.36,109.56,0.24,2.56
"D","12/19/2019","16","4524","LD.CHICOPEE13.8","NETWORK NODE",112.44,109.56,0.24,2.64
"D","12/19/2019","16","4525","LD.ORCHARD 13.8","NETWORK NODE",112.18,109.56,0.24,2.38
"D","12/19/2019","16","4526","LD.E_SPRFLD13.8","NETWORK NODE",112.3,109.56,0.24,2.5
"D","12/19/2019","16","4527","LD.BRECKWOD13.8","NETWORK NODE",112.36,109.56,0.24,2.56
"D","12/19/2019","16","4528","LD.W_SPRFLD13.8","NETWORK NODE",112.37,109.56,0.24,2.57
"D","12/19/2019","16","4529","LD.CLINTON 13.8","NETWORK NODE",112.37,109.56,0.24,2.57
"D","12/19/2019","16","4530","LD.SCITICO 23","NETWORK NODE",112.81,109.56,0.24,3.01
"D","12/19/2019","16","4531","LD.FRNCONIA13.8","NETWORK NODE",112.72,109.56,0.24,2.92
"D","12/19/2019","16","4532","LD.BLOOMFLD23","NETWORK NODE",112.53,109.56,0.24,2.73
"D","12/19/2019","16","4533","LD.NW_HARTF23","NETWORK NODE",113.0,109.56,0.24,3.2
"D","12/19/2019","16","4534","LD.SW_HARTF23","NETWORK NODE",113.08,109.56,0.24,3.28
"D","12/19/2019","16","4535","LD.S_MEADOW23","NETWORK NODE",112.05,109.56,0.24,2.25
"D","12/19/2019","16","4536","LD.E_HARTFR23","NETWORK NODE",111.83,109.56,0.24,2.03
"D","12/19/2019","16","4537","LD.S_WINDSR13.8","NETWORK NODE",111.58,109.56,0.24,1.78
"D","12/19/2019","16","4538","LD.BARBOURH23","NETWORK NODE",111.39,109.56,0.24,1.59
"D","12/19/2019","16","4539","LD.ROCKVILE115","NETWORK NODE",111.39,109.56,0.24,1.59
"D","12/19/2019","16","4540","LD.ENFIELD 27.6","NETWORK NODE",111.39,109.56,0.24,1.59
"D","12/19/2019","16","4541","LD.WNDSRLKS27.6","NETWORK NODE",111.39,109.56,0.24,1.59
"D","12/19/2019","16","4542","LD.FRMNGTON23","NETWORK NODE",113.03,109.56,0.24,3.23
"D","12/19/2019","16","4543","LD.E_NBRITN13.8","NETWORK NODE",112.84,109.56,0.24,3.04
"D","12/19/2019","16","4544","LD.BERLIN  13.8","NETWORK NODE",112.53,109.56,0.24,2.73
"D","12/19/2019","16","4545","LD.ROCKY_HL23","NETWORK NODE",112.52,109.56,0.24,2.72
"D","12/19/2019","16","4546","LD.WESTSIDE13.2","NETWORK NODE",112.71,109.56,0.24,2.91
"D","12/19/2019","16","4547","LD.DOOLEY  13.2","NETWORK NODE",112.09,109.56,0.24,2.29
"D","12/19/2019","16","4548","LD.PORTLAND23","NETWORK NODE",111.44,109.56,0.24,1.64
"D","12/19/2019","16","4549","LD.HOPEWELL23","NETWORK NODE",111.59,109.56,0.24,1.79
"D","12/19/2019","16","4550","LD.P&WAIRCT115","NETWORK NODE",111.18,109.56,0.24,1.38
"D","12/19/2019","16","4551","LD.HADDAM  23","NETWORK NODE",110.33,109.56,0.24,0.53
"D","12/19/2019","16","4552","LD.BOKUM   27.6","NETWORK NODE",111.29,109.56,0.24,1.49
"D","12/19/2019","16","4553","LD.GREEN_HL23","NETWORK NODE",112.33,109.56,0.24,2.53
"D","12/19/2019","16","4554","LD.BROOKLYN23.0","NETWORK NODE",110.06,109.56,0.24,0.26
"D","12/19/2019","16","4555","LD.BRANFORD23  ","NETWORK NODE",112.03,109.56,0.24,2.23
"D","12/19/2019","16","4556","LD.BRANF_RR115","NETWORK NODE",111.76,109.56,0.24,1.96
"D","12/19/2019","16","4558","LD.STCKHOSE13.8","NETWORK NODE",110.99,109.56,0.24,1.19
"D","12/19/2019","16","4559","LD.TUNNEL  23.0","NETWORK NODE",110.78,109.56,0.24,0.98
"D","12/19/2019","16","4560","LD.TRACY   23.0","NETWORK NODE",109.98,109.56,0.24,0.18
"D","12/19/2019","16","4562","LD.WILLIAMS13.2","NETWORK NODE",110.52,109.56,0.24,0.72
"D","12/19/2019","16","4564","LD.MYSTC_NU34.5","NETWORK NODE",111.99,109.56,0.24,2.19
"D","12/19/2019","16","4565","LD.NE_SIMSB23","NETWORK NODE",112.18,109.56,0.24,2.38
"D","12/19/2019","16","4566","LD.CANTON  23","NETWORK NODE",112.26,109.56,0.24,2.46
"D","12/19/2019","16","4567","LD.FRNKLNDR13.2","NETWORK NODE",111.8,109.56,0.24,2.0
"D","12/19/2019","16","4568","LD.CAMPVILL27.6","NETWORK NODE",111.22,109.56,0.24,1.42
"D","12/19/2019","16","4569","LD.THOMASTN13.8","NETWORK NODE",111.34,109.56,0.24,1.54
"D","12/19/2019","16","4570","LD.CHIPINHL13.8","NETWORK NODE",111.42,109.56,0.24,1.62
"D","12/19/2019","16","4571","LD.BRISTOL 13.8","NETWORK NODE",111.51,109.56,0.24,1.71
"D","12/19/2019","16","4572","LD.FORESTVL13.8","NETWORK NODE",112.22,109.56,0.24,2.42
"D","12/19/2019","16","4574","LD.BLACK_RK13.8","NETWORK NODE",110.93,109.56,0.24,1.13
"D","12/19/2019","16","4575","LD.E_MERDEN13.8","NETWORK NODE",111.08,109.56,0.24,1.28
"D","12/19/2019","16","4577","LD.COLONY  13.8","NETWORK NODE",111.08,109.56,0.24,1.28
"D","12/19/2019","16","4579","LD.TODD    13.8","NETWORK NODE",110.01,109.56,0.24,0.21
"D","12/19/2019","16","4580","LD.SHAWS_HL13.8","NETWORK NODE",109.17,109.56,0.24,-0.63
"D","12/19/2019","16","4581","LD.FREIGHT 13.8","NETWORK NODE",109.07,109.56,0.24,-0.73
"D","12/19/2019","16","4582","LD.BUNKR_HL13.8","NETWORK NODE",108.9,109.56,0.24,-0.9
"D","12/19/2019","16","4583","LD.S_NAUGTK13.8","NETWORK NODE",108.35,109.56,0.24,-1.45
"D","12/19/2019","16","4584","LD.BEACN_FL13.8","NETWORK NODE",108.54,109.56,0.24,-1.26
"D","12/19/2019","16","4586","LD.STEVENSN27.6","NETWORK NODE",108.58,109.56,0.24,-1.22
"D","12/19/2019","16","4587","LD.SANDY_HK23","NETWORK NODE",108.83,109.56,0.24,-0.97
"D","12/19/2019","16","4588","LD.CARML_HL23","NETWORK NODE",109.54,109.56,0.24,-0.26
"D","12/19/2019","16","4590","LD.BULLSBDG27.6","NETWORK NODE",109.57,109.56,0.24,-0.23
"D","12/19/2019","16","4591","LD.W_BROKFD13.8","NETWORK NODE",109.59,109.56,0.24,-0.21
"D","12/19/2019","16","4592","LD.SHEPAUG 69","NETWORK NODE",109.2,109.56,0.24,-0.6
"D","12/19/2019","16","4593","LD.BATES_RK13.8","NETWORK NODE",109.57,109.56,0.24,-0.23
"D","12/19/2019","16","4594","LD.STONY_HL13.8","NETWORK NODE",109.5,109.56,0.24,-0.3
"D","12/19/2019","16","4595","LD.NEWTOWN 13.8","NETWORK NODE",109.09,109.56,0.24,-0.71
"D","12/19/2019","16","4596","LD.TRIANGLE13.8","NETWORK NODE",109.39,109.56,0.24,-0.41
"D","12/19/2019","16","4597","LD.MIDLE_RV13.8","NETWORK NODE",109.39,109.56,0.24,-0.41
"D","12/19/2019","16","4600","LD.NORWALK 27.6","NETWORK NODE",109.92,109.56,0.24,0.12
"D","12/19/2019","16","4601","LD.NORWALK 13.8","NETWORK NODE",109.92,109.56,0.24,0.12
"D","12/19/2019","16","4602","LD.GLENBROK13.2","NETWORK NODE",110.42,109.56,0.24,0.62
"D","12/19/2019","16","4604","LD.WATERSDE13.2","NETWORK NODE",110.67,109.56,0.24,0.87
"D","12/19/2019","16","4605","LD.COSCOB  26.4","NETWORK NODE",110.75,109.56,0.24,0.95
"D","12/19/2019","16","4606","LD.TOMAC   27.6","NETWORK NODE",110.63,109.56,0.24,0.83
"D","12/19/2019","16","4607","LD.SOUTHEND13.2","NETWORK NODE",110.47,109.56,0.24,0.67
"D","12/19/2019","16","4608","LD.DARIEN  13.2","NETWORK NODE",110.42,109.56,0.24,0.62
"D","12/19/2019","16","4609","LD.COMPO   13.8","NETWORK NODE",110.18,109.56,0.24,0.38
"D","12/19/2019","16","4610","LD.FLAX_HL 13.8","NETWORK NODE",110.3,109.56,0.24,0.5
"D","12/19/2019","16","4613","LD.WESTON  27.6","NETWORK NODE",109.86,109.56,0.24,0.06
"D","12/19/2019","16","4614","LD.DEVON_RR115","NETWORK NODE",109.69,109.56,0.24,-0.11
"D","12/19/2019","16","4615","LD.PODICK  13.8","NETWORK NODE",109.33,109.56,0.24,-0.47
"D","12/19/2019","16","4616","LD.FALSVL  69","NETWORK NODE",114.0,109.56,0.24,4.2
"D","12/19/2019","16","4617","LD.SALISBRY69","NETWORK NODE",114.54,109.56,0.24,4.74
"D","12/19/2019","16","4618","LD.SASCOCRK115","NETWORK NODE",110.1,109.56,0.24,0.3
"D","12/19/2019","16","4619","LD.WALNGFRD13.8","NETWORK NODE",111.42,109.56,0.24,1.62
"D","12/19/2019","16","4620","LD.N_WALFRD13.8","NETWORK NODE",111.11,109.56,0.24,1.31
"D","12/19/2019","16","4621","LD.NEWNGTON23","NETWORK NODE",112.98,109.56,0.24,3.18
"D","12/19/2019","16","4631","LD.ELLSWRTH34.5","NETWORK NODE",102.19,109.56,0.24,-7.61
"D","12/19/2019","16","4801","LD.5CORNRS 13.2T1 LD","NETWORK NODE",112.4,109.56,0.24,2.6
"D","12/19/2019","16","4802","LD.5CORNRS 13.2T2 LD","NETWORK NODE",112.4,109.56,0.24,2.6
"D","12/19/2019","16","4803","LD.AMHRST  13.8EAST LD","NETWORK NODE",112.4,109.56,0.24,2.6
"D","12/19/2019","16","4804","LD.AMHRST  13.8WEST LD","NETWORK NODE",109.33,109.56,0.24,-0.47
"D","12/19/2019","16","4805","LD.ANDREWSQ13.8110AC LD","NETWORK NODE",110.15,109.56,0.24,0.35
"D","12/19/2019","16","4806","LD.ANDREWSQ13.8110BD LD","NETWORK NODE",110.15,109.56,0.24,0.35
"D","12/19/2019","16","4809","LD.BALDWIN 13.8","NETWORK NODE",108.25,109.56,0.24,-1.55
"D","12/19/2019","16","4811","LD.BILERCA 23  T1 LD","NETWORK NODE",108.85,109.56,0.24,-0.95
"D","12/19/2019","16","4812","LD.BILERCA 23  T2 LD","NETWORK NODE",109.14,109.56,0.24,-0.66
"D","12/19/2019","16","4813","LD.BLACKBRN115 1X LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4814","LD.BLACKBRN115 2X LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4815","LD.CEDARHTS13.22X LD","NETWORK NODE",110.42,109.56,0.24,0.62
"D","12/19/2019","16","4816","LD.CEDARHTS13.23X LD","NETWORK NODE",110.42,109.56,0.24,0.62
"D","12/19/2019","16","4817","LD.CHATHAM 14.4","NETWORK NODE",110.21,109.56,0.24,0.41
"D","12/19/2019","16","4821","LD.CLARKSON12.5T1 LD","NETWORK NODE",110.57,109.56,0.24,0.77
"D","12/19/2019","16","4822","LD.CLARKSON12.5T2 LD","NETWORK NODE",110.57,109.56,0.24,0.77
"D","12/19/2019","16","4823","LD.CROSS_RD13.22X LD      ","NETWORK NODE",112.61,109.56,0.24,2.81
"D","12/19/2019","16","4824","LD.CROSS_RD13.21X LD    ","NETWORK NODE",112.61,109.56,0.24,2.81
"D","12/19/2019","16","4825","LD.DAVISVIL34.5T1 LD","NETWORK NODE",111.08,109.56,0.24,1.28
"D","12/19/2019","16","4826","LD.DAVISVIL34.5T2 LD","NETWORK NODE",110.88,109.56,0.24,1.08
"D","12/19/2019","16","4827","LD.DEWAR_ST13.8110A LD","NETWORK NODE",110.15,109.56,0.24,0.35
"D","12/19/2019","16","4829","LD.DEWAR_ST13.8110B LD","NETWORK NODE",110.15,109.56,0.24,0.35
"D","12/19/2019","16","4831","LD.DRAGONCT115","NETWORK NODE",105.85,109.56,0.24,-3.95
"D","12/19/2019","16","4833","LD.E_BEVRLY34.5T10 LD","NETWORK NODE",108.64,109.56,0.24,-1.16
"D","12/19/2019","16","4834","LD.E_BEVRLY34.5T20 LD","NETWORK NODE",108.65,109.56,0.24,-1.15
"D","12/19/2019","16","4837","LD.E_HOLBRK23  T1 LD","NETWORK NODE",109.49,109.56,0.24,-0.31
"D","12/19/2019","16","4838","LD.E_HOLBRK23  T2 LD","NETWORK NODE",109.49,109.56,0.24,-0.31
"D","12/19/2019","16","4839","LD.E_WEYMTH23  T1 LD","NETWORK NODE",107.99,109.56,0.24,-1.81
"D","12/19/2019","16","4840","LD.E_WEYMTH23  T2 LD","NETWORK NODE",108.01,109.56,0.24,-1.79
"D","12/19/2019","16","4841","LD.FIELD_ST23  517-532","NETWORK NODE",107.65,109.56,0.24,-2.15
"D","12/19/2019","16","4842","LD.FIELD_ST23  517-533","NETWORK NODE",107.65,109.56,0.24,-2.15
"D","12/19/2019","16","4845","LD.FLANDERS23 ","NETWORK NODE",110.52,109.56,0.24,0.72
"D","12/19/2019","16","4847","LD.FRYBROOK23.0","NETWORK NODE",110.03,109.56,0.24,0.23
"D","12/19/2019","16","4849","LD.GE_CO_14115 1X LD","NETWORK NODE",108.97,109.56,0.24,-0.83
"D","12/19/2019","16","4850","LD.GE_CO_14115 2X LD","NETWORK NODE",108.97,109.56,0.24,-0.83
"D","12/19/2019","16","4851","LD.HANOVER 23  1690 LD","NETWORK NODE",110.38,109.56,0.24,0.58
"D","12/19/2019","16","4852","LD.HANOVER 23  1355 LD","NETWORK NODE",110.92,109.56,0.24,1.12
"D","12/19/2019","16","4854","LD.HAWKINS 13.8110A LD","NETWORK NODE",108.51,109.56,0.24,-1.29
"D","12/19/2019","16","4856","LD.HAWKINS 13.8110B LD","NETWORK NODE",108.51,109.56,0.24,-1.29
"D","12/19/2019","16","4858","LD.HIGH_ST 14.4510 LD  ","NETWORK NODE",110.03,109.56,0.24,0.23
"D","12/19/2019","16","4859","LD.HIGH_ST 14.4511 LD  ","NETWORK NODE",110.03,109.56,0.24,0.23
"D","12/19/2019","16","4862","LD.HOBRT_ST13.81X LD","NETWORK NODE",108.01,109.56,0.24,-1.79
"D","12/19/2019","16","4863","LD.HOBRT_ST13.82X LD","NETWORK NODE",107.99,109.56,0.24,-1.81
"D","12/19/2019","16","4864","LD.HYDE_PRK13.8110A","NETWORK NODE",110.75,109.56,0.24,0.95
"D","12/19/2019","16","4866","LD.HYDE_PRK13.8110B","NETWORK NODE",110.75,109.56,0.24,0.95
"D","12/19/2019","16","4868","LD.IBM     115 K21 LD","NETWORK NODE",108.73,109.56,0.24,-1.07
"D","12/19/2019","16","4870","LD.IBM     115 K24 LD","NETWORK NODE",108.83,109.56,0.24,-0.97
"D","12/19/2019","16","4874","LD.KNGSTNAB13.8110A LD","NETWORK NODE",110.0,109.56,0.24,0.2
"D","12/19/2019","16","4876","LD.KNGSTNAB13.8110B LD","NETWORK NODE",110.0,109.56,0.24,0.2
"D","12/19/2019","16","4878","LD.MAYNARD 13.8110A LD","NETWORK NODE",111.34,109.56,0.24,1.54
"D","12/19/2019","16","4879","LD.MAYNARD 13.8110B LD","NETWORK NODE",111.34,109.56,0.24,1.54
"D","12/19/2019","16","4880","LD.MIDDL_ST13.8T1 LD","NETWORK NODE",108.33,109.56,0.24,-1.47
"D","12/19/2019","16","4881","LD.MIDDL_ST13.8T2 LD","NETWORK NODE",108.33,109.56,0.24,-1.47
"D","12/19/2019","16","4882","LD.MIDLBORO14.4","NETWORK NODE",111.54,109.56,0.24,1.74
"D","12/19/2019","16","4885","LD.NEWTON  13.8","NETWORK NODE",110.77,109.56,0.24,0.97
"D","12/19/2019","16","4891","LD.N_WOBURN13.8110A LD","NETWORK NODE",110.25,109.56,0.24,0.45
"D","12/19/2019","16","4892","LD.N_WOBURN13.8110B LD","NETWORK NODE",110.33,109.56,0.24,0.53
"D","12/19/2019","16","4893","LD.OLD_BAPT12.5T1 LD","NETWORK NODE",111.08,109.56,0.24,1.28
"D","12/19/2019","16","4894","LD.OLD_BAPT12.5T2 LD","NETWORK NODE",110.88,109.56,0.24,1.08
"D","12/19/2019","16","4895","LD.PROSPCT 69  1X LD","NETWORK NODE",110.1,109.56,0.24,0.3
"D","12/19/2019","16","4896","LD.PROSPCT 69  2X LD","NETWORK NODE",110.1,109.56,0.24,0.3
"D","12/19/2019","16","4897","LD.RIDGEFLD13.82X LD","NETWORK NODE",109.81,109.56,0.24,0.01
"D","12/19/2019","16","4898","LD.RIDGEFLD13.83X LD","NETWORK NODE",109.81,109.56,0.24,0.01
"D","12/19/2019","16","4899","LD.RIVERSDE23  1X LD","NETWORK NODE",112.01,109.56,0.24,2.21
"D","12/19/2019","16","4901","LD.RIVERSDE23  3X LD","NETWORK NODE",112.02,109.56,0.24,2.22
"D","12/19/2019","16","4902","LD.SNOW_ST 13.2T1 LD","NETWORK NODE",111.09,109.56,0.24,1.29
"D","12/19/2019","16","4903","LD.SNOW_ST 13.2T2 LD","NETWORK NODE",111.09,109.56,0.24,1.29
"D","12/19/2019","16","4904","LD.SOKANSET23  T1 LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4905","LD.SOKANSET23  T2 LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4906","LD.UNCASVIL13.21X LD","NETWORK NODE",110.52,109.56,0.24,0.72
"D","12/19/2019","16","4907","LD.UNCASVIL13.22X LD","NETWORK NODE",110.52,109.56,0.24,0.72
"D","12/19/2019","16","4908","LD.WAKEFLD 13.8  ","NETWORK NODE",108.85,109.56,0.24,-0.95
"D","12/19/2019","16","4910","LD.WARREN  12.5T1 LD","NETWORK NODE",110.71,109.56,0.24,0.91
"D","12/19/2019","16","4911","LD.WARREN  12.5T2 LD","NETWORK NODE",111.3,109.56,0.24,1.5
"D","12/19/2019","16","4912","LD.WARREN  23  T5 LD","NETWORK NODE",111.3,109.56,0.24,1.5
"D","12/19/2019","16","4913","LD.WARREN  23  T6 LD","NETWORK NODE",110.71,109.56,0.24,0.91
"D","12/19/2019","16","4914","LD.WILMATC 27.61X2 LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4915","LD.WILMATC 27.62X2 LD","NETWORK NODE",110.45,109.56,0.24,0.65
"D","12/19/2019","16","4916","LD.W_ANDOVR34.5T10 LD","NETWORK NODE",108.78,109.56,0.24,-1.02
"D","12/19/2019","16","4917","LD.W_ANDOVR34.5T20 LD","NETWORK NODE",108.78,109.56,0.24,-1.02
"D","12/19/2019","16","4919","LD.W_POND  23   ","NETWORK NODE",111.06,109.56,0.24,1.26
"D","12/19/2019","16","5779","LD.ROCKY_RV13.8","NETWORK NODE",109.57,109.56,0.24,-0.23
"D","12/19/2019","16","6352","HC.AYER    115","HUB NODE",109.02,109.56,0.24,-0.78
"D","12/19/2019","16","6353","HC.CARPTRHL115","HUB NODE",111.09,109.56,0.24,1.29
"D","12/19/2019","16","6354","HC.CARPTRHL345","HUB NODE",110.84,109.56,0.24,1.04
"D","12/19/2019","16","6355","HC.LUDLOW  345","HUB NODE",111.65,109.56,0.24,1.85
"D","12/19/2019","16","6356","HC.MILLBURY115","HUB NODE",112.07,109.56,0.24,2.27
"D","12/19/2019","16","6357","HC.MILLBURY345","HUB NODE",110.08,109.56,0.24,0.28
"D","12/19/2019","16","6358","HC.NRTHBORO115","HUB NODE",113.81,109.56,0.24,4.01
"D","12/19/2019","16","6359","HC.PRAT_J  115","HUB NODE",109.85,109.56,0.24,0.05
"D","12/19/2019","16","6360","HC.PRAT_J  230","HUB NODE",109.76,109.56,0.24,-0.04
