Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/07/2019 00:00,59TH STREET_GT_1,24138,23.41,1.75,-3.22
12/07/2019 00:00,74TH STREET_GT_1,24260,23.43,1.77,-3.22
12/07/2019 00:00,74TH STREET_GT_2,24261,23.43,1.77,-3.22
12/07/2019 00:00,ADK HUDSON___FALLS,24011,23.98,1.03,-4.51
12/07/2019 00:00,ADK RESOURCE___RCVRY,23798,24.02,1.07,-4.52
12/07/2019 00:00,ADK S GLENS___FALLS,24028,23.98,1.03,-4.51
12/07/2019 00:00,ADK_NYS___DAM,23527,24.17,1.46,-4.28
12/07/2019 00:00,AIR_PRODUCTS___DRP,24190,23.69,1.07,-4.19
12/07/2019 00:00,ALBANY___1,23571,23.69,1.07,-4.19
12/07/2019 00:00,ALBANY___2,23572,23.69,1.07,-4.19
12/07/2019 00:00,ALBANY___3,23573,23.69,1.07,-4.19
12/07/2019 00:00,ALBANY___4,23574,23.69,1.07,-4.19
12/07/2019 00:00,ALBANY___LFGE,323615,23.92,1.22,-4.27
12/07/2019 00:00,ALCOA_RYNLDS___DRP,24188,17.51,-0.92,0.00
12/07/2019 00:00,ALCOA___DSASP,323711,17.51,-0.92,0.00
12/07/2019 00:00,ALLEGHENY___COGEN,23514,19.58,0.63,-0.52
12/07/2019 00:00,ALTONA_WT_PWR,323606,17.90,-0.54,0.00
12/07/2019 00:00,AMERICAN_REF_FUEL,24010,17.96,-0.96,-0.48
12/07/2019 00:00,ARKWRIGHT___SUMMIT_WT_PWR,323751,19.15,0.17,-0.55
12/07/2019 00:00,ARTHUR KILL_GT_1,23520,23.67,2.01,-3.23
12/07/2019 00:00,ARTHUR_KILL_2,23512,23.62,1.95,-3.23
12/07/2019 00:00,ARTHUR_KILL_3,23513,23.35,1.69,-3.22
12/07/2019 00:00,ARTHUR_KILL_COGEN,323718,23.67,2.01,-3.23
12/07/2019 00:00,ASHOKAN____,23654,23.84,1.95,-3.45
12/07/2019 00:00,ASTORIA_EAST_ENERGY_CC1,323581,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_EAST_ENERGY_CC2,323582,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT2_1,24094,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT2_2,24095,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT2_3,24096,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT2_4,24097,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT3_1,24098,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT3_2,24099,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT3_3,24100,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT3_4,24101,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT4_1,24102,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT4_2,24103,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT4_3,24104,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT4_4,24105,23.47,1.81,-3.23
12/07/2019 00:00,ASTORIA_GT_1,23523,23.51,1.84,-3.23
12/07/2019 00:00,ASTORIA_GT_10,24110,23.51,1.84,-3.23
12/07/2019 00:00,ASTORIA_GT_11,24225,23.51,1.84,-3.23
12/07/2019 00:00,ASTORIA_GT_12,24226,23.51,1.84,-3.23
12/07/2019 00:00,ASTORIA_GT_13,24227,23.51,1.84,-3.23
