Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/30/2019 00:00,59TH STREET_GT_1,24138,17.83,0.83,-6.82
12/30/2019 00:00,74TH STREET_GT_1,24260,17.84,0.84,-6.82
12/30/2019 00:00,74TH STREET_GT_2,24261,17.84,0.84,-6.82
12/30/2019 00:00,ADK HUDSON___FALLS,24011,19.52,0.05,-9.30
12/30/2019 00:00,ADK RESOURCE___RCVRY,23798,19.47,0.00,-9.30
12/30/2019 00:00,ADK S GLENS___FALLS,24028,19.52,0.05,-9.30
12/30/2019 00:00,ADK_NYS___DAM,23527,19.87,0.73,-8.97
12/30/2019 00:00,AIR_PRODUCTS___DRP,24190,19.50,0.52,-8.80
12/30/2019 00:00,ALBANY___1,23571,19.50,0.52,-8.80
12/30/2019 00:00,ALBANY___2,23572,19.50,0.52,-8.80
12/30/2019 00:00,ALBANY___3,23573,19.50,0.52,-8.80
12/30/2019 00:00,ALBANY___4,23574,19.50,0.52,-8.80
12/30/2019 00:00,ALBANY___LFGE,323615,19.72,0.59,-8.96
12/30/2019 00:00,ALCOA_RYNLDS___DRP,24188,9.82,-0.36,0.00
12/30/2019 00:00,ALCOA___DSASP,323711,9.82,-0.36,0.00
12/30/2019 00:00,ALLEGHENY___COGEN,23514,11.56,0.20,-1.18
12/30/2019 00:00,ALTONA_WT_PWR,323606,9.77,-0.41,0.00
12/30/2019 00:00,AMERICAN_REF_FUEL,24010,10.60,-0.63,-1.05
12/30/2019 00:00,ARKWRIGHT___SUMMIT_WT_PWR,323751,11.18,-0.18,-1.19
12/30/2019 00:00,ARTHUR KILL_GT_1,23520,17.89,0.90,-6.82
12/30/2019 00:00,ARTHUR_KILL_2,23512,17.86,0.86,-6.82
12/30/2019 00:00,ARTHUR_KILL_3,23513,17.83,0.83,-6.82
12/30/2019 00:00,ARTHUR_KILL_COGEN,323718,17.89,0.90,-6.82
12/30/2019 00:00,ASHOKAN____,23654,18.43,0.97,-7.29
12/30/2019 00:00,ASTORIA_EAST_ENERGY_CC1,323581,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_EAST_ENERGY_CC2,323582,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT2_1,24094,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT2_2,24095,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT2_3,24096,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT2_4,24097,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT3_1,24098,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT3_2,24099,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT3_3,24100,17.87,0.87,-6.82
12/30/2019 00:00,ASTORIA_GT3_4,24101,17.87,0.87,-6.82
