Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/02/2019 00:00,59TH STREET_GT_1,24138,20.43,0.83,-12.20
06/02/2019 00:00,74TH STREET_GT_1,24260,20.21,0.82,-11.99
06/02/2019 00:00,74TH STREET_GT_2,24261,20.21,0.82,-11.99
06/02/2019 00:00,ADK HUDSON___FALLS,24011,22.40,0.46,-14.54
06/02/2019 00:00,ADK RESOURCE___RCVRY,23798,22.41,0.47,-14.55
06/02/2019 00:00,ADK S GLENS___FALLS,24028,22.40,0.46,-14.54
06/02/2019 00:00,ADK_NYS___DAM,23527,21.83,0.52,-13.92
06/02/2019 00:00,AIR_PRODUCTS___DRP,24190,21.58,0.41,-13.77
06/02/2019 00:00,ALBANY___1,23571,21.58,0.41,-13.77
06/02/2019 00:00,ALBANY___2,23572,21.58,0.41,-13.77
06/02/2019 00:00,ALBANY___3,23573,21.58,0.41,-13.77
06/02/2019 00:00,ALBANY___4,23574,21.58,0.41,-13.77
06/02/2019 00:00,ALBANY___LFGE,323615,21.86,0.45,-14.01
06/02/2019 00:00,ALCOA_RYNLDS___DRP,24188,7.06,-0.33,0.00
06/02/2019 00:00,ALCOA___DSASP,323711,7.06,-0.33,0.00
06/02/2019 00:00,ALLEGHENY___COGEN,23514,10.01,0.40,-2.22
06/02/2019 00:00,ALTONA_WT_PWR,323606,7.21,-0.18,0.00
06/02/2019 00:00,AMERICAN_REF_FUEL,24010,8.61,-0.42,-1.63
06/02/2019 00:00,ARKWRIGHT___SUMMIT_WT_PWR,323751,9.28,0.02,-1.86
06/02/2019 00:00,ARTHUR KILL_GT_1,23520,20.37,0.89,-12.09
06/02/2019 00:00,ARTHUR_KILL_2,23512,20.37,0.89,-12.09
06/02/2019 00:00,ARTHUR_KILL_3,23513,20.29,0.80,-12.09
06/02/2019 00:00,ARTHUR_KILL_COGEN,323718,20.37,0.89,-12.09
06/02/2019 00:00,ASHOKAN____,23654,19.34,0.71,-11.23
06/02/2019 00:00,ASTORIA_EAST_ENERGY_CC1,323581,20.34,0.84,-12.10
06/02/2019 00:00,ASTORIA_EAST_ENERGY_CC2,323582,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT2_1,24094,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT2_2,24095,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT2_3,24096,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT2_4,24097,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT3_1,24098,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT3_2,24099,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT3_3,24100,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT3_4,24101,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT4_1,24102,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT4_2,24103,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT4_3,24104,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT4_4,24105,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT_1,23523,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT_10,24110,20.23,0.84,-11.99
06/02/2019 00:00,ASTORIA_GT_11,24225,20.23,0.84,-11.99
06/02/2019 00:00,ASTORIA_GT_12,24226,20.23,0.84,-11.99
06/02/2019 00:00,ASTORIA_GT_13,24227,20.23,0.84,-11.99
06/02/2019 00:00,ASTORIA_GT_5,24106,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT_7,24107,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA_GT_8,24108,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA___2,24149,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA___3,23516,20.23,0.84,-11.99
06/02/2019 00:00,ASTORIA___4,23517,20.35,0.85,-12.10
06/02/2019 00:00,ASTORIA___5,23518,20.23,0.84,-11.99
06/02/2019 00:00,AST_ENERGY_2_CC3,323677,20.30,0.81,-12.09
06/02/2019 00:00,AST_ENERGY_2_CC4,323678,20.30,0.81,-12.09
06/02/2019 00:00,ATHENS_STG_1,23668,19.83,0.49,-11.94
06/02/2019 00:00,ATHENS_STG_2,23670,19.83,0.49,-11.94
06/02/2019 00:00,ATHENS_STG_3,23677,19.83,0.49,-11.94
06/02/2019 00:00,AUBURN___LFGE,323710,8.76,0.06,-1.30
06/02/2019 00:00,BABYLON_RES_REC,323704,20.92,1.00,-12.52
06/02/2019 00:00,BARRETT_IC_1,23704,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_10,23701,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_11,23702,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_12,23703,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_2,23705,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_3,23706,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_4,23707,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_5,23708,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_6,23709,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_7,23710,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_8,23711,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT_IC_9,23700,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT___1,23545,20.85,0.92,-12.53
06/02/2019 00:00,BARRETT___2,23546,20.85,0.92,-12.53
06/02/2019 00:00,BAYONEEC___CTG1,323682,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG10,323750,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG2,323683,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG3,323684,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG4,323685,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG5,323686,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG6,323687,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG7,323688,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG8,323689,20.30,0.81,-12.09
06/02/2019 00:00,BAYONEEC___CTG9,323749,20.30,0.81,-12.09
06/02/2019 00:00,BEACON___LESR,323632,21.60,0.47,-13.73
06/02/2019 00:00,BEAVER RIVER___HYD,24048,7.36,-0.24,-0.20
06/02/2019 00:00,BEEBEE_GT_13,23619,8.49,-0.15,-1.24
06/02/2019 00:00,BETHLEHEM___GRP,23843,21.58,0.41,-13.77
06/02/2019 00:00,BETHLEHEM___GS1,323560,21.58,0.41,-13.77
06/02/2019 00:00,BETHLEHEM___GS2,323561,21.58,0.41,-13.77
06/02/2019 00:00,BETHLEHEM___GS3,323562,21.58,0.41,-13.77
06/02/2019 00:00,BETHLEHEM___STEEL,23779,9.09,-0.07,-1.76
06/02/2019 00:00,BETHPAGE_CC_5,323564,20.90,0.98,-12.52
06/02/2019 00:00,BIGTREE_115_KV_TB2_REV_LBMP_A,345034,9.18,-0.01,-1.79
06/02/2019 00:00,BINGHAMTON___COGEN,23790,10.90,0.16,-3.35
06/02/2019 00:00,BLACK RIVER___HYD,24047,7.61,-0.19,-0.41
06/02/2019 00:00,BLISS_WT_PWR,323608,9.30,0.01,-1.89
06/02/2019 00:00,BLUE_CIRC_CHEM_DRP,24182,21.33,0.42,-13.51
06/02/2019 00:00,BOC_GAS_DRP,24189,21.46,0.41,-13.66
06/02/2019 00:00,BORALEX_4TH_BRANCH,23824,21.83,0.52,-13.92
06/02/2019 00:00,BOWLINE___1,23526,17.44,0.66,-9.38
06/02/2019 00:00,BOWLINE___2,23595,17.44,0.66,-9.39
06/02/2019 00:00,BROOKHAVEN___DRP,24191,20.99,1.07,-12.52
06/02/2019 00:00,BROOKLYN_NAVY_YARD,23515,20.30,0.81,-12.09
06/02/2019 00:00,BROOKLYN___ARMY_DRP,323595,20.37,0.89,-12.09
06/02/2019 00:00,BROOME_2_LFGE,323671,10.90,0.16,-3.35
06/02/2019 00:00,BROOME___LFGE,323600,10.90,0.16,-3.35
06/02/2019 00:00,BURROWS___LYONSDAL,23803,7.38,-0.01,0.00
06/02/2019 00:00,CAITHNESS_CC_1,323624,20.97,1.05,-12.52
06/02/2019 00:00,CALPINE BETH_PAGE_GT4,24209,20.90,0.98,-12.52
06/02/2019 00:00,CALPINE_BETH_PAGE_GT_4,323586,20.90,0.98,-12.52
06/02/2019 00:00,CALPINE_BP_GT1,23823,20.90,0.98,-12.52
06/02/2019 00:00,CALSPAN___DRP,24200,9.09,-0.07,-1.76
06/02/2019 00:00,CANDIGU_WT_PWR,323617,9.82,0.07,-2.35
06/02/2019 00:00,CARR STREET_E._SYR,24060,8.30,-0.02,-0.92
06/02/2019 00:00,CARTHAGE___PAPER,23857,7.53,-0.21,-0.35
06/02/2019 00:00,CE_DUNWOOD___DRP,24194,17.96,0.73,-9.83
06/02/2019 00:00,CE_MILLWOOD___DRP,24193,17.93,0.70,-9.83
06/02/2019 00:00,CE_NYC2_DRP,24202,20.23,0.84,-11.99
06/02/2019 00:00,CE_NYC_DRP,24195,20.34,0.83,-12.12
06/02/2019 00:00,CHAFFEE___LFGE,323603,9.21,-0.01,-1.83
06/02/2019 00:00,CHATEAUG_WT_PWR,323614,7.18,-0.22,0.00
06/02/2019 00:00,CHAT_HIGH_FALL_HYD,323578,7.15,-0.24,0.00
06/02/2019 00:00,CHAUTAUQUA___LFGE,323629,9.28,0.05,-1.83
06/02/2019 00:00,CH_MIDHUDSON___DRP,24192,19.50,0.75,-11.35
06/02/2019 00:00,CH_MISC_IPPS,23765,19.42,0.81,-11.22
06/02/2019 00:00,CH_RES_BVR_FALLS,23983,6.73,-0.13,0.53
06/02/2019 00:00,CH_RES_NIAGARA,23895,8.62,-0.40,-1.62
06/02/2019 00:00,CH_RES_SYRACUSE,23985,8.44,0.01,-1.03
06/02/2019 00:00,CLINTON_WT_PWR,323605,7.18,-0.22,0.00
06/02/2019 00:00,CLINTON___LFGE,323618,7.23,-0.16,0.00
06/02/2019 00:00,COLONIE_LFGE__,323577,22.05,0.45,-14.20
06/02/2019 00:00,COPENHAGEN_WT_PWR,323753,7.66,-0.18,-0.45
06/02/2019 00:00,CORNELL____,23752,9.88,0.17,-2.32
06/02/2019 00:00,COXSACKIE___GT,23611,19.66,0.67,-11.59
06/02/2019 00:00,CPV_VALLEY___CC1,323721,16.01,0.54,-8.07
06/02/2019 00:00,CPV_VALLEY___CC2,323722,16.01,0.54,-8.07
06/02/2019 00:00,CRESCENT___HYD,24018,22.05,0.45,-14.20
06/02/2019 00:00,CRUCIBLE_METL_DRP,24180,8.44,0.01,-1.03
06/02/2019 00:00,DANC___LFGE,323619,7.83,-0.16,-0.58
06/02/2019 00:00,DANSKAMMER___1,23586,19.42,0.81,-11.22
06/02/2019 00:00,DANSKAMMER___2,23589,19.42,0.81,-11.22
06/02/2019 00:00,DANSKAMMER___3,23590,19.42,0.81,-11.22
06/02/2019 00:00,DANSKAMMER___4,23591,19.42,0.81,-11.22
06/02/2019 00:00,DANSKAMMER___DIESEL,23592,19.42,0.81,-11.22
06/02/2019 00:00,DASHVILLE___HYD,23610,18.74,0.61,-10.73
06/02/2019 00:00,DELAWARE___LFGE,323621,12.15,0.33,-4.42
06/02/2019 00:00,DOGLEVILLE___HYD,23807,7.40,0.27,0.26
06/02/2019 00:00,DUNKIRK___1,23563,9.28,0.05,-1.83
06/02/2019 00:00,DUNKIRK___2,23564,9.28,0.05,-1.83
06/02/2019 00:00,DUNKIRK___3,23565,9.23,0.01,-1.82
06/02/2019 00:00,DUNKIRK___4,23566,9.23,0.01,-1.82
06/02/2019 00:00,DUNWOODS_138_KV_38W08_REV_LBMP_I,345000,19.12,0.77,-10.95
