Date,Hour,PartID,Awarded,MCSimpleED,MCMarket
06/07/2019,15,401592,2114,16.9428709526129,15.5683677137058
06/07/2019,15,591975,1771.6,17.1784347326002,14.1380345407149
06/07/2019,15,212494,1678.6,17.6418587356772,16.3492973605001
06/07/2019,15,902793,1318.6,17.8148263871612,17.3418082026893
06/07/2019,15,206845,1281.2,18.4741865016498,18.265072712772
06/07/2019,15,872788,940,19.0859302751811,19.3689768008594
06/07/2019,15,958512,774.8,19.0449823441806,19.829515721387
06/07/2019,15,328723,606,19.6618588012735,20.3036971261367
06/07/2019,15,595644,549,19.6033867534143,20.6137585084437
06/07/2019,15,292445,384,20.1239179024614,21.1703125364537
06/07/2019,16,401592,2114,16.1152658837541,19.9635752007799
06/07/2019,16,591975,1980,13.7871887635679,19.2714657967197
06/07/2019,16,212494,1738.5,16.6716047530644,20.6732633436602
06/07/2019,16,902793,1519.3,17.2949804224084,20.6868622602707
06/07/2019,16,206845,1281.2,18.7447448676754,21.9117027186562
06/07/2019,16,872788,941,19.8168333754628,22.6324457528127
06/07/2019,16,958512,775.2,20.3138327312369,23.0953542414873
06/07/2019,16,328723,654,20.5960082597244,23.3532441565518
06/07/2019,16,595644,549,21.0497821592019,23.6244993905832
06/07/2019,16,295534,482,21.16479087024,23.7052019201673
06/07/2019,17,401592,2114,19.4076145959906,21.9990016402015
06/07/2019,17,591975,2039,18.6734665299164,19.9599980302087
06/07/2019,17,212494,1801,19.9025991125978,22.4256070094502
06/07/2019,17,902793,1583.8,19.9955187843058,22.7519088319142
06/07/2019,17,206845,1281.2,21.3704010503231,23.6510098871457
06/07/2019,17,872788,945,22.1219192203848,24.2397927153802
06/07/2019,17,958512,776.7,22.559352009986,24.6517698899399
06/07/2019,17,328723,677,22.760600853192,24.8248519668217
06/07/2019,17,595644,549,23.0960812282193,25.1033086553424
06/07/2019,17,295534,482,23.1903259292767,25.2089227748014
06/07/2019,18,401592,2114,18.1486051118917,20.0043858831358
06/07/2019,18,591975,2031,16.9801458226029,19.1957450507551
06/07/2019,18,212494,1741.6,18.7255394959136,20.6925043244911
06/07/2019,18,902793,1585.2,18.8942524014756,20.5079908493307
06/07/2019,18,206845,1281.2,20.3119133724483,21.9290497603943
06/07/2019,18,872788,953,21.1517886343537,22.6146934532342
06/07/2019,18,958512,778.1,21.6172376026372,23.091742640633
06/07/2019,18,328723,655,21.8776121832374,23.3506593731442
