Date,Hour,PartID,Awarded,MCSimpleED,MCMarket
08/05/2019,15,591975,2186,27.0363851846417,28.1367495529069
08/05/2019,15,401592,2114,27.1873100699731,28.3935806845589
08/05/2019,15,212494,1798,27.7394221436687,29.2840036623007
08/05/2019,15,206845,1499.7,28.338502716255,30.4036889902679
08/05/2019,15,902793,1407.9,28.6469707564118,30.5998929654647
08/05/2019,15,872788,979,29.5564695167946,32.4284516273336
08/05/2019,15,328723,879,29.765206031933,32.783863294592
08/05/2019,15,958512,843,29.7061105891186,32.9119249508448
08/05/2019,15,504170,704.4,28.7969985513615,31.8641728299777
08/05/2019,15,595644,569,30.4122891137181,33.8859821000539
08/05/2019,22,591975,2261,21.5328037157501,15.0267386146601
08/05/2019,22,401592,2114,22.0225152953037,15.9795632072803
08/05/2019,22,212494,1391,23.8924261001725,18.4913709285271
08/05/2019,22,206845,1279.7,24.1023950283762,18.8843940534433
08/05/2019,22,902793,1070.4,23.8953891391588,19.0852019549276
08/05/2019,22,872788,976,24.960007783178,19.7460300289022
08/05/2019,22,328723,897,25.1700598299088,19.5382675811306
08/05/2019,22,958512,620,25.8716858223759,21.0434889718145
08/05/2019,22,595644,556,26.0301292247024,21.4039444449763
08/05/2019,22,739738,480.4,26.2475309117846,21.6673633702619
08/06/2019,1,591975,2202.7,16.1165286692749,12.5522609374646
08/06/2019,1,401592,2114,17.6030347355958,14.1616193298985
08/06/2019,1,206845,1277.9,19.3301963522317,15.3212950410015
08/06/2019,1,212494,1056,19.1508833642145,15.6276726915997
08/06/2019,1,872788,853,20.0457645878359,15.7975594002827
08/06/2019,1,958512,774.5,20.3697481787522,15.7800783818945
08/06/2019,1,328723,766,20.3055118124096,15.9394406298506
08/06/2019,1,902793,721.1,20.3161390338402,16.0431248674425
08/06/2019,1,595644,534,20.866833667306,16.1134897209424
08/06/2019,1,739738,480.9,20.9765877029892,16.4156113942148
08/06/2019,2,401592,2114,16.9964064847445,14.0483480280009
08/06/2019,2,591975,2105.3,15.196654011761,12.5852222876249
08/06/2019,2,206845,1277.9,18.6905940618992,15.2192052128582
08/06/2019,2,212494,1056.4,18.5982401622324,15.5282667347848
08/06/2019,2,872788,854,19.4254046758862,15.6951940124957
08/06/2019,2,958512,775.5,19.7060036973929,15.6839055239723
08/06/2019,2,328723,766,19.6774834207916,15.8435350103762
08/06/2019,2,902793,687,19.7656251877968,15.9954431177433
08/06/2019,2,595644,532,20.2011878129989,16.0374234628963
08/06/2019,2,739738,481.7,20.3039323504366,16.3209324962525
08/06/2019,3,401592,2114,16.6319458603289,13.3840327220214
08/06/2019,3,591975,2068,14.7309175968675,11.6611492285084
08/06/2019,3,206845,1277.9,18.3160324573861,14.6431136071292
08/06/2019,3,212494,1057.6,18.2861441216677,14.9745504367322
08/06/2019,3,872788,857,19.040520949934,15.1142005455277
08/06/2019,3,958512,776.5,19.3184051114958,15.1709327097919
08/06/2019,3,328723,766,19.2864874511046,15.3121461481535
08/06/2019,3,902793,664.4,19.4358481048372,15.5008511420401
08/06/2019,3,595644,532,19.8154383423662,15.604793277122
08/06/2019,3,739738,481.7,19.919751748803,15.8140798164187
08/06/2019,4,591975,2151,15.459685256849,11.8224320686986
08/06/2019,4,401592,2114,17.213353070962,13.6167719971704
08/06/2019,4,206845,1277.9,18.9166584150342,14.8411514594059
08/06/2019,4,212494,1058.4,18.7740337716029,15.1620937440535
08/06/2019,4,872788,857,19.6421880554771,15.3141924816965
08/06/2019,4,958512,776.5,19.9368797433247,15.3442037152054
08/06/2019,4,328723,768,19.9011665389953,15.4896041551462
08/06/2019,4,902793,702.199999999999,19.9592268830506,15.6200758631071
08/06/2019,4,595644,533,20.4338229421737,15.7483569566634
08/06/2019,4,739738,481.7,20.5386793616495,15.984994888411
08/06/2019,5,591975,2216,16.2712370497897,13.6185431747406
08/06/2019,5,401592,2114,17.7028544119026,15.1043399890694
08/06/2019,5,206845,1277.9,19.430087347668,16.3395689792014
08/06/2019,5,212494,1198.9,18.8673065531706,16.4264476099179
08/06/2019,5,872788,855,20.1366718017891,16.8253366163304
08/06/2019,5,958512,773.7,20.4714030599586,16.8312821265027
08/06/2019,5,328723,768,20.3915139692099,16.9749114645861
08/06/2019,5,902793,722.7,20.4015811536968,17.1298955294065
08/06/2019,5,595644,533,20.9688737891594,17.1442765947809
08/06/2019,5,739738,480.9,21.0765466823857,17.5159034045032
08/06/2019,19,591975,2318,29.1077817295465,30.0240617462588
08/06/2019,19,401592,2114,30.0315938053842,32.1165148804876
08/06/2019,19,212494,1850,30.7745627630487,32.8023900075525
08/06/2019,19,206845,1564.1,31.4261064562965,33.5297145458217
08/06/2019,19,902793,1411.2,31.98379135147,33.8682355745328
08/06/2019,19,504170,1391.4,30.6500555110636,33.4991768493699
08/06/2019,19,872788,992,33.1993098651566,35.0315043809595
08/06/2019,19,328723,881,33.512586632233,35.3118591888886
08/06/2019,19,958512,845,33.614331487961,35.4134147701097
08/06/2019,19,595644,547,34.4556678389523,36.1876276677515
08/06/2019,20,591975,2324,30.3524255594277,28.3841953715315
08/06/2019,20,401592,2114,30.9548194813769,30.0753728926079
08/06/2019,20,212494,1766,31.6117396889271,31.1511955309471
08/06/2019,20,206845,1537.1,31.9651050365115,31.798607047565
08/06/2019,20,902793,1407.6,32.2911609920096,32.2471692176274
08/06/2019,20,504170,1391.4,30.3097750567501,31.7609181126047
08/06/2019,20,872788,999,33.0883938797992,33.5918566791461
08/06/2019,20,328723,887,33.3027072518409,33.9436155492555
08/06/2019,20,958512,847,33.379248865055,34.071233841078
08/06/2019,20,595644,545,33.9571317962869,35.0236805707054
08/06/2019,22,591975,2256,26.3819095941626,17.8177501923616
08/06/2019,22,401592,2114,26.6642376937395,18.3593845239782
08/06/2019,22,206845,1497.9,27.4289496025334,20.6224095240525
08/06/2019,22,212494,1365,27.9029512558314,21.1227343356433
08/06/2019,22,902793,1114.7,28.0122438064053,21.6119975470428
08/06/2019,22,872788,1003,28.5644798518546,22.4582702014319
08/06/2019,22,328723,894,28.7509122508054,22.8570743284744
08/06/2019,22,958512,848,28.8295895711229,22.7024975198084
08/06/2019,22,595644,544,29.3495401067662,24.0934514703236
08/06/2019,22,739738,510.5,29.3873665960466,24.2752967678831
08/07/2019,0,591975,2300,20.5110544060819,12.6002931537324
08/07/2019,0,401592,2114,21.2794881036341,16.0464500370312
08/07/2019,0,212494,1385,22.6462916139334,16.9137269042118
08/07/2019,0,206845,1252.8,23.1699368690039,18.0262323114441
08/07/2019,0,872788,1003,23.6102840306415,18.5770610379181
08/07/2019,0,902793,786.699999999999,23.6058369124026,19.0085082416748
08/07/2019,0,958512,763.2,24.1099989650789,19.1328055698413
08/07/2019,0,328723,760,24.0369084738057,19.0101469257538
08/07/2019,0,595644,528,24.7572909670266,19.6383640250963
08/07/2019,0,739738,479.3,24.8678725865997,19.804397754627
08/07/2019,2,591975,2215,15.7858111241022,14.7160073628047
08/07/2019,2,401592,2114,17.2133886205933,15.9549479137024
08/07/2019,2,212494,1376,18.7718248203375,16.8494670183951
08/07/2019,2,206845,1252.8,20.1084755269001,17.0360521505612
08/07/2019,2,872788,951,21.0399676872641,17.2635230582469
08/07/2019,2,958512,762.8,21.6887470944873,17.4986064998014
08/07/2019,2,328723,762,21.6887127425638,17.5716167189607
08/07/2019,2,902793,729.8,21.5028357454296,17.6176973702604
08/07/2019,2,595644,528,22.5449038831449,17.710171600791
08/07/2019,2,739738,480.1,22.7060529218291,18.0028774398778
08/07/2019,3,591975,2215,15.7885945430894,14.5499317567457
08/07/2019,3,401592,2114,17.2155794199403,15.8014840795247
08/07/2019,3,212494,1378,18.7633962381995,16.6999651162643
08/07/2019,3,206845,1252.8,20.109773839777,16.8814532898905
08/07/2019,3,872788,951,21.0410051074652,17.1030146448125
08/07/2019,3,958512,764.5,21.6842757678959,17.328175532504
08/07/2019,3,328723,762,21.6895459638645,17.4178811020597
08/07/2019,3,902793,729.3,21.5053480973515,17.4641968651105
08/07/2019,3,595644,527,22.5488120300379,17.5652900558006
08/07/2019,3,739738,480.1,22.7065504633459,17.8460811732404
08/07/2019,4,591975,2229,16.5895406030282,13.2250152938908
08/07/2019,4,401592,2114,17.8580347271612,14.8168657320188
08/07/2019,4,212494,1379,19.4944745473962,15.8269287286914
08/07/2019,4,206845,1252.8,20.596424742723,16.0076903448785
08/07/2019,4,872788,951,21.4504192340609,16.2209596326344
08/07/2019,4,958512,764.1,22.0584448723052,16.4479214866499
08/07/2019,4,328723,762,22.054840493149,16.5987565693695
08/07/2019,4,902793,729.2,21.8350109873622,16.6641855752695
08/07/2019,4,595644,527,22.9040158922869,16.8464036434617
08/07/2019,4,739738,480.1,23.0534079813198,17.0589706338894
08/07/2019,11,591975,2349,31.4672372941992,26.3815662455726
08/07/2019,11,401592,2114,31.8489968792021,27.0768344892372
08/07/2019,11,212494,1848,32.2454807155939,27.7807675667504
08/07/2019,11,206845,1520.8,32.6975062112531,27.8114269241327
08/07/2019,11,902793,1405.1,32.7009337872602,28.7780038374482
08/07/2019,11,504170,1381.4,31.9451384204915,26.5502557167904
08/07/2019,11,872788,978,33.5422511579279,30.0831050759034
08/07/2019,11,328723,877,33.6927957724978,30.3503879356432
08/07/2019,11,958512,845,33.7404930761238,30.4350715582085
08/07/2019,11,739738,605.7,34.0249743024313,30.9533563602515
08/07/2019,12,591975,2344,23.4648835379491,29.9809825012195
08/07/2019,12,401592,2114,27.6831356745204,32.6751365748026
08/07/2019,12,212494,1844,28.8679764091331,33.4551075901032
08/07/2019,12,206845,1544,29.9161940648827,34.2250845015566
08/07/2019,12,902793,1416.7,30.4575122623609,34.2778607976369
08/07/2019,12,504170,1381.4,29.630399366339,33.8401247377349
08/07/2019,12,872788,976,32.6770200654361,35.962827955065
08/07/2019,12,328723,875,33.1202382758777,36.2546177875657
08/07/2019,12,958512,845,33.2518872492761,36.3412880348667
08/07/2019,12,739738,654.9,33.9927342130032,36.5899779129524
08/07/2019,13,591975,2590.39999999998,31.1798301877001,32.5450445335838
08/07/2019,13,401592,2114,33.8986445102998,35.3727020162573
08/07/2019,13,212494,1841,34.586899034186,36.1807210023291
08/07/2019,13,206845,1560.2,35.2221670034365,37.4889859451109
08/07/2019,13,504170,1558.4,34.7106767346425,37.4958946807452
08/07/2019,13,902793,1429.5,35.0570289012852,36.7802437381042
08/07/2019,13,872788,973,36.776164195138,39.7329775735995
08/07/2019,13,328723,872,37.0308789084517,40.102034176091
08/07/2019,13,958512,844,37.1014928886911,40.2259451285341
08/07/2019,13,739738,654.7,37.3127441679392,40.3979287455004
08/07/2019,22,591975,2257,28.2431056072526,20.8199713892167
08/07/2019,22,401592,2114,28.5753530077749,21.1850269067284
08/07/2019,22,212494,1691,29.2760256984155,21.9536784297627
08/07/2019,22,206845,1472.8,29.5737982701168,22.6970252971897
08/07/2019,22,902793,1066.8,30.4423989724772,22.7161908005497
08/07/2019,22,872788,997,30.9238254251423,23.7033437433557
08/07/2019,22,328723,892,31.1445860373048,23.7506310856879
08/07/2019,22,958512,848,31.2370952417751,24.0661938126647
08/07/2019,22,504170,704.4,30.8308295139299,24.4989931811594
08/07/2019,22,595644,541,31.8825537530417,24.8936534916776
08/08/2019,1,401592,2114,17.7256909658337,15.2448029700002
08/08/2019,1,591975,1998,16.0283970653185,14.3407856227311
08/08/2019,1,206845,1252.9,19.7030067223714,16.3950871646704
08/08/2019,1,212494,1103.6,19.2516351806763,16.5904382493802
08/08/2019,1,872788,945,20.4066240248119,16.6217617152464
08/08/2019,1,958512,762.5,20.8175308858309,16.926475547586
08/08/2019,1,328723,757,20.5744817577237,16.9813059618714
08/08/2019,1,902793,689.6,20.8667268355424,17.0907290116596
08/08/2019,1,595644,523,21.3787320049355,17.1623703565214
08/08/2019,1,739738,480.1,21.4775620336673,17.4044307728159
08/08/2019,3,401592,2114,17.7605077985154,14.557164960913
08/08/2019,3,591975,1998,16.0648582316704,13.4498062535569
08/08/2019,3,206845,1252.9,19.7399348253358,15.830214157771
08/08/2019,3,212494,1249.9,18.8393326364233,15.8325050569833
08/08/2019,3,872788,945,20.4439281961784,16.0300792366721
08/08/2019,3,958512,764.1,20.8532496170431,16.4208265290484
08/08/2019,3,328723,757,20.6103659514345,16.4740647590897
08/08/2019,3,902793,689.6,20.9021328079369,16.594243170514
08/08/2019,3,595644,523,21.4174949944313,16.7330848383007
08/08/2019,3,739738,480.9,21.5145459414064,16.9303283420158
08/08/2019,4,401592,2114,17.7431291858439,14.6585461155121
08/08/2019,4,591975,2000,16.0436458354158,13.5719199272622
08/08/2019,4,206845,1252.9,19.7174151168136,15.9111752853004
08/08/2019,4,212494,1213.4,18.9308114430772,15.9660837883603
08/08/2019,4,872788,945,20.419870220353,16.1155362202779
08/08/2019,4,958512,764.1,20.8270281242255,16.4936193855002
08/08/2019,4,328723,760,20.5790610128772,16.5401341655905
08/08/2019,4,902793,689.5,20.8791855829797,16.6638343876213
08/08/2019,4,595644,523,21.3905852507733,16.7921852026158
08/08/2019,4,739738,480.9,21.487417091641,16.9959565334407
08/08/2019,5,401592,2114,17.8819345017366,15.3173464665916
08/08/2019,5,591975,2034,16.038391508633,14.3697085969534
08/08/2019,5,212494,1277.6,18.9320500930839,16.4152675952393
08/08/2019,5,206845,1252.9,19.9422468009583,16.4538654862785
08/08/2019,5,872788,945,20.6700360995548,16.6827287259241
08/08/2019,5,328723,887.200000000003,20.470563399632,16.8482554013306
08/08/2019,5,958512,764.1,21.1071752577914,16.9741223566876
08/08/2019,5,902793,703.9,21.0747564535838,17.1220040144208
08/08/2019,5,595644,523,21.6885613646633,17.2089786140969
08/08/2019,5,739738,480.9,21.7893738350183,17.4509379781289
08/08/2019,8,591975,2382,26.782988663074,11.4461362659736
08/08/2019,8,401592,2114,27.2616066558162,16.0246251722383
08/08/2019,8,212494,1529,27.9010614336061,17.445971747118
08/08/2019,8,206845,1252.9,28.3608840831593,18.6597071917206
08/08/2019,8,902793,1076.1,28.7936302314692,18.8319629463694
08/08/2019,8,872788,994,28.9985037569697,19.446911001357
08/08/2019,8,328723,896,29.1504822912068,19.1702067709178
08/08/2019,8,958512,848,29.2176303722307,19.8697899269326
08/08/2019,8,595644,543,29.6976963919063,20.8312775576991
08/08/2019,8,739738,478.7,29.7976315511871,21.0288633917932
08/08/2019,9,591975,2379,27.1216197828357,11.8254006627614
08/08/2019,9,401592,2114,27.6148919358429,16.0860280026443
08/08/2019,9,212494,1604,28.4532576298635,17.1688964408791
08/08/2019,9,206845,1252.9,28.6778852862519,18.6512921520875
08/08/2019,9,902793,1074.9,29.1997963273556,18.8160830117409
08/08/2019,9,872788,987,29.4675157695893,19.4398833140652
08/08/2019,9,328723,891,29.6253257875289,19.2014890834543
08/08/2019,9,958512,847,29.6954546289307,19.8240376507885
08/08/2019,9,595644,541,30.2006292050492,20.7709314395412
08/08/2019,9,739738,477.9,30.3044019463516,20.9600595001532
08/08/2019,10,591975,2298,27.0910527487867,11.3535616747917
08/08/2019,10,401592,2114,27.4294014174396,16.7436067092065
08/08/2019,10,212494,1766.5,27.8658804303292,17.3331953915136
08/08/2019,10,206845,1472.9,28.1798671051316,18.6602783571337
08/08/2019,10,902793,1155,29.0773512379414,19.1608405404019
08/08/2019,10,872788,983,29.387838973123,20.1058571422494
08/08/2019,10,328723,887,29.5540724017355,19.8747538311999
08/08/2019,10,958512,846,29.6250670470539,20.53277367944
08/08/2019,10,595644,545,30.1462059047528,21.4342807931692
08/08/2019,10,739738,477.1,30.2638544273684,21.637382747313
08/08/2019,11,591975,2306,25.7790174533725,8.51656131666176
08/08/2019,11,401592,2114,26.4755297149827,14.3857770831486
08/08/2019,11,212494,1845,27.0650998923853,15.4987862934896
08/08/2019,11,206845,1501.1,28.1441201829142,17.189119896364
08/08/2019,11,902793,1243.1,28.602400740559,17.4031416470662
08/08/2019,11,872788,978,29.9762100573572,19.3433465070349
08/08/2019,11,328723,883,30.2689606141579,19.3727105604221
08/08/2019,11,958512,845,30.3860608368284,20.1340543196728
08/08/2019,11,504170,705,28.7944405154439,20.830351789852
08/08/2019,11,595644,546,31.3074546105949,21.5575858232426
08/08/2019,12,591975,2307,29.7373781716793,21.2700767337524
08/08/2019,12,401592,2114,30.5979073037396,21.9957724951837
08/08/2019,12,212494,1840,31.0876016447234,22.8697188499157
08/08/2019,12,206845,1516.9,31.6148604997273,23.4090759974534
08/08/2019,12,902793,1399.89999999999,31.5609619162661,23.9430371772481
08/08/2019,12,872788,973,32.6554275338404,25.6848086940696
08/08/2019,12,504170,883,31.5476859638867,25.3871502220469
08/08/2019,12,328723,879,32.8249340208071,25.9890623186938
08/08/2019,12,958512,844,32.8880481382953,26.0893059549398
08/08/2019,12,595644,544,33.429026288183,27.043199485596
08/08/2019,18,591975,2432,31.5926305184704,30.8705399284007
08/08/2019,18,401592,2114,33.0475661565006,34.090987672135
08/08/2019,18,212494,1835,33.8330228604262,34.9939425495981
08/08/2019,18,504170,1561,33.7555372787363,36.1699704472948
